Afrihkká	África
Kategoriija:Ovttastuvvan arábaemiráhtat	Categoría:Emiratos Árabes Unidos
Kategoriija:Islándalaš musihkkárat	Categoría:Músicos de Islandia
Kategoriija:Norgalaš politihkkárat	Categoría:Políticos de Noruega
Kategoriija:Jápmimat 1795	Categoría:Fallecidos en 1795
Kategoriija:1855	Categoría:1855
Kategoriija:2003	Categoría:2003
Kategoriija:1971	Categoría:1971
Kategoriija:Giellamállet	Categoría:Wikipedia:Plantillas de soporte de idiomas
Kategoriija:Jugoslávia	Categoría:Yugoslavia
Kategoriija:Ruoŧŧelaš fitnodagat	Categoría:Empresas de Suecia
Kategoriija:Biibbala olbmot	Categoría:Personajes bíblicos
Kategoriija:Suoma presideanttat	Categoría:Presidentes de Finlandia
Kategoriija:Frankriikka presideanttat	Categoría:Presidentes de Francia
Kategoriija:Ecuadora presideanttat	Categoría:Presidentes de Ecuador
Kategoriija:Amerihká ovttastuvvan stáhtaid presideanttat	Categoría:Presidentes de Estados Unidos
Kategoriija:Eurohpá historjá	Categoría:Historia de Europa
Kategoriija:San Marino	Categoría:San Marino
Kategoriija:Costa Rica	Categoría:Costa Rica
Kategoriija:Bosnia-Hercegovina	Categoría:Bosnia y Herzegovina
Kategoriija:Norga	Categoría:Noruega
Kategoriija:Liechtenstein	Categoría:Liechtenstein
Kategoriija:Uruguay	Categoría:Uruguay
Kategoriija:Andorra	Categoría:Andorra
Kategoriija:Serbia	Categoría:Serbia
Kategoriija:Belize	Categoría:Belice
Kategoriija:Haiti	Categoría:Haití
Kategoriija:Ecuador	Categoría:Ecuador
Kategoriija:Albánia	Categoría:Albania
Kategoriija:Oseania riikkat	Categoría:Países de Oceanía
Kategoriija:Monaco	Categoría:Mónaco
Kategoriija:Davvi-Amerihká riikkat	Categoría:Países de América del Norte
Kategoriija:Guolit	Categoría:Peces
Kategoriija:Ruotnasat	Categoría:Verduras
Kategoriija:Heđemat	Categoría:Frutas
Kategoriija:Bellodagat	Categoría:Partidos políticos
Kategoriija:Mirkkolaš šattut	Categoría:Plantas venenosas
Kategoriija:Partihkkalfysihkka	Categoría:Física nuclear y de partículas
Kategoriija:Sjællándda regiuvdna	Categoría:Región de Selandia
Kategoriija:Helssega metro	Categoría:Metro de Helsinki
Kategoriija:Japánagiella	Categoría:Idioma japonés
Kategoriija:Amerihká ovttastuvvan stáhtaid gielat	Categoría:Lenguas de Estados Unidos
Kategoriija:Kanáda gielat	Categoría:Lenguas de Canadá
Kategoriija:Politihkalaš eatnandiehtu	Categoría:Geografía política
Kategoriija:Davvi-Amerihká eatnandiehtu	Categoría:Geografía de América del Norte
Kategoriija:Oseania eatnandiehtu	Categoría:Geografía de Oceanía
Kategoriija:Ásia eatnandiehtu	Categoría:Geografía de Asia
Kategoriija:Ruošša guovllut	Categoría:Óblasts de Rusia
Kategoriija:Moskva	Categoría:Moscú
Kategoriija:Antropologiija	Categoría:Antropología
Kategoriija:Ekosystemat	Categoría:Ecosistemas
Kategoriija:Stáhtadiehtti	Categoría:Ciencia política
Kategoriija:Dronnegat	Categoría:Reinas
Kategoriija:Njealječiegagat	Categoría:Cuadriláteros
Kategoriija:Neahteeallit	Categoría:Mustelidae
Kategoriija:Eurohpálaš kultuvra	Categoría:Cultura de Europa
Kategoriija:Álbmotbeaivvit	Categoría:Fiestas nacionales
Kategoriija:Beaivvit	Categoría:Días
Kategoriija:Girkokaleanddar	Categoría:Festividades cristianas
Kategoriija:Goahccemuorat	Categoría:Pinophyta
Kategoriija:Fágaidgaskasaš dutkan	Categoría:Estudios interdisciplinarios
Kategoriija:Sosiálisma	Categoría:Socialismo
Kategoriija:Eallit	Categoría:Animales
Kategoriija:Riggeeallit	Categoría:Vertebrata
Kategoriija:Fonetihkka	Categoría:Fonética
Kategoriija:Gárjila dásseváldi	Categoría:República de Carelia
Kategoriija:Jápminsivat	Categoría:Causas de muerte
Kategoriija:NATO	Categoría:Organización del Tratado del Atlántico Norte
Kategoriija:Eurohpálaš lávlut	Categoría:Cantantes de Europa
Kategoriija:Lulli-Amerihká riikkat	Categoría:Países de América del Sur
Kategoriija:Kronologiija	Categoría:Cronología
Kategoriija:Ekonomiijaorganisašuvnnat	Categoría:Instituciones económicas
Kategoriija:Ovdánanbiologiija	Categoría:Biología del desarrollo
Kategoriija:Giellabearrašat	Categoría:Familias de lenguas
Kategoriija:Politihkalaš ideologiija	Categoría:Ideologías políticas
Kategoriija:Eurohpá sullot	Categoría:Archipiélagos e islas de Europa
Kategoriija:Norgga sullot	Categoría:Archipiélagos e islas de Noruega
Kategoriija:Informatihkka	Categoría:Tecnologías de la información
Kategoriija:Muorjjit	Categoría:Bayas
Kategoriija:Oaivegávpogat	Categoría:Capitales nacionales
Kategoriija:Alpes-Maritimesa gielddat	Categoría:Localidades de Alpes Marítimos
Kategoriija:Mali gávpogat	Categoría:Localidades de Malí
Kategoriija:Nuortariikka gávpogat	Categoría:Ciudades de Austria
Kategoriija:Šveicca gávpogat	Categoría:Ciudades de Suiza
Kategoriija:Ruošša gávpogat	Categoría:Localidades de Rusia
Kategoriija:Wien	Categoría:Viena
Kategoriija:Durkalaš gielat	Categoría:Lenguas túrquicas
Kategoriija:Delfiinnat	Categoría:Delphinidae
Kategoriija:Geavaheaddji pl	Categoría:Wikipedia:Wikipedistas con conocimientos de polaco
Kategoriija:Bangkok	Categoría:Bangkok
Kategoriija:Johtolat	Categoría:Transporte
Kategoriija:Dutkan	Categoría:Investigación
Kategoriija:Lávllagilvohallamat	Categoría:Concursos musicales
Kategoriija:Gilvohallamat	Categoría:Competiciones
Kategoriija:Bearaš	Categoría:Familia
Kategoriija:Osku	Categoría:Creencias
Kategoriija:Áiggeájit	Categoría:Aficiones
Kategoriija:Ásialaččat	Categoría:Asiáticos
Kategoriija:Afrihkálaččat	Categoría:Africanos
Kategoriija:Austronesialaš gielat	Categoría:Lenguas austronesias
Kategoriija:Antárktis	Categoría:Antártida
Kategoriija:Davvi-Amerihkká	Categoría:América del Norte
Kategoriija:Lávlut	Categoría:Cantantes
Kategoriija:Eurohpá jávrrit	Categoría:Lagos de Europa
Kategoriija:Jávrrit	Categoría:Lagos
Kategoriija:Spábbačiekčit	Categoría:Futbolistas
Kategoriija:Fysihkkárat	Categoría:Físicos
Kategoriija:Utoaztekalaš gielat	Categoría:Lenguas uto-aztecas
Kategoriija:Oseania	Categoría:Oceanía
Kategoriija:Lulli-Amerihká gávpogat	Categoría:Localidades de América del Sur
Kategoriija:Ásia gávpogat	Categoría:Localidades de Asia
Kategoriija:Demokratiija	Categoría:Democracia
Kategoriija:Guatemala	Categoría:Guatemala
Kategoriija:Montenegro	Categoría:Montenegro
Kategoriija:Politihkalaš filosofiija	Categoría:Filosofía política
Kategoriija:Gonagasviessu	Categoría:Familias reales
Kategoriija:Luondokatastrofat	Categoría:Desastres naturales
Kategoriija:Kiinnálaš gielat	Categoría:Idioma chino
Kategoriija:Afrihká eatnandiehtu	Categoría:Geografía de África
Kategoriija:Davvi-Amerihká oaivegávpogat	Categoría:Capitales de América del Norte
Kategoriija:Lulli-Amerihká oaivegávpogat	Categoría:Capitales de América del Sur
Kategoriija:Norgga várit	Categoría:Montañas de Noruega
Kategoriija:Duiskalaš kultuvra	Categoría:Cultura de Alemania
Kategoriija:Norgga riekti	Categoría:Derecho de Noruega
Kategoriija:Guatemala gávpogat	Categoría:Localidades de Guatemala
Kategoriija:Malta gávpogat	Categoría:Localidades de Malta
Kategoriija:Belize gávpogat	Categoría:Localidades de Belice
Kategoriija:Austrália gávpogat	Categoría:Localidades de Australia
Kategoriija:Itália gávpogat	Categoría:Localidades de Italia
Kategoriija:Costa Rica gávpogat	Categoría:Localidades de Costa Rica
Kategoriija:Norgga jávrrit	Categoría:Lagos de Noruega
Kategoriija:Ungáralaš kultuvra	Categoría:Cultura de Hungría
Kategoriija:Gielat Costa Ricas	Categoría:Lenguas de Costa Rica
Kategoriija:Timjanat	Categoría:Thymus
Kategoriija:Duiskka musihkka	Categoría:Música de Alemania
Kategoriija:Aserbaižan musihkka	Categoría:Música de Azerbaiyán
Kategoriija:Etiopialaš musihkka	Categoría:Música de Etiopía
Kategoriija:Leivvožat	Categoría:Alaudidae
Kategoriija:Eurohpá oaivegávpogat	Categoría:Capitales de Europa
Kategoriija:Ásia oaivegávpogat	Categoría:Capitales de Asia
Kategoriija:Gaccepat	Categoría:Paridae
Kategoriija:Nárttit	Categoría:Saxifragaceae
Kategoriija:Islándda vulkánat	Categoría:Volcanes de Islandia
Kategoriija:Jokŋašattut	Categoría:Vaccinium
Kategoriija:Valletta	Categoría:La Valeta
Kategoriija:Ungáralaš dáidda	Categoría:Arte de Hungría
Kategoriija:Armenia musihkka	Categoría:Música de Armenia
Kategoriija:Ruoŧŧelaš dáiddárat	Categoría:Artistas de Suecia
Kategoriija:Juopmošattut	Categoría:Polygonaceae
Kategoriija:Beaivvášsevnnjodeapmi	Categoría:Eclipses solares
Kategoriija:Beassášbiebmu	Categoría:Gastronomía de Semana Santa
Kategoriija:Giellapolitihkka	Categoría:Política lingüística
Kategoriija:Eurohpálaš monarkiijat	Categoría:Monarquías de Europa
Kategoriija:Ciebanat	Categoría:Rodentia
Kategoriija:Gárjil	Categoría:Carelia
Kategoriija:Araukariašattut	Categoría:Araucariaceae
Kategoriija:Spánia geainnut	Categoría:Carreteras de España
Kategoriija:Costa Rica kantonat	Categoría:Cantones de Costa Rica
Kategoriija:Dearvvašvuohta	Categoría:Salud
Málle:G-ga	Plantilla:Lang-ga
Kategoriija:Suoma museat	Categoría:Museos de Finlandia
Kategoriija:Norgga bellodagat	Categoría:Partidos políticos de Noruega
Kategoriija:Geavaheaddji de-5	Categoría:Wikipedia:Wikipedistas con nivel profesional de alemán
Kategoriija:Etnologiija	Categoría:Etnología
Málle:G-pl	Plantilla:Lang-pl
Kategoriija:Costa Rica provinssat	Categoría:Provincias de Costa Rica
The Narrative	The Narrative
Kategoriija:Fysiologiija	Categoría:Fisiología
Kategoriija:Østfolda	Categoría:Østfold
Trojany	Trojany
Kategoriija:Ecuadora provinssat	Categoría:Provincias de Ecuador
Kategoriija:Geopolitihkka	Categoría:Geopolítica
Kategoriija:Ålánda	Categoría:Åland
Kategoriija:Ádelat	Categoría:Nobles por familia
Kategoriija:Guovvamánu bassebeaivvit	Categoría:Fiestas de febrero
Kategoriija:Šuokŋadahkkit	Categoría:Compositores
Kategoriija:Norgga historjá	Categoría:Historia de Noruega
Kategoriija:Ásia riikkat	Categoría:Países de Asia
Kategoriija:Ungáralaš dáiddárat	Categoría:Artistas de Hungría
Kategoriija:Nuortariikalaš dáiddárat	Categoría:Artistas de Austria
Málle:G-qu	Plantilla:Lang-qu
Málle:G-is	Plantilla:Lang-is
Málle:G-et	Plantilla:Lang-et
Málle:G-es	Plantilla:Lang-es
Málle:G-ca	Plantilla:Lang-ca
Málle:G-az	Plantilla:Lang-az
Kategoriija:Ruošša presideanttat	Categoría:Presidentes de Rusia
Kategoriija:TV-kanálat	Categoría:Canales de televisión
Kategoriija:Västmanlándda leatna	Categoría:Provincia de Västmanland
Kategoriija:Västerbottena leatna	Categoría:Provincia de Västerbotten
Kategoriija:Kalaallit Nunaata sullot	Categoría:Archipiélagos e islas de Groenlandia
Kategoriija:Oarjel-Agder	Categoría:Vest-Agder
Kategoriija:Leaibbit	Categoría:Alnus
Kategoriija:Boskkat	Categoría:Angelica
Kategoriija:Haiti arrondissemeanttat	Categoría:Arrondissements de Haití
Kategoriija:Ásialaš musihkka	Categoría:Música de Asia
Kategoriija:Váđotmuorjjit	Categoría:Rubus
Kategoriija:Athena	Categoría:Atenas
Kategoriija:Nuorta-Agder	Categoría:Aust-Agder
Kategoriija:Violašattut	Categoría:Violaceae
Kategoriija:Bern	Categoría:Berna
Kategoriija:Soagit	Categoría:Betula
Kategoriija:Blekinge leatna	Categoría:Provincia de Blekinge
Kategoriija:Beibbožat	Categoría:Fringillidae
Kategoriija:Čibčalaš gielat	Categoría:Lenguas chibchenses
Kategoriija:Dalarna leatna	Categoría:Provincia de Dalarna
Kategoriija:Dánskalaš dáiddárat	Categoría:Pintores de Dinamarca
Kategoriija:Guatemala departemeanttat	Categoría:Departamentos de Guatemala
Kategoriija:Katastrofat jagiid mielde	Categoría:Desastres por año
Kategoriija:Belize guovllut	Categoría:Distritos de Belice
Kategoriija:Čurolastašattut	Categoría:Droseraceae
Kategoriija:Hollánddalaš dáiddárat	Categoría:Artistas de los Países Bajos
Kategoriija:Eanandoarggástusat	Categoría:Terremotos
Kategoriija:Daŋasšattut	Categoría:Ericaceae
Kategoriija:Eskimo-aleuhtalaš gielat	Categoría:Lenguas esquimo-aleutianas
Kategoriija:Etiopialaš musihkkárat	Categoría:Músicos de Etiopía
Kategoriija:Eurohpalaš filosofat	Categoría:Filósofos de Europa
Kategoriija:Eurovision lávllagilvvohallan 2012	Categoría:Festival de la Canción de Eurovisión 2012
Kategoriija:Kroátialaš lávlut	Categoría:Cantantes de Croacia
Kategoriija:Sogat	Categoría:Familias
Málle:G-zh	Plantilla:Lang-zh
Kategoriija:Suopmelaš diktačállit	Categoría:Poetas de Finlandia
Kategoriija:Finnmárku	Categoría:Finnmark
Kategoriija:Finnmárkku vuonat	Categoría:Fiordos de Finnmark
Málle:G-fi	Plantilla:Lang-fi
Málle:G-sv	Plantilla:Lang-sv
Kategoriija:Fránskalaš dáiddárat	Categoría:Artistas de Francia
Málle:Wikidata	Plantilla:Propiedad
Kategoriija:Doaktagat	Categoría:Gaviiformes
Kategoriija:Civzzašattut	Categoría:Gentianaceae
Kategoriija:Lulli-Amerihká eatnandiehtu	Categoría:Geografía de América del Sur
Kategoriija:Germánalaš gielat	Categoría:Lenguas germánicas
Kategoriija:Gotlándda leatna	Categoría:Provincia de Gotland
Kategoriija:Kásusat	Categoría:Casos gramaticales
Kategoriija:Greikkalaš alfabehta	Categoría:Alfabeto griego
Kategoriija:Gävleborgga leatna	Categoría:Provincia de Gävleborg
Kategoriija:Hallándda leatna	Categoría:Provincia de Halland
Kategoriija:Suoma historjjálaš eanangottit	Categoría:Provincias históricas de Finlandia
Kategoriija:Amerihká ovttastuvvan stáhtaid álgoálbmogiid gielat	Categoría:Lenguas indígenas de América
Kategoriija:IMF	Categoría:Fondo Monetario Internacional
Kategoriija:Irlánda	Categoría:Isla de Irlanda
Kategoriija:Junior Eurovision lávllagilvohallan	Categoría:Festival de la Canción de Eurovisión Junior
Kategoriija:Jämtlándda leatna	Categoría:Provincia de Jämtland
Kategoriija:Jönköpinga leatna	Categoría:Provincia de Jönköping
Kategoriija:Kalmara leatna	Categoría:Provincia de Kalmar
Kategoriija:Kronobergga leatna	Categoría:Provincia de Kronoberg
Kategoriija:Liberálisma	Categoría:Liberalismo
Kategoriija:MGP Nordic	Categoría:Melodi Grand Prix Nordic
Kategoriija:Malayo-polynesialaš gielat	Categoría:Lenguas malayo-polinesias
Kategoriija:Malilaš musihkkárat	Categoría:Músicos de Malí
Kategoriija:Beštorat	Categoría:Motacillidae
Kategoriija:Finnmárkku gielddat	Categoría:Municipios de Finnmark
Kategoriija:Islándda regiuvnnat	Categoría:Regiones de Islandia
Kategoriija:Jieretšattut	Categoría:Ribes
Kategoriija:Riga	Categoría:Riga
Kategoriija:Ásia jogat	Categoría:Ríos de Asia
Kategoriija:Katalonia geainnut	Categoría:Carreteras de Cataluña
Kategoriija:Ruoŧa gonagasviessu	Categoría:Dinastías de Suecia
Kategoriija:Sámi girječállit	Categoría:Escritores en lapón
Kategoriija:Sámegielat	Categoría:Lenguas sami
Kategoriija:Sámi mytologiija	Categoría:Mitología lapona
Kategoriija:Norgga skuvllat	Categoría:Escuelas de Noruega
Kategoriija:Diehtaga ja teknihka bálkkašumit	Categoría:Premios de ciencia e ingeniería
Kategoriija:Skåne leatna	Categoría:Provincia de Escania
Kategoriija:Sosiálademokratiija	Categoría:Socialdemocracia
Kategoriija:Sogn ja Fjordane	Categoría:Sogn og Fjordane
Kategoriija:Jietna	Categoría:Sonido
Kategoriija:Dološ Israel	Categoría:Historia antigua de Israel
Kategoriija:Estlándda presideanttat	Categoría:Presidentes de Estonia
Kategoriija:Mearradiehtu	Categoría:Oceanografía
Kategoriija:Pronomenat	Categoría:Pronombre
Kategoriija:Ruošša aviissat	Categoría:Periódicos de Rusia
Kategoriija:Meksikolaš dáiddárat	Categoría:Artistas de México
Kategoriija:Møre ja Romsdála	Categoría:Møre og Romsdal
Kategoriija:Oarje-Götalándda leatna	Categoría:Provincia de Västra Götaland
Kategoriija:Buskerud	Categoría:Buskerud
Kategoriija:Stockholmma leatna	Categoría:Provincia de Estocolmo
Kategoriija:Barcelona gáhtat	Categoría:Calles de Barcelona
Kategoriija:Suoma TV-kanálat	Categoría:Cadenas de televisión de Finlandia
Kategoriija:São Paulo	Categoría:Ciudad de São Paulo
Kategoriija:Afrihkálaš musihkka	Categoría:Música de África
Kategoriija:Akershusa fylka	Categoría:Akershus
Kategoriija:Bealgelottit	Categoría:Troglodytidae
Kategoriija:Romsa	Categoría:Troms
Kategoriija:Svalbárda	Categoría:Svalbard
Kategoriija:Ruoŧa dronnegat	Categoría:Reinas consortes de Suecia
Kategoriija:Adopšuvdna	Categoría:Adopción
Kategoriija:Norgga universitehtat ja allaskuvllat	Categoría:Universidades de Noruega
Kategoriija:Atlánta	Categoría:Océano Atlántico
Kategoriija:Uppsala leatna	Categoría:Provincia de Upsala
Kategoriija:Bealljerástát	Categoría:Bombycillidae
Kategoriija:Australasia	Categoría:Australasia
Kategoriija:Opplánda	Categoría:Oppland
Kategoriija:Soahkešattut	Categoría:Betulaceae
Kategoriija:Oarje-Norrlándda leatna	Categoría:Provincia de Västernorrland
Kategoriija:Musihkkaspealut	Categoría:Videojuegos de música
Kategoriija:Kártografiija	Categoría:Cartografía
Kategoriija:Luondduriggodagat	Categoría:Recursos naturales
Kategoriija:Juovlabiebmu	Categoría:Gastronomía navideña
Kategoriija:Máilmmeárbeguovllut Norggas	Categoría:Patrimonio de la Humanidad en Noruega
Kategoriija:Nuortagötlándda leatna	Categoría:Provincia de Östergötland
Kategoriija:Láibbastagat	Categoría:Repostería
Kategoriija:Suoma leanat	Categoría:Provincias de Finlandia
Kategoriija:Norgga girkut	Categoría:Iglesias de Noruega
Kategoriija:Fylkkat	Categoría:Condados
Kategoriija:Lordi	Categoría:Lordi
Kategoriija:Kalaallit Nunaata gielddat	Categoría:Municipios de Groenlandia
Kategoriija:Álbmotlaš bassebeaivvit	Categoría:Feriados nacionales
Kategoriija:Norrbottena leatna	Categoría:Provincia de Norrbotten
Kategoriija:Norgga dáiddárat	Categoría:Pintores de Noruega
Kategoriija:Norgga fylkkat	Categoría:Provincias de Noruega
Kategoriija:Oseanialaš gielat	Categoría:Lenguas oceánicas
Kategoriija:Stuorradiggeáirasat	Categoría:Miembros del Parlamento de Noruega
Kategoriija:Norgalaš gielladutkit	Categoría:Lingüistas de Noruega
Kategoriija:Urálalaš gielat	Categoría:Lenguas urálicas
Kategoriija:Chile presideanttat	Categoría:Presidentes de Chile
Kategoriija:Södermanlándda leatna	Categoría:Provincia de Södermanland
Kategoriija:Gávpogat	Categoría:Localidades
Kategoriija:Kristtalaš teavsttat	Categoría:Literatura cristiana
Kategoriija:Apple dihtorat	Categoría:Computadoras de Apple Inc.
Kategoriija:Norgga guovllut	Categoría:Distritos de Noruega
Kategoriija:Geavaheaddji en-1	Categoría:Wikipedia:Wikipedistas con nivel básico de inglés
Kategoriija:Riegádeamit 1930	Categoría:Nacidos en 1930
Kategoriija:Riegádeamit 1946	Categoría:Nacidos en 1946
Kategoriija:Geavaheaddji de-1	Categoría:Wikipedia:Wikipedistas con nivel básico de alemán
Kategoriija:Riegádeamit 1920	Categoría:Nacidos en 1920
Kategoriija:Riegádeamit 1956	Categoría:Nacidos en 1956
Kategoriija:Riegádeamit 1933	Categoría:Nacidos en 1933
Kategoriija:Riegádeamit 1911	Categoría:Nacidos en 1911
Kategoriija:Riegádeamit 1937	Categoría:Nacidos en 1937
Kategoriija:Riegádeamit 1948	Categoría:Nacidos en 1948
Kategoriija:Frankriikka departemeanttat	Categoría:Departamentos de Francia
Kategoriija:Geavaheaddji da-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de danés
Kategoriija:Jápmimat 1978	Categoría:Fallecidos en 1978
Kategoriija:Jienastanmállet	Categoría:Wikipedia:Plantillas de votación
Kategoriija:Riegádeamit 1921	Categoría:Nacidos en 1921
Kategoriija:Riegádeamit 1924	Categoría:Nacidos en 1924
Kategoriija:Riegádeamit 1926	Categoría:Nacidos en 1926
Kategoriija:Riegádeamit 1950	Categoría:Nacidos en 1950
Kategoriija:Riegádeamit 1964	Categoría:Nacidos en 1964
Kategoriija:Jápmimat 1979	Categoría:Fallecidos en 1979
Kategoriija:Jápmimat 2010	Categoría:Fallecidos en 2010
Kategoriija:Dutkanguovddážat	Categoría:Institutos de investigación
Málle:G-se	Plantilla:Lang-se
Málle:G-smn	Plantilla:Lang-smn
Málle:G-sms	Plantilla:Lang-sms
ROlfFa	Rolffa
Mearrabahta	Bahía de Botnia
Erenoamáš:Varas rievdadusat	Especial:CambiosRecientes
Softengine	Softengine
Kategoriija:Geavaheaddji ja-4	Categoría:Wikipedia:Wikipedistas con nivel experto de japonés
