Αφρική	África
Halcones	Halcones
Εστουδιάντες ντε Μπουένος Άιρες	Club Atlético Estudiantes
Αθανάσιος Χριστόπουλος	Athanasios Christopoulos
Μασσαλιώτικος περίπλους	Periplo massaliota
Πενινσουλάρες	Peninsular
ΣΚΑΪ Τηλεόραση	Skai TV
Μάχη των Κυνός Κεφαλών (364 π.Χ.)	Batalla de Cinoscéfalas (364 a. C.)
Ντάνι Βρέινς	Danny Vranes
Μπόμπαν Γιάνκοβιτς	Slobodan Janković
Pico (διορθωτής)	Pico (editor)
Σενσουντεπέκε	Sensuntepeque
Ματέο Αντρεΐνι	Matteo Andreini
Jurassic Park	Parque Jurásico (franquicia)
Parallel Universe	Parallel Universe
Soul to Squeeze	Soul To Squeeze
Νήσοι Μακάρων	Islas Afortunadas
Γεώργιος Μπουοντελμόντι	Giorgio de' Buondelmonti
Ησαύ Μπουοντελμόντι	Esaú de Buondelmonti
Κοινωνική Μάθηση	Teoría del aprendizaje social
Knock Me Down	Knock Me Down
Τετραγωνική ρίζα του 5	Raíz cuadrada de cinco
Get Up and Jump	Get Up and Jump
Universally Speaking	Universally Speaking
Προγκεστερέξ	Progesterex
Λευκό λιοντάρι	León blanco
Σεμπαστιάνο Βισκόντι Πράσκα	Sebastiano Visconti Prasca
Μπάρατανγκ	Baratang
Πρώτος Κρητικός Πόλεμος	Guerra cretense
Φορμίων	Formión (general)
Ρίξνταλερ	Riksdaler
Δεύτερη Αθηναϊκή Συμμαχία	Segunda Liga ateniense
Κρίμσον Δύναμο	Dínamo Carmesí
Πωλ Κωσύ	Paul Cauchie
Raining Blood	Raining Blood
Inside Llewyn Davis	Inside Llewyn Davis
Πωλ Μπέιλοφ	Paul Baloff
Α΄ Καρλικός Πόλεμος	Primera Guerra Carlista
Ευρωπαϊκό Πρωτάθλημα Τζούντο 2007	Campeonato Europeo de Judo de 2007
Δημογραφία της Κύπρου	Demografía de Chipre
Κατάλογος αστεροειδών/901-1000	Anexo:Asteroides (901)–(1000)
Κατάλογος αστεροειδών/1201-1300	Anexo:Asteroides (1201)–(1300)
Κατάλογος αστεροειδών/1301-1400	Anexo:Asteroides (1301)–(1400)
Κατάλογος αστεροειδών/1101-1200	Anexo:Asteroides (1101)–(1200)
Κατάλογος αστεροειδών/801-900	Anexo:Asteroides (801)–(900)
Κατάλογος αστεροειδών/701-800	Anexo:Asteroides (701)–(800)
Construction Time Again Tour	Construction Tour
Λουδοβίκος Αντώνιος των Βουρβόνων	Luis de Borbón y Farnesio
Αμαθούντα	Amatunte
Τζίμι Όλιβερ	Jimmy Oliver
Έντγκαρ Τζόουνς	Edgar Jones
Τουρνουά McDonald's OPEN	Open McDonald's
Sonic Youth (EP)	Sonic Youth (EP)
Μορίς Περζά	Maurice Persat
Ξενοδοχείο Τιτάνια	Hotel Titania
Ούγος Σαμπλίτης	Hugo de Champlitte
Κόλπος του Ακρωτηρίου	Bahía de Acrotiri
Κατάλογος επεισοδίων του Sword Art Online	Anexo:Episodios de Sword Art Online
Η Στέψη της Παναγίας (Ραφαήλ)	Retablo Oddi
Ο Θρίαμβος της Γαλάτειας (Ραφαήλ)	El triunfo de Galatea (Rafael)
Ακραία σημεία της Ευρώπης	Anexo:Puntos extremos de Europa
Λευκή ψήφος	Voto en blanco
Μάικλ Χόκινς	Michael Hawkins
Jungle Man	Jungle Man
Δάμων	Damón de Atenas
Νικηφόρος Β΄ Ορσίνι	Nicéforo II Orsini
ΖΣ Σαιν-Πιερουάζ	JS Saint-Pierroise
Πολιτισμός της Ισλανδίας	Cultura de Islandia
Πολυάννα	Pollyanna
Kuzu Airlines Cargo	ULS Airlines Cargo
Οίκος Βιλλεαρδουίνων	Casa de Villehardouin
Τικάλ Καμπότζης	Tical camboyano
Demy	Demy (Cantante)
Φράγκο Γαλλικής Ισημερινής Αφρικής	Franco del África Ecuatorial Francesa
Δυναστεία Κομητόπουλων	Dinastía Cometopuli
Νέβουλος	Nébulo
Πρώτη Απογοήτευση	El ídolo caído
Σαλαμίνα (μυθολογία)	Salamina (mitología)
Playmen	Playmen
Χριστιανικός μοναχισμός	Monacato femenino
Άννα Σεντοκόβα	Anna Sedokova
Make Believe	Make Believe (álbum)
Μαρ μπιτί αχέ ιντινά	Mar-biti-ahhe-iddina
Μίτσελ Ουίγκινς	Mitchell Wiggins
Ερρίκος της Βουργουνδίας	Enrique de Borgoña (1035-1066)
Ούκα Πάτσα	Uku Pacha
Σεκταρισμός	Sectarismo
Πόντος (καλαθοσφαίριση)	Punto (baloncesto)
PSO-1	PSO-1
Σέρχιο Μαρκαριάν	Sergio Markarián
Δήμος Αγιάς	Agia
Rock & Roll Music to the World	Rock & Roll Music to the World
Εθνική Ισπανίας U20 (ποδόσφαιρο ανδρών)	Selección de fútbol sub-20 de España
Φάμπιαν Πικάρντο	Fabian Picardo
Αντιδραστήριο	Reactivo
Watt (άλμπουμ)	Watt (álbum)
Royal Albert Hall London May 2-3-5-6, 2005	Royal Albert Hall London May 2-3-5-6 2005
Νυαμάτα	Nyamata
Τιγράνης Δ΄ της Αρμενίας	Tigranes IV de Armenia
Ερατώ της Αρμενίας	Erato de Armenia
Brut y Tywysogion	Brut y Tywysogion
Wario Land 4	Wario Land 4
Τζος Γκραντ	Josh Grant
Ευλόγιος Αλεξανδρείας	Eulogio de Alejandría
Γιώργος Ανατολάκης	Georgios Anatolakis
Κάλπις (αγγείο)	Kalpis
Ασράφ Αμάγια	Ashraf Amaya
Κιλλεσιν	Killeshin
Μετάλλιο για την αξία της εργασίας	Medalla de los Trabajadores Distinguidos
Goodreads	Goodreads
Ευρωμπάσκετ 2015	Campeonato Europeo de Baloncesto Masculino de 2015
Αμφιθέατρο της Μέριδα	Anfiteatro de Mérida
Σκάνδαλο Κρασγκέιτ	Controversia sobre el accidente de Renault
Τελευτίας	Teleutias
Αναστάσιος	Anastasio (nombre)
Πάβελ Τσελίτσεβ	Pável Chelishchev
Αϊγκιούν Καζίμοβα	Aygün Kazımova
Τεγύρα	Tegira
Σεργκί	Chergui
Eragon (βιντεοπαιχνίδι)	Eragon (videojuego)
Πρώτη περσική εισβολή στην Ελλάδα	Primera Guerra Médica
Υπόστρωμα	Sustrato
Λιθάργυρος	Litargirio
Κυματοσυνάρτηση	Función de onda
Άγιος Θεόδωρος ο Στρατηλάτης	Teodoro Stratelates
ΑΪΚ Στοκχόλμης	AIK Estocolmo
Κέρατα γαζέλας	Cuernos de gacela
CEV Τσάμπιονς Λιγκ πετοσφαίρισης γυναικών	Liga de Campeones (voleibol femenino)
Έμβλημα της Αντιγκέας	Escudo de Adiguesia
Ιρλανδία (αποσαφήνιση)	Irlanda (desambiguación)
Μεταρρυθμίσεις Τενπό	Reformas Tenpō
Ντάριο Σμόγιε	Dario Smoje
Απολλόδωρος ο Επικούρειος	Apolodoro (epicúreo)
Πατριάρχης Κωνσταντίνος Ε΄	Constantino V de Constantinopla
Πάτρικ Κάρνι	Patrick Carney
Πυρομεταλλουργία	Pirometalurgia
Ταυτότητα (μαθηματικά)	Principio de identidad
Λεοντόπολις Ηλιουπολίτικη	Leontópolis (nomo XIII)
O sancta simplicitas	O sancta simplicitas!
22ο Συνέδριο του Κ.Κ.Σ.Ε.	XXII Congreso del Partido Comunista de la Unión Soviética
Σύβριτος	Sibrita
Εχέφρονας	Equefrón
Ιεράκων κώμη	Hieracon
Συνειδητή κοινότητα	Comunidad intencional
Πατριάρχης Γερμανός Ε΄	Germano V
Βάτραχος (κόμικς)	Sapo (cómic)
Πριγκίπισα Ευγενία της Ελλάδας	Eugenia de Grecia
Μαργαρίτα Βιλλεαρδουίνου	Margarita de Villehardouin
Α΄ κατηγορία καλαθοσφαίρισης ανδρών Κύπρου	Primera División de Baloncesto de Chipre
Αρνητική θερμοκρασία	Temperatura negativa
Νιτράρια	Nitraria
Ιωακείμ Γ΄ Μεγαλοπρεπής	Joaquín III
Βέρμντο	Värmdö
Αιδεσία	Edesia
Πεισιστρατίδες	Pisistrátidas
Αρχαιολογικό Μουσείο Αρχαίας Αγοράς	Museo del Ágora de Atenas
Perotis	Perotis
Εθνική Ουρουγουάης U23 (ποδόσφαιρο ανδρών)	Selección de fútbol sub-23 de Uruguay
Ναβού απλά ιντινά	Nabu-apla-iddina
Βίκτορ Μάσλοφ	Viktor Maslov
Σοσιαλιστική Κίνηση «Εμπρός»	Movimiento Socialista Vpered
Φερνάντο Ιβασάκι	Fernando Iwasaki
ΦΚ Τιρόλ Ίνσμπρουκ	FC Tirol Innsbruck
Σφραγιδόλιθος	Sello (indumentaria)
ΦΚ Ντιναμό-93 Μινσκ	FC Dinamo-93 Minsk
Μάχα	Manolo
Μαρδούκ βαλασσού ικμπί	Marduk-balassu-iqbi
Κατάλογος εθνικών ονομάτων	Anexo:Gentilicios
Εμίλ Νελλιγκάν	Émile Nelligan
Νίκος Νικολάου (ποδοσφαιριστής)	Nikos Nikolaou
Λυσίππη	Lisipe
Λουσιάνο ντε Σόουζα	Luciano Nunes de Souza
Τιμούρ Ροντρίγκεζ	Timur Rodríguez
Αναγέννηση Δερύνειας	Anagennisi Dherynia
Γιώργος Παναγή	Giorgos Panagi
Μεγάλη Τρίτη	Martes Santo
Υπόθεση Λιτβινένκο	Envenenamiento de Aleksandr Litvinenko
Σιρικτί σουκαμουνά	Shirikti-Shuqamuna
Νινουρτά κουντουρί ουσούρ Β΄	Ninurta-kudurri-usur II
Μαρδούκ αχέ εριμπά	Marduk-ahhe-eriba
Σημαία του Αγίου Ευσταθίου	Bandera de San Eustaquio
Ναβού μουκίν απλί	Nabu-mukin-apli
Νινουρτά κουντουρί ουσούρ Α΄	Ninurta-kudurri-usur I
Ουεσλέι Λωτοά	Wesley Lautoa
Ρέγγα	Clupea harengus
Δικαστική Αστυνομία	Policía judicial
Νήσος Νέλσον	Isla de Nelson (Egipto)
Ηρακλείδης ο Λέμβος	Heráclides Lembo
Αλυσίδα	Cadena (objeto)
Κατάλογος συνθέσεων του Αντόνιο Βιβάλντι	Anexo:Composiciones de Antonio Vivaldi
Ομοσπονδία Πράσινων Κομμάτων Αμερικής	Federación de Partidos Verdes de las Américas
Άλτις	Altis
Χένρι Τέρνερ	Henry Turner (baloncestista)
Ο αιώνιος σύζυγος	El eterno marido
Η απόλαυση του Βούδα	Delicias de Buda
Εθνική Βραζιλίας U17 (ποδόσφαιρο ανδρών)	Selección de fútbol sub-17 del Brasil
Δισκογραφία της Έλενας Παπαρίζου	Anexo:Discografía de Helena Paparizou
Ο Αριστοτέλης μπροστά στην προτομή του Ομήρου	Aristóteles contemplando el busto de Homero
Ναός του Άρη	Templo de Ares (Atenas)
Ρουνική Επιγραφή του Ούπλαντ 871	Piedra rúnica de Uppland U 871
Cricklewood Green	Cricklewood Green
Κατς	Catch wrestling
ΣΚ Γιόβικ Λιν	Gjøvik-Lyn
Ιωάννης Ακτουάριος	Joannes Actuarius
Ντίνος Αγγελίδης	Dinos Angelidis
Αρακέν Ντεμέλο	Araquem de Melo
Φρανκ Ζουέλα	Francisco Zuela
Αφαρέας (τραγωδός)	Afareo de Atenas
Σαν Μάρκος (Κόστα Ρίκα)	San Marcos de Tarrazú
Μαρτίνος Ζαχαρίας	Martino Zaccaria
Ακαδέμικο ντε Βιζεού ΦΚ	Académico de Viseu FC
Ευρωπαϊκή Εταιρία Ιστορίας του Δικαίου	The European Society for History of Law
Άγιος Δαβίδ, Άγιος Βικέντιος	San David (San Vicente y las Granadinas)
Γενικές εκλογές στο Μπανγκλαντές 2008	Elecciones generales de Bangladés de 2008
Τα 100 καλύτερα βιβλία όλων των εποχών	Anexo:Los 100 mejores libros de todos los tiempos, según el Club de Libros de Noruega
Σαν Χοσέ δε λα Μοντάνια δε Μπάρβα	Barva
Regulate...G Funk Era	Regulate...G Funk Era
Βασίλειο της Σερβίας (μεσαίωνας)	Reino de Serbia (medieval)
Αγαποβότανο	Teucrium polium
Αδελαΐδα της Νορμανδίας	Adelaida de Normandía (1030-1090)
Αξιούπολη	Axioúpoli
Αμμί Ντιτάνα	Ammi-ditana
Σόος	Soos
Νέα Ιωνία Μαγνησίας	Nea Ionia
Θόδωρος Σκυλακάκης (πολιτικός)	Theodore Skilakakis
Νταν Άουερμπακ	Dan Auerbach
Ο Πλανήτης των Πιθήκων (βιβλίο)	El planeta de los simios (novela)
Αστρογαλέος	Mustelus asterias
Μοζί Μιρίμ Εσπόρτε Κλούμπε	Mogi Mirim EC
Ερωτόκριτος	Erotokritos
Κόκτσα (ποταμός)	Río Kokcha
Βισαλτία	Bisaltia
Εγκέφαλος Ματριόσκα	Cerebro Matrioska
Παγκόσμιος χάρτης του Χουάν ντε λα Κόσα	Mapa de Juan de la Cosa
Λα Ουνιόν	La Unión (El Salvador)
Σαπρόφυτα	Micoheterotrofia
Άνθρωπος Μυρμήγκι	Hombre Hormiga
Σάνα Νίλσεν	Sanna Nielsen
Φρούριο της Βαβυλώνας	Fortaleza de Babilonia
Όλιβερ Λαφαγιέτ	Oliver Lafayette
Valleys of Neptune	Valleys Of Neptune
Ρουνικές λίθοι Ελλάδας	Piedras rúnicas sobre Grecia
Πολιορκία της Νικομηδείας	Sitio de Nicomedia
Πολιορκία της Νίκαιας (1328-1331)	Sitio de Nicea (1331)
Ισαμπέλ Παντόχα	Isabel Pantoja
21st Century Breakdown (single)	21st Century Breakdown (canción)
Μπρουμάνα	Brummana
Αϊσέ Χαφσά Σουλτάνα	Ayse Hafsa Sultana
Ρουσπίνα	Ruspina
Ακιλίζ '29	Achilles '29
Πολιορκία της Θεσσαλονίκης (1422–1430)	Sitio de Tesalónica
Παλλάς και Κένταυρος (Μποτιτσέλι)	Palas y el Centauro
Ντέιβιντ Εμπέ	David Embé
Κατάλογος διπλωματικών αποστολών της Κύπρου	Anexo:Misiones diplomáticas de Chipre
Τεκτονοφυσική	Tectonofísica
Άζρακ	Azraq
Bell 204/205	Bell 204/205
Αρταφέρνης ο νεότερος	Artafernes (general)
Ρεάλ Βίγο Σπόρτινγκ	Real Vigo Sporting Club
Δήμος Τενέας	Tenea
Ισλαμικό Κράτος	Estado Islámico (organización terrorista)
Κεβίν Σεραφέν	Kévin Séraphin
Κάρλος Καστελιόνε	Carlos Casteglione
Βασκική λογοτεχνία	Literatura en euskera
Πινακοθήκη εθνικών σημαιών	Anexo:Banderas de Estados soberanos
Πρωθυπουργός της Τουρκίας	Primer ministro de la República de Turquía
Φεμινιστική Επιστημονική Φαντασία	Ciencia ficción feminista
ΤΤΣ Τρέντσιν	TTS Trenčín
Εκλογές στο Ισραήλ	Elecciones en Israel
Bovril	Bovril
Αίσηπος	Esepo
Εθνική Χιλής U20 (ποδόσφαιρο ανδρών)	Selección de fútbol sub-20 de Chile
Εθνική Ουρουγουάης U20 (ποδόσφαιρο ανδρών)	Selección de fútbol sub-20 de Uruguay
Λιτυέρσης	Litierses
Πολύξενος	Políxeno
Πάμφυλος	Pánfilo (mitología)
Σύνδρομο της Κίνας	Síndrome de China
Χαουμεειδές αντικείμενο	Familia de Haumea
Βάλτερ Ντόρβιν Τιγκ	Walter Dorwin Teague
Εθνική Μπαχαμών (καλαθοσφαίριση ανδρών)	Selección de baloncesto de Bahamas
Ν.Ο. Πατρών	NO Patras
Κύπελλο Πρωταθλητριών Ευρώπης στην καλαθοσφαίριση 1960-61	Copa de Europa de baloncesto 1960-61
Κύπελλο Πρωταθλητριών Ευρώπης στην καλαθοσφαίριση 1961-62	Copa de Europa de baloncesto 1961-62
Κύπελλο Πρωταθλητριών Ευρώπης στην καλαθοσφαίριση 1959-60	Copa de Europa de baloncesto 1959-60
Αριστείδης Ρουμπάνης	Aristidis Roubanis
Μαξίμ Μπακά	Maxime Baca
Βαλλωνικό Κοινοβούλιο	Parlamento Valón
Έισι Λο	Acie Law
Dark Trance	Dark psytrance
Πατριωτικό μέτωπο (Βουλγαρία)	Frente de la Patria
Καρυδιά (φυτό)	Juglans
Φαμπιάν Εστάι	Fabián Estay
Γιούλια Νατσάλοβα	Yulia Nachalova
Ιντεπεντιέντε Ριβαδάβια	Club Sportivo Independiente Rivadavia
Τζέι Τραιάνο	Jay Triano
Σταθμός Μοσχάτο (Μετρό Αθήνας)	Estación de Moschato
Τρωάδα	Tróade
Σάτον Γιουνάιτεντ	Sutton United Football Club
Σταθμός Αττική (Μετρό Αθήνας)	Estación de Attiki
Τζέιμς Σκούνι Πεν	Scoonie Penn
Αναγεννησιακή τέχνη στη Γερμανία	Renacimiento alemán
Δήμος Κύρρου	Cirro (Macedonia)
When It's Time	When It's Time
Ζούλιο Σέζαρ Σάντος Κορέια	Júlio César Santos Correa
JD Edwards	JD Edwards
Terra Mariana	Terra Mariana
Χουάν Χιλμπέρτο Φούνες	Juan Gilberto Funes
