આફ્રિકા	África
કેમ્પર્સ નેટવર્ક	Red de área de campus
હરીયલ	Treron phoenicopterus
કચ્છનું મોટું રણ	Rann de Kutch
જેકુઝી	Jacuzzi (empresa)
પકોડી	Pakora
ક્રિકેટ વિશ્વ કપ ૨૦૦૭	Copa Mundial de Críquet de 2007
લીડ્ઝ યુનાઈટેડ ફૂટબૉલ ક્લબ	Leeds United Association Football Club
લિવરપૂલ ફૂટબોલ ક્લબ	Liverpool Football Club
જયપુર જિલ્લો	Distrito de Jaipur
સાતારા જિલ્લો	Distrito de Satara
ડાંગ જિલ્લો	Distrito de Dangs
ઈન્સીડ	INSEAD
કરોડ	Crore
સૂર્યનમસ્કાર	Saludo al sol
દાળ	Dal (alimento)
પનીર	Paneer
કોઝીક્કોડ જિલ્લો	Distrito de Kozhikode
આંતરરાષ્ટ્રીય દાયણ દિવસ	Día Internacional de la Partera
નદિયા જિલ્લો	Distrito de Nadia
સોમનાથ	Somnath
મિર્જાપુર જિલ્લો	Distrito de Mirzapur
પંચાયતી રાજ	Panchayat
ગોરખપુર જિલ્લો	Distrito de Gorakhpur
હઠયોગ પ્રદીપિકા	Hatha-yoga-pradípika
આંતરરાષ્ટ્રીય પરીચારિકા દિવસ	Día Internacional de la Enfermería
ગૌડીય વૈષ્ણવ સંપ્રદાય	Vaisnavismo gaudía
ટાટા ઇન્ડિકા	Tata Indica/Indigo
કુચિપુડી નૃત્ય	Kuchipudi
પુરી (વાનગી)	Puri (alimento)
ઈન્ટરનેટ એક્ટીવિઝમ (ચળવળ)	Ciberactivismo
ડભોઇ	Dabhoi
વેબ ટ્રાફિક	Tráfico web
દીક્ષાભૂમિ	Deekshabhoomi
બરફી	Barfi
દામોહ	Damoh
દતિયા	Datia
ચિત્રકૂટ ધામ	Chitrakoot
ડીસા	Deesa
સાંપ્રદાયિક ગ્રંથો	Textos del hinduismo
અગિયારશ	Ekadasí
સ્વામી ભારતી કૃષ્ણ તીર્થ મહારાજ રચિત વૈદિક ગણિત	Matemática védica de Bharati Krishna Tirtha
ઉમાશંકર જોષી	Umashankar Joshi
આહાર સુરક્ષા	Seguridad alimentaria
મીન રાશી	Piscis (astrología)
દેવસર	Devsar
ધોરાજી	Dhoraji
ધંધુકા	Dhandhuka
વન કાબર	Acridotheres fuscus
ધોળકા	Dholka
દેવગઢબારિયા	Devgadh Baria
ડોડા	Doda (India)
ડુંગરપુર જિલ્લો	Distrito de Dungarpur
દેવાસ	Dewas
સંબલપુર જિલ્લો	Distrito de Sambalpur
વિક્રમાદિત્ય	Vikramāditya
દૂધી	Lagenaria siceraria
શિવસાગર	Sivasagar
જમદગ્નિ	Yamádagni
શનિદેવ	Shani
કમ્પ્યુટર નેટવર્ક	Red de computadoras
તુમકુર જિલ્લો	Distrito de Tumkur
કાંટનો લટોરો	Tephrodornis pondicerianus
કરાડ અબાબીલ	Petrochelidon fluvicola
આકાશવાણી	All India Radio
સમય માપવાનાં સાધનોનો ઇતિહાસ	Historia de la relojería
વારાણસી જિલ્લો	Distrito de Varanasi
હરે કૃષ્ણ મંત્ર	Mantra Hare Krishna
રાયબરેલી જિલ્લો	Distrito de Rae Bareli
ઉદયપુર જિલ્લો	Distrito de Udaipur
અંડ કોષ	Óvulo
હોમ નેટવર્ક	Red doméstica
વિલુપ્પુરમ	Viluppuram
માણાવદર	Manavadar
બેતવા નદી	Río Betwa
જપમાળા	Yapa mala
કાજળ	Kohl
જ્યોતિર્લિંગ	Jyotirlinga
સંન્યાસ	Sanniasin
મુરાદાબાદ જિલ્લો	Distrito de Moradabad
ગોએર	GoAir
જલપાઈગુડી જિલ્લો	Distrito de Jalpaiguri
આચાર્ય	Acharya
કોટ્ટયમ જિલ્લો	Distrito de Kottayam
જૌનપુર જિલ્લો	Distrito de Jaunpur
ઇન્સાસ	INSAS
હનુમાનગઢ જિલ્લો	Distrito de Hanumangarh
કોલ્લમ જિલ્લો	Distrito de Kollam
મહારાજગંજ જિલ્લો	Distrito de Maharajganj
સુલ્તાનપુર જિલ્લો	Distrito de Sultanpur
તેહરી ગઢવાલ જિલ્લો	Distrito de Tehri Garhwal
માંકેવી વયંસેવ	Agnes Mónica
વયનાડ જિલ્લો	Distrito de Wayanad
એલચો	Amomum subulatum
વિક્રમ સંવત	Vikram Samvat
ભારતના ચારધામ	Char Dham
શિવાજી ગણેશન	Sivaji Ganesan
માણી માધવ ચાક્યાર	Mani Madhava Chakiar
કુંદનલાલ સાયગલ	K. L. Saigal
સુઝલોન	Suzlon Energy
ભીષ્મ	Bhishmá
દુર્યોધન	Duryodhana
શ્રેણી:ચીન	Categoría:China
મધર ઇન્ડિયા	Madre India
શ્રેણી:જાપાન	Categoría:Japón
શ્રેણી:ઓસ્ટ્રેલિયા	Categoría:Australia
શ્રેણી:ભારત	Categoría:India
કરૌલી જિલ્લો	Distrito de Karauli
ગંગાનગર જિલ્લો	Distrito de Sri Ganganagar
કાસરગોડ જિલ્લો	Distrito de Kasaragod
જેસલમેર જિલ્લો	Distrito de Jaisalmer
સિકર જિલ્લો	Distrito de Sikar
અલકનંદા નદી	Río Alaknanda
યાજ્ઞવલ્કય	Iagñavalkia
સાંગલી જિલ્લો	Distrito de Sangli
લોન્ગલેન્ગ જિલ્લો	Distrito de Longleng
વૈશ્વિક ઉષ્ણતાની અસરો	Efectos potenciales del calentamiento global
રાયચૂર જિલ્લો	Distrito de Raichur
ઝીંગા ઉછેર	Granja de camarones
જોધપુર જિલ્લો	Distrito de Jodhpur
રામેશ્વરમ	Rameswaram
ક્ષત્રિય	Chatria
વિષ્ણુપુર (મણિપુર)	Bishnupur (Manipur)
તાલિબાનનું મહિલાઓ માટે વર્તન	Trato talibán a la mujer
રોહતક	Rohtak
મુજફ્ફરપુર	Muzaffarpur
શ્રેણી:નેધરલેંડ	Categoría:Países Bajos
શ્રેણી:પાકિસ્તાન	Categoría:Pakistán
શ્રેણી:પક્ષી	Categoría:Aves
શ્રેણી:વનસ્પતિ	Categoría:Plantae
શ્રેણી:ભૌતિકવિજ્ઞાન	Categoría:Física
શ્રેણી:જીવવિજ્ઞાન	Categoría:Biología
શ્રેણી:રસાયણવિજ્ઞાન	Categoría:Química
શ્રેણી:ભૂગોળ	Categoría:Geografía
શ્રેણી:વિજ્ઞાન	Categoría:Ciencia
આપત્તિ સજ્જતા	Administración de desastres
જળ શુદ્ધિકરણ	Estación de tratamiento de agua potable
ઝાલાવાડ જિલ્લો	Distrito de Jhalawar
ઝુનઝુનુન જિલ્લો	Distrito de Jhunjhunu
સોનપુર જિલ્લો	Distrito de Subarnapur
પ્રતાપગઢ જિલ્લો	Distrito de Pratapgarh (Uttar Pradesh)
અથાણાં	Encurtido indio
હાવડા જિલ્લો	Distrito de Howrah
બિલાસપુર જિલ્લો, હિમાચલ પ્રદેશ	Distrito de Bilaspur
કોરોનરિ એન્જિયોગ્રાફિ	Coronariografía
મેહરાનગઢ કિલ્લો	Fortaleza de Mehrangarh
ઉડ્ડપી જિલ્લો	Distrito de Udupi
રાઈતું	Raita
ગૌતમ	Gótama
શ્રીનગર જિલ્લો	Distrito de Srinagar
સવાઇ માધોપુર જિલ્લો	Distrito de Sawai Madhopur
કશ્યપ	Kashiapa
મઊ જિલ્લો	Distrito de Mau
ઇંગ્લીશ બાઝાર	English Bazar
એટા	Etah
ગઢડા	Gadhada
પલક્કડ જિલ્લો	Distrito de Palakkad
ગોંડલ	Gondal
પેશી ઇજનેરી	Ingeniería de tejidos
મુર્શિદાબાદ જિલ્લો	Distrito de Murshidabad
કરિયાતું (વનસ્પતિ)	Andrographis paniculata
કોડાગુ જિલ્લો	Distrito de Kodagu
ગુલાબ જાંબુ	Gulab jamun
સંચળ	Sal negra
૨૦૧૨ દિલ્હી બળાત્કાર ઘટના	Caso de violación en grupo de Delhi en 2012
પ્રતાપગઢ જિલ્લો, રાજસ્થાન	Distrito de Pratabgarh
નાચણ	Rhipidura albicollis
ધન પ્રકાશાનુવર્તન	Heliotropismo
હિસ્ટરી (ટીવી ચેનલ)	History (canal de televisión)
ઉના	Una (Guyarat)
નંદરબાર જિલ્લો	Distrito de Nandurbar
વિદિશા	Vidisha
થાળી	Thali
યુગ	Yuga
ઉસ્માનાબાદ જિલ્લો	Distrito de Osmanabad
નંદાદેવી રાષ્ટ્રીય ઉદ્યાન	Parque nacional Nanda Devi
ખંડવા	Khandwa
સિમ્બા (ડિઝની વર્લ્ડ)	Simba
કારગિલ જિલ્લો	Distrito de Kargil
બોર	Dátil
ગઢવા	Garhwa
ઇન્દ્રાવતી નદી	Río Indravati
હિમાલયના ચારધામ	Chota Char Dham
અમૃતા પ્રિતમ	Amrita Pritam
હળવદ	Halvad
હાલોલ તાલુકો	Halol
ગેયઝીન્ગ	Gyalshing
હરદા	Harda
ગોધરા	Godhra
હિંમતનગર	Himatnagar
ગોલાઘાટ	Golaghat
હારીજ	Harij
જસદણ	Jasdan
ઢાંચો:Dts	Plantilla:Dts
કરીમગંજ	Karimganj
ખંભાત	Khambhat
અનેકાંતવાદ	Anekantavada
બુલન્દ શહેર જિલ્લો	Distrito de Bulandshahr
લખિમપુર ખેરી જિલ્લો	Distrito de Lakhimpur Kheri
ખેડા જિલ્લો	Distrito de Kheda
ઇડર	Idar
દૂરદર્શન	Doordarshan
યજ્ઞ	Iagñá
મેરઠ જિલ્લો	Distrito de Meerut
રત્નાગિરી જિલ્લો	Distrito de Ratnagiri
અમરાવતી જિલ્લો	Distrito de Amravati
અનુગુલ જિલ્લો	Distrito de Angul
પોરબંદર જિલ્લો	Distrito de Porbandar
હરદોઇ જિલ્લો	Distrito de Hardoi
હિસાર	Hisar
પૂર્વ સિક્કિમ જિલ્લો	Distrito de Sikkim oriental
સાબરકાંઠા જિલ્લો	Distrito de Sabarkantha
ગાંધીનગર જિલ્લો	Distrito de Gandhinagar
લખનૌ જિલ્લો	Distrito de Lucknow
મથુરા જિલ્લો	Distrito de Mathura
અલ્હાબાદ જિલ્લો	Distrito de Allahabad
એટા જિલ્લો	Distrito de Etah
ઉત્તરકાશી જિલ્લો	Distrito de Uttarkashi
ગાજિયાબાદ જિલ્લો	Distrito de Ghaziabad
મોતિહારી	Motihari
મૂર્તિ	Murti
પંચમહાલ જિલ્લો	Distrito de Panchmahal
ઉત્તર સિક્કિમ જિલ્લો	Distrito de Sikkim septentrional
મુરૈના	Morena (India)
ગૌતમ બુદ્ધ નગર જિલ્લો	Distrito de Gautam Buddha Nagar
આત્માની ઊંઘ	Sueño del alma
નર્મદા જિલ્લો	Distrito de Narmada
ભોપાલ જિલ્લો	Distrito de Bhopal
પલામૂ જિલ્લો	Distrito de Palamau
સોલાપૂર જિલ્લો	Distrito de Solapur
ચંદ્રપૂર જિલ્લો	Distrito de Chandrapur
જલગાંવ જિલ્લો	Distrito de Jalgaon
નૈનિતાલ જિલ્લો	Distrito de Nainital
કોલ્હાપૂર જિલ્લો	Distrito de Kolhapur
સુરત જિલ્લો	Distrito de Surat
સહરાનપુર જિલ્લો	Distrito de Saharanpur
પુના જિલ્લો	Distrito de Pune
જુનાગઢ જિલ્લો	Distrito de Junagadh
નવસારી જિલ્લો	Distrito de Navsari
બાગપત જિલ્લો	Distrito de Bagpat
ચમોલી જિલ્લો	Distrito de Chamoli
બરેલી જિલ્લો	Distrito de Bareilly
ધુલિયા જિલ્લો	Distrito de Dhule
જાંબલી શક્કરખરો	Cinnyris asiaticus
આણંદ	Anand
ગડચિરોલી જિલ્લો	Distrito de Gadchiroli
યવતમાળ જિલ્લો	Distrito de Yavatmal
વાશીમ જિલ્લો	Distrito de Washim
જાલના જિલ્લો	Distrito de Jalna
દક્ષિણ સિક્કિમ જિલ્લો	Distrito de Sikkim meridional
રુદ્રપ્રયાગ જિલ્લો	Distrito de Rudraprayag
અલમોડા જિલ્લો	Distrito de Almora
સરગુજા જિલ્લો	Distrito de Surguja
ઉધમસિંગ નગર જિલ્લો	Distrito de Udham Singh Nagar
નુઆપડા	Distrito de Nuapada
ઔરૈયા જિલ્લો	Distrito de Auraiya
સીતાપુર જિલ્લો	Distrito de Sitapur
બહરૈચ જિલ્લો	Distrito de Bahraich
શાહજહાંપુર જિલ્લો	Distrito de Shahjahanpur
મહામયાનગર જિલ્લો	Distrito de Mahamaya Nagar
રાયસેન જિલ્લો	Distrito de Raisen
રાજકોટ જિલ્લો	Distrito de Rajkot
વિદિશા જિલ્લો	Distrito de Vidisha
પાટણ જિલ્લો	Distrito de Patan
ઇટાવા જિલ્લો	Distrito de Etawah
બાગેશ્વર જિલ્લો	Distrito de Bageshwar
મહોબા જિલ્લો	Distrito de Mahoba
રામપુર જિલ્લો	Distrito de Rampur
સિદ્ધાર્થનગર જિલ્લો	Distrito de Siddharthnagar
દેહરાદૂન જિલ્લો	Distrito de Dehradun
ગુડગાંવ જિલ્લો	Distrito de Gurgaon
હિસાર જિલ્લો	Distrito de Hisar
મૈનપુરી જિલ્લો	Distrito de Mainpuri
શ્રીહરિકોટા	Sriharikota
રાજપીપલા	Rajpipla
પુરી જિલ્લો	Distrito de Puri
જલંધર જિલ્લો	Distrito de Jalandhar
સઇહા જિલ્લો	Distrito de Saiha
