አፍሪቃ	África
የብርሃን መወላገድ	Difracción (física)
የቻይና አመት መቁጠሪያ	Calendario chino
ናሙር	Namur
የ1966 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1966
የተባበሩት የዓረብ ግዛቶች ሰንደቅ ዓላማ	Bandera de los Emiratos Árabes Unidos
የቡርኪና ፋሶ ሰንደቅ ዓላማ	Bandera de Burkina Faso
መስተዋድድ	Adposición
የኒውተን የግስበት ቀመር	Ley de gravitación universal
የፊሊፒንስ ሰንደቅ ዓላማ	Bandera de Filipinas
የቦሊቪያ ሰንደቅ ዓላማ	Bandera de Bolivia
የኡራጓይ ብሔራዊ እግር ኳስ ቡድን	Selección de fútbol de Uruguay
የጋምቢያ ሰንደቅ ዓላማ	Bandera de Gambia
ዘድንግል	Za Dengel
የብርሃን መጠላለፍ	Interferencia
ኦጋዴን	Ogaden
ዘካርያስ (የመጥምቁ ዮሐንስ አባት)	Zacarías (padre de Juan el Bautista)
ድርው	Dreux
ፕሪዬኔ	Priene
ጥርስ (ማሽን)	Engranaje
ቁልቋል	Opuntia ficus-indica
ጎመን	Brassica oleracea
ታላቅ ክብ	Gran círculo
ትሪቶን	Tritón (mitología)
ንግሥት ዘውዲቱ	Zauditu
ካልኩለስ	Cálculo
ፌሮ	Acero corrugado
አካድ	Agadé
ደን	Den
የሷዴሽ ዝርዝር	Lista Swadesh
ራይት ላይቭሊሁድ ኣዋርድ	Premio al Sustento Bien Ganado
ጃትሮፋ	Jatropha
የጀርመን እግር ኳስ ማህበር	Federación Alemana de Fútbol
ሊኦፖልድ ሴዳር ሴንጎር	Léopold Sédar Senghor
ቱል	Toul
ኆኅተ ወይ	Puerta XOR
ቺኑዋ አቼቤ	Chinua Achebe
ጉሎ	Ricinus communis
ሱፍ	Carthamus tinctorius
ደስታ	Peste bovina
ዘይላ	Zeila
ባምባ	Adansonia digitata
አልቤር ለብረን	Albert Lebrun
አኖውን (ፊልም)	Unknown (película)
ረኔ ኮቲ	René Coty
ቪንሳን ኦሪዮል	Vincent Auriol
ፓትሪስ ደ ማክ ማሆን	Patrice de Mac Mahon
ቃጫ	Agave sisalana
ቀጥተኛ ጅረት	Corriente continua
ሴቪንግ አካውንት	Cuenta de ahorro
ጆን ኔፐር	John Napier
ጊልጋመሽ	Gilgamesh
የሞናኮ ሰንደቅ ዓላማ	Bandera de Mónaco
የሞሮኮ ሰንደቅ ዓላማ	Bandera de Marruecos
ጥላ	Sombra
ዋጋ	Precio
የኮሎምቢያ ሰንደቅ ዓላማ	Bandera de Colombia
ጥቅማዊነት	Utilitarismo
ሳልዝብሪ	Salisbury
የጋና ሰንደቅ ዓላማ	Bandera de Ghana
የ1962 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1962
መለስ ዜናዊ	Meles Zenawi
ክሬዲት ካርድ	Tarjeta de crédito
ጌጣጌጥ	Joyería
ተዳፋት	Plano inclinado
ሰልፍ	Permutación
ጭምብል	Máscara
ሃሪ ፖተር ክፍል ሰባት (ፊልም)	Harry Potter y las Reliquias de la Muerte - Parte 1
ሃሪ ፖተር ክፍል ስድስት (ፊልም)	Harry Potter y el misterio del príncipe (película)
የኢትዮጵያ ሰንደቅ ዓላማ	Bandera de Etiopía
እንክርዳድ	Lolium temulentum
ጓያ	Lathyrus sativus
Thaler	Tálero
ካርታሔና	Cartagena (España)
የኢራቅ ሰንደቅ ዓላማ	Bandera de Irak
የቱኒዚያ ሰንደቅ ዓላማ	Bandera de Túnez
ሊሻሊሾ	Amaranthus caudatus
ሳርማትያ	Sármatas
ከነዓን (ጥንታዊ አገር)	Canaán
እዝራ ፓውንድ	Ezra Pound
ሶከር ሲቲ	Estadio Soccer City
ደብረ ታቦር (ከተማ)	Debre Tabor
የበርማ ሰንደቅ ዓላማ	Bandera de Birmania
ቪንሶን ማሲፍ	Macizo Vinson
የሜክሲኮ ብሔራዊ እግር ኳስ ቡድን	Selección de fútbol de México
አቃቢነት	Capacidad eléctrica
ሀቪየር ሄርናንዴዝ ባልካዛር	Javier Hernández Balcázar
ኣደስ	Myrtus
እስክርቢቶ	Pluma (escritura)
የኢኳዶር ሰንደቅ ዓላማ	Bandera de Ecuador
የኩዌት ሰንደቅ ዓላማ	Bandera de Kuwait
የኦማን ሰንደቅ ዓላማ	Bandera de Omán
የኬንያ ሰንደቅ ዓላማ	Bandera de Kenia
ኧሸር	Usher
የብርሃን ነጸብራቅ	Reflexión (física)
የ1974 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 1974
ያኑስ	Jano
ኤዲንሰን ካቫኒ	Edinson Cavani
ቁርጭምጭሚት	Tobillo
ኬብሮን	Hebrón
የጆሮ ጌጥ	Pendiente (indumentaria)
ኦሬክ	Uruk
መሰላል	Escalera de mano
ኤሚል ሉቤ	Émile Loubet
ክሮማቶግራፊ	Cromatografía
አርካድያ	Arcadia
ሪጋ አስረካቢ	Función continua
ፓኖኒያ	Panonia
የጆርዳን ሰንደቅ ዓላማ	Bandera de Jordania
ጀርም	Agente biológico patógeno
ኔያንደርታል፥ ጀርመን	Valle de Neander
ቸስተር	Chester
የሁክ ህግ	Ley de elasticidad de Hooke
ኔልስፕሩዊት	Nelspruit
የደቡብ አፍሪካ ብሔራዊ እግር ኳስ ቡድን	Selección de fútbol de Sudáfrica
ኆኅተ አመክንዮ	Puerta lógica
የፓራጓይ ሰንደቅ ዓላማ	Bandera del Paraguay
ሄንሪ ጄምስ	Henry James
ጎልጎታ	Calvario
የኢኳቶሪያል ጊኒ ሰንደቅ ዓላማ	Bandera de Guinea Ecuatorial
ቦካ ጁኒየርስ	Club Atlético Boca Juniors
የላይቤሪያ ሰንደቅ ዓላማ	Bandera de Liberia
የእንግሊዝ-ዛንዚባር ጦርነት	Guerra anglo-zanzibariana
ዲዮዶሮስ ሲኩሉስ	Diodoro Sículo
አስተዳደር ህግ	Derecho administrativo
ስታምፎርድ ብሪጅ (የእግር ኳስ ሜዳ)	Stamford Bridge (estadio)
ኃይሌ ገብረ ሥላሴ	Haile Gebrselassie
የአሜሪካ ታላቅ ማኅተም	Gran Sello de los Estados Unidos
የኒካራጓ ሰንደቅ ዓላማ	Bandera de Nicaragua
አዙሪት ጉልበት	Fuerza centrípeta
የጆሜትሪክ ድርድር	Progresión geométrica
ክኖሦስ	Cnosos
ጌባል	Biblos
የቻይና ሪፐብሊክ ሰንደቅ ዓላማ	Bandera de la República de China
ማርጋሬት ሚሸል	Margaret Mitchell
ሐማት	Hama
የሞሪሽስ ሰንደቅ ዓላማ	Bandera de Mauricio
የኤል ሳልቫዶር ሰንደቅ ዓላማ	Bandera de El Salvador
ኬፕ ታውን ስታዲየም	Estadio de Ciudad del Cabo
ጆሞ ኬኒያታ	Jomo Kenyatta
አቀበት	Gradiente
ሴቱባል	Setúbal
ርቢ ስብስብ	Producto cartesiano
መዝናኛ	Entretenimiento
ሬድየስ	Radio (geometría)
ቦቬ	Beauvais
ነጨሪኸት	Zoser
ጊሌርሞ ፍራንኮ	Guillermo Franco (futbolista)
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Copa Mundial de Fútbol de 2010
ጥግ	Límite matemático
ጋኔን	Demonio
ታህታይ ስብስብ	Subconjunto
እልከኝነት	Inductancia
ስፋት ብዜት	Producto vectorial
የቶሪኖ ከፈን	Sudario de Turín
ሆርሄ ፉሲሌ	Jorge Fucile
የኩላሊት ጠጠር	Cálculo renal
የሩሲያ ሥነ-ፅሁፍ	Literatura rusa
ፖቶማክ ወንዝ	Potomac
እምነት ጽሁፍ	Libro sagrado
አራስ ወንዝ	Río Aras
የኢትዮጵያ ኦርቶዶክስ ተዋሕዶ ቤተ ክርስቲያን	Iglesia ortodoxa etíope
የሒሳብ ምልክቶች	Anexo:Símbolos matemáticos
ቲፎን	Tifón (mitología)
ኤ.ኤስ. ሞናኮ የእግር ኳስ ክለብ	Association Sportive de Monaco Football Club
ሱሳ	Susa
ኖርማን ሜይለር	Norman Mailer
አፖሎ 17	Apolo 17
ሐቱሳሽ	Hattusa
ካምብሬ	Cambrai
ታላቬራ ዴ ላ ሬና	Talavera de la Reina
ጥላ ብዜት	Producto escalar
ሎፍተስ ቨርስፌልድ ስታዲየም	Estadio Loftus Versfeld
አስኳል	Yema de huevo
ድግግሞሽ መከርከም	Frecuencia modulada
ፍሪ ስቴት ስታዲየም	Estadio Free State
ኔልሰን ማንዴላ ቤይ ስታዲየም	Estadio Nelson Mandela Bay
ቁራ	Corvus crassirostris
ሩስተንበርግ	Rustenburg
ሂና	Lawsonia inermis
አሮን ሞኮኤና	Aaron Mokoena
1 ሳርጎን	Sargón I de Asiria
ንጉስ ፋህድ	Fahd bin Abdelaziz
ከርከሮ	Phacochoerus africanus
ፊሊፕ ጆንሰን	Philip Johnson
ቁመት መከርከም	Amplitud modulada
ኦጋም ጽሕፈት	Ogam
የመረጃ ኅብረተሠብ	Sociedad de la información
ሜጋራ	Megara
ሮኒ ጄምስ ዲዮ	Ronnie James Dio
የሒሳብ ታሪክ	Historia de la matemática
የናውሩ ሰንደቅ ዓላማ	Bandera de Nauru
ቀመር ዥብ	Proteles cristata
ውህድ ስብስብ	Unión de conjuntos
የጋራ ስብስብ	Intersección de conjuntos
የ1773 ዓ.ም. ታላቅ አውሎ ነፋስ	Gran Huracán de 1780
ራፋኤል ማርኬዝ	Rafael Márquez
ዳሼል ሃሜት	Dashiell Hammett
ጪ	Qǐ
ሮዘንቦርግ ቢ.ኬ.	Rosenborg Ballklub
ፒተር ሞካባ ስታዲየም	Estadio Peter Mokaba
ምቦምቤላ ስታዲየም	Estadio Mbombela
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ቢ	Anexo:Grupo B de la Copa Mundial de Fútbol de 2010
የኪርኮፍ ጅረት ህግ	Leyes de Kirchhoff
ዘንግ	Eje (mecánica)
የደበኔ ሳጥን መርህ	Principio del palomar
ክሩዜሮ ስፖርት ክለብ	Cruzeiro Esporte Clube
ኒፑር	Nippur
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ዲ	Anexo:Grupo D de la Copa Mundial de Fútbol de 2010
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ሲ	Anexo:Grupo C de la Copa Mundial de Fútbol de 2010
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ጂ	Anexo:Grupo G de la Copa Mundial de Fútbol de 2010
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኤፍ	Anexo:Grupo F de la Copa Mundial de Fútbol de 2010
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኢ	Anexo:Grupo E de la Copa Mundial de Fútbol de 2010
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኤ	Anexo:Grupo A de la Copa Mundial de Fútbol de 2010
የፐላው ሰንደቅ ዓላማ	Bandera de Palaos
ሊዜ	Lisieux
ሥዮንግ-ኑ	Xiongnu
ቀይ ተኩላ	Canis simensis
የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኤች	Anexo:Grupo H de la Copa Mundial de Fútbol de 2010
ሚጢሊኒ	Mitilene
ማዕከላዊ ዋጋ እርግጥ	Teorema del valor medio
ሮያል ባፎኬንግ ስታዲየም	Estadio Royal Bafokeng
ኮሮር	Koror (ciudad)
ኬራቲን	Queratina
ናርመር	Narmer
አርጎስ	Argos (Grecia)
ኩችኔታ	Rodamiento
ሐረር	Harar Jugol
ምዕራፍ	Desplazamiento (vector)
የማዕከላዊ ስታቲስቲክስ ኤጀንሲ	Agencia Central de Estadística de Etiopía
ስታንዳርድ ሊዬዥ	Standard Lieja
ሰንት፣ ፈረንሳይ	Saintes
ሰቨርስኪ ዶኔትስ ወንዝ	Río Donets
ልውውጠ ሰብል	Rotación de cultivos
የሻንሺ ምድር መንቀጥቀጥ	Terremoto de Shaanxi de 1556
ቤንጎ (ክልል)	Bengo
እርካብ	Estribo
የአፍሪቃ አንድነት ድርጅት	Organización para la Unidad Africana
ዕዝራ	Esdras
መላሽ አስረካቢ	Función recíproca
ሬሞን ፑዋንካሬ	Raymond Poincaré
ሴይንት ህሊና፣ አሰንሽንና ትሪስተን ደ ኩና	Santa Elena, Ascensión y Tristán de Acuña
ብዕር	Pluma estilográfica
ሌምኖስ	Lemnos
መንግስቱ ኃይለ ማርያም	Mengistu Haile Mariam
ነሰብር	Nesebar
ድሬዳዋ	Dire Dawa
ስቲቨን ፒየናር	Steven Pienaar
ዳንኤል አራፕ ሞይ	Daniel Arap Moi
አፋር (ክልል)	Afar
ቀይ ሽንኩርት	Allium ascalonicum
ህሊና	Conciencia
የብርሃን ዋለታ	Polarización electromagnética
የኢትዮጵያ ብሄራዊ አርማ	Emblema nacional de Etiopía
ደብረ ታቦር (እስራኤል)	Monte Tabor
ረኒር	Monte Rainier
ማርቲን ካሴሬስ	Martín Cáceres
ሳትያግራሃ	Satyagraha
ሀቪየር አግዊሬ	Javier Aguirre
ሣራ	Sara
የሞንቲ ሖል ዕድል ጥያቄ	Problema de Monty Hall
ታላቁ ሳርጎን	Sargón I de Acad
ሞይስያ	Mesia
ካራን	Harrán
የመጻሕፍት ቤትና የመረጃ ጥናት	Biblioteconomía
ላፕላስ ሽግግር	Transformada de Laplace
የዞራስተር ፍካሬ	Así habló Zaratustra
ትግራይ ክልል	Tigray
አሹር (ከተማ)	Aššur
ሰርቲፊኬት ኦፍ ዲፖዚት	Certificado de depósito
ደብረ ታቦር (ዓመት በዓል)	Transfiguración de Jesús
ታላቁ ቲግራኔስ	Tigranes II el Grande
የእጅ አምባር	Pulsera
ናምሩድ	Nemrod
የጣልያን እግር ኳስ ፌዴሬሽን	Federación Italiana de Fútbol
ኦሮሚያ ክልል	Oromía
ደስና ወንዝ	Río Desná
ቤተ እስራኤል	Beta Israel
አማራ (ክልል)	Región de Amhara
የአፍሪካ ፈንግል	Tripanosomiasis africana
ሳሞትራቄ	Samotracia
ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል	Naciones, Nacionalidades y Pueblos del Sur
ሚሎ	Millau (Francia)
ላንግረ	Langres
ፋይጦን	Faetón
አሞራውያን	Amorreos
ፈርናንዶ ሙስሌራ	Fernando Muslera
ብርጕድ	Cinnamomum cassia
ጨለማ	Oscuridad
ቀጤ ነክ	Perpendicularidad
ሲ.ኤፍ.አር. ክሉዥ	CFR Cluj
የኢትዮጵያ ብር	Birr etíope
ኡጉይያ	Uquiya
ከፍታ (ቶፖግራፊ)	Cima (topografía)
ላጋሽ	Lagash
ኮሎ-ኮሎ	Club Social y Deportivo Colo-Colo
መንግሥተ ኢትዮጵያ	Imperio etíope
ላሊበላ	Lalibela
የእስፓንያ የዘውድ እግር ኳስ ፌዴሬሽን	Real Federación Española de Fútbol
ቤንሻንጉል ጉሙዝ ክልል	Benishangul-Gumaz
ጋምቤላ ሕዝቦች ክልል	Gambela
ቺቸስተር	Chichester
ጫት	Catha edulis
ኩዋውቴሞክ ብላንኮ	Cuauhtémoc Blanco
ሲፊዌ ሻባላላ	Siphiwe Tshabalala
ጠጣር ጂዎሜትሪ	Geometría del espacio
የአውስትራልያ ከተሞች ዝርዝር	Anexo:Ciudades de Australia
ሎቲ	Loti
2 ሳርጎን	Sargón II
ካይፈንግ	Kaifeng
ቲፊናቅ	Tifinag
ኩንግ-ፉ	Kung-fu
ዎልተር ጋርጋኖ	Walter Gargano
ካርሎስ ሳልሲዶ	Carlos Salcido
ቪ ኤች ዲ ኤል	VHDL
ንዮን	Nyons
ምያው ብሔር	Miao
ኤሪዱ	Eridu
ሚልተን ኦቦቴ	Milton Obote
3 ቴልጌልቴልፌልሶር	Tiglatpileser III
ለ ቪጋን፣ ጋርድ	Le Vigan (Gard)
ክልዩቼቭስካያ ሶፕካ	Kliuchevskoi
ጩፉ	Qufu
ጣኔዎስ	Tanis (Egipto)
ቸልምስፎርድ	Chelmsford
አፋር (ብሔር)	Pueblo afar
ሳሮኒክ ወሽመት	Golfo Sarónico
ልዩ ትምህርት	Educación especial
«የ1812 መቅድም»	Obertura 1812
ቤንጉዌላ (ክልል)	Benguela (provincia)
አሚልካር ካብራል	Amílcar Cabral
ሳሞጊትኛ	Idioma samogitiano
ፒኮ ቦሊቫር	Pico Bolívar
የአሜሪካ ሕገ መንግሥት 22ኛ ማሻሻያ አንቀጽ	Vigesimosegunda Enmienda a la Constitución de los Estados Unidos
ካትሌጎ ምፌላ	Katlego Mphela
ጉብጠት	Curvatura
ማክሲሚሊያኖ ፔሬራ	Maximiliano Pereira
ቦንጋኒ ኩማሎ	Bongani Khumalo
ቲሚሽ ወንዝ	Río Tamiš / Timiș
አልቫሮ ፔሬራ	Álvaro Pereira
ዲዬጎ ጎዲን	Diego Godín
ክለብ አትሌቲኮ ኢንዲፔንዲየንቴ	Club Atlético Independiente
ኩዋንዶ ኩባንጎ	Cuando Cubango
የኢትዮጵያ ዘመን አቆጣጠር	Calendario etíope
ካጊሾ ዲክጋኮይ	Kagisho Dikgacoi
በርናርድ ፓርከር	Bernard Parker
ፍራንሲስኮ ሀቪየር ሮድሪጌዝ	Francisco Javier Rodríguez Pinedo
ሉግ	Lug
ሳዲ ካርኖ	Marie François Sadi Carnot
ኮኒ ፍራንሲስ	Connie Francis
ኢቱሜሌንግ ኩኔ	Itumeleng Khune
ሃሪ ፖተር (ተከታታይ ፊልሞች)	Películas de Harry Potter
የአሦር ነገሥታት ዝርዝር	Anexo:Reyes de Asiria
ሳን ሎሬንዞ ዴ አልማግሮ	Club Atlético San Lorenzo de Almagro
ፊጌሬንሴ እግር ኳስ ክለብ	Figueirense Futebol Clube
ጀይ ለኖ	Jay Leno
ጎንደር ከተማ	Gondar
የዕውነታ ሠንጠረዥ	Tabla de verdad
መልከ ጼዴቅ	Melquisedec
ንጉስ ጊንጥ	Horus Escorpión II
አሪስ የእግር ኳስ ክለብ (ቴሳሎኒኪ)	Aris Salónica Fútbol Club
አርጀንቲኖስ ጁኒየርስ	Asociación Atlética Argentinos Juniors
ቲታኖማኪያ	Titanomaquia
ፖል አንደርሰን	Poul Anderson
ተረችነት	Falsabilidad
መጽሐፈ ሄኖክ	Libro de Enoc
የኢትዮጵያ ፕሪሚየር ሊግ	Liga etíope de fútbol
ቢልሃርዝያ	Esquistosomiasis
አንጉን	Anggun
ጃደን ስሚዝ	Jaden Smith
ግሬሚዮ ፉት-ቦል ፖርቶ አሌግረንሴ	Grêmio Foot-Ball Porto Alegrense
ፀፓ	ض
ኮርትኒ ላቭ	Courtney Love
ምስስል	Verosimilitud
ታሪፋ	Tarifa
ሁኖርና ማጎር	Hunor y Magor
የጄኖቫ ቅዱስ መልክ	Mandylion
የግብጽ ኖሞች	Nomo
ቤይታር ጀሩሳሌም የእግር ኳስ ክለብ	Beitar Jerusalén
ሳርጎን	Sargón
ጢያ	Tiya (Etiopía)
የቡልጋሪያ ሰንደቅ ዓላማ	Bandera de Bulgaria
ሰመንካሬ ነብኑኒ	Semenkara
አተሚክ ሰዓት	Reloj atómico
ሶበክነፈሩ	Neferusobek
ካም	Cam
መጽሐፈ ዕዝራ ሱቱኤል	Apocalipsis de Esdras
ዝቋላ	Monte Zuqualla
ሊቨርፑል	Liverpool (desambiguación)
ሀሪንግተን	Harrington (desambiguación)
ሽፈራው	Moringa oleifera
ሀዲስ	Hadiz
ጋሪ	Carro
አላህ	Alá
መልአክ	Ángel
ቬርኖን፣ ዑር	Vernon (Eure)
ፉሢ	Fuxi
ፒኮ ደ ኦሪዛባ	Citlaltépetl
ቪዲዮ ኮንፈረስ	Videoconferencia
ኤድፉ	Edfu
መና	Maná (Biblia)
ሄርሚኖን	Hermiones
ጥርኝ	Civettictis civetta
ሶማሌ (ብሔር)	Etnia somalí
የኩሽ መንግሥት	Reino de Kush
የቴቭኒን እርግጥ	Teorema de Thévenin
ካረንታን	Carentan
የውጭ ስብስብ	Complemento de un conjunto
ኩሜ (ጣልያን)	Cumas
ሳን ሆዜ ቺናንተኪያ	San José Chinantequilla
ላርሳ	Larsa
ቱዴላ	Tudela
ዳግማዊ ምኒልክ	Menelik II
የፈረንሳይ እግር ኳስ ፌዴሬሽን	Federación Francesa de Fútbol
ድጂታል ክፍተት	Brecha digital
የወርቃማ ጎል	Gol de oro
የብራዚል እግር ኳስ ኮንፌዴሬሽን	Confederación Brasileña de Fútbol
ቅብብል	Función compuesta
ማሪ	Mari (ciudad)
ሃሰኩራ ጹነናጋ	Hasekura Tsunenaga
አንድምታ	Exégesis
ማሩን	Granate (color)
የኢትዮጵያ አየር መንገድ	Ethiopian Airlines
ድንቅ ነሽ	Lucy
ሄራክሌውፖሊስ	Heracleópolis Magna
አልቫሮ ፈርናንዴዝ	Álvaro Fernández (futbolista)
ኤበርስበርግ	Ebersberg
ማይል	Milla
የዓለም አቀፍ እግር ኳስ ማኅበር	FIFA
1 ሻምሺ-አዳድ	Shamshiadad I
አዮሊስ	Eólida
አጋዘን	Tragelaphus buxtoni
አበንስበርግ	Abensberg
ዘምባባ	Borassus aethiopum
ዋሊያ	Capra walie
ዲዬጎ ፎርላን	Diego Forlán
ደር	Der
ዓፄ ቴዎድሮስ	Teodoro II de Etiopía
አጥንት	Hueso
ታላቅ የአናባቢ መፈራረቅ	Gran desplazamiento vocálico
ሊኩርጉስ (የጥራክያ ንጉሥ)	Licurgo (Tracia)
ሻርል ለ ብረን	Charles Le Brun
ሳላ (እንስሳ)	Eudorcas thomsonii
አንታዮስ	Anteo
አሰልበርህት	Ethelberto de Kent
ዳቢሎስ (ኢስላም)	Iblís
በአላህ ስም እጅግ በጣም ሩህሩህ በጣም አዛኝ በሆነው	Basmala
አሌክሳንድረ ሚየራን	Alexandre Millerand
ራንጎ (ፊልም)	Rango (película)
ራስ ዳሸን	Monte Ras Dejen
አርዠንቶን-ሱር-ክሮይዝ	Argenton-sur-Creuse
ኩርባ	Pendiente (matemáticas)
ምጽዋ	Massawa
የኅሊና ነፃነት	Libertad intelectual
ነቀን	Hieracómpolis
ፑንት	Punt
ማኑስ	Mannus
ማውሪሺዮ ቪክቶሪኖ	Mauricio Victorino
ያዕቆብ	Jacob
ኦስካር ፔሬዝ ሮሃስ	Oscar Pérez Rojas
ጋስቶን ዱሜርግ	Gaston Doumergue
አሌክስ ሄሊይ	Alex Haley
ፌሊክስ ፎር	Félix Faure
ዡል ግሬቪ	Jules Grévy
2 መንቱሆተፕ	Montuhotep II
2 ሓኖ	Periplo de Hannón
አርማን ፋሊዬር	Armand Fallières
ኡር-ናሙ	Ur-Nammu
ናራም-ሲን (አካድ)	Naram-Sin
ዊሎው ስሚዝ	Willow Smith
ሲልቪያ ፓንክኸርስት	Sylvia Pankhurst
አራም	Aram
ካቲ ራይክስ	Kathy Reichs
አማ አታ አዪዶ	Ama Ata Aidoo
ሌይ ብራኬት	Leigh Brackett
አና ናጋታ	Anna Nagata
ንጉጊ ዋ ቲዮንጎ	Ngũgĩ wa Thiong'o
ጃኒኮሎ	Janículo
ሺካጎ ፋየር እግር ኳስ ክለብ	Chicago Fire
የፖርቱጋል እግር ኳስ ፌዴሬሽን	Federación Portuguesa de Fútbol
አቫሪስ	Avaris
ዲዬጎ ፔሬዝ	Diego Pérez Aguado
ጌራርዶ ቶራዶ	Gerardo Torrado
ሰባስቲያን ኤጉሬን	Sebastián Eguren
ኒኮላስ ሎዴሮ	Nicolás Lodeiro
ፖል ዴሻኔል	Paul Deschanel
ሲቦኒሶ ጋክሳ	Siboniso Gaxa
3 መንቱሆተፕ	Montuhotep III
ጉዴአ	Gudea
አኪቫ በን ዮሴፍ	Akiva ben Iosef
1 አንተፍ	Intef I
ኣልቅም	Sesbania
እምቧይ	Solanum incanum
ሰባስቲያን ኮአቴስ	Sebastián Coates
እንዳሁላ	Kalanchoe
ኮባ	Ensete
ሸንኖንግ	Shennong
ሹን	Emperador Shun
ሪሙሽ	Rimush
4 መንቱሆተፕ	Montuhotep IV
2 አንተፍ	Intef II
ሙሳ ዳዲ ካማራ	Moussa Dadis Camara
ክርስቲያን ሮድሪጌዝ	Cristian Rodríguez
ኢግናሲዮ ማሪያ ጎንዛሌዝ	Ignacio María González (futbolista)
ዣን ካዚሚር-ፔሪዬ	Jean Casimir-Perier
ዮሐንስ ፬ኛ	Juan IV de Etiopía
ብሩስ ጎልዲንግ	Bruce Golding
ሪካርዶ ኦሶሪዮ	Ricardo Osorio
2 ዩባ	Juba II
ኤጊዲዮ አሪቫሎ	Egidio Arévalo Ríos
ጋን ዪንግ	Gan Ying
ሰባስቲያን ፈርናንዴዝ	Sebastián Fernández Miglierina
ጆን ባርት	John Barth
ሴፖ ማሲሌላ	Tsepo Masilela
አንድሬስ ስኮቲ	Andrés Scotti
ፖል ኒኮላስ አጊላር	Paul Aguilar
2 ፒያንኪ	Pianjy
ኡሩካጊና	Urukagina
ኤፍሬይን ሁዋሬዝ	Efraín Juárez
ቴኮ ሞዲሴ	Teko Modise
ሹልጊ	Shulgi
ሉጋል-ዛገ-ሲ	Lugalzagesi
3 አንተፍ	Intef III
የኢትዮጵያ ሶማሊያ ጦርነት	Guerra de Ogaden
