Āfrika	África
2038. gada problēma	Problema del año 2038
Kastete	Puño de acero
1991. gada FIFA Pasaules kauss sievietēm	Copa Mundial Femenina de Fútbol de 1991
Dzīvnieku labturība	Bienestar de los animales
Jurijs Landmans	Yuri Landman
Eiropas čempionāts futbolā sievietēm	Eurocopa Femenina
Bešiktašas rajons	Beşiktaş
Montekarlo Masters	Masters de Montecarlo
The Script	The Script
Djegu Kosta	Diego Costa
Stīvens Džerards	Steven Gerrard
Mormona grāmata	Libro de Mormón
Bruks Lopess	Brook Lopez
Viljams Pougs	William R. Pogue
STS-132	STS-132
Scala	Scala (lenguaje de programación)
Varenais Zirnekļcilvēks	El espectacular Hombre Araña
Džeimsa Baldžera slepkavība	Asesinato de James Bulger
Mihalovce	Michalovce
Stīvens Mofats	Steven Moffat
Bžegas apriņķis	Distrito de Brzeg
Faleristika	Falerística
Ostrolenka	Ostrołęka
Magnuss	Magnus de Holstein
Seether	Seether
Varavīksnenes heterohromija	Heterocromía
Vandenberga Gaisa spēku bāze	Base Vandenberg de la Fuerza Aérea
Baktēriju transformācija	Transformación (genética)
Kanādas hokeja izlase	Selección de hockey sobre hielo de Canadá
HK UMP	Heckler & Koch UMP
Beņdzina	Będzin
Viļņu fronte	Frente de onda
Atlantas @@@u0026Braves"	Atlanta Braves
Datu integritāte	Integridad de datos
Radža Bells	Raja Bell
Roldans Rodrigess	Roldán Rodríguez
Džons Roberts Holdens	Jon Robert Holden
1960. gada Vasaras Olimpisko spēļu medaļu tabula	Anexo:Medallero de los Juegos Olímpicos de Roma 1960
Maksims Surajevs	Maksim Surayev
Stīvens Džeksons	Stephen Jackson
Sinsinati Masters	Masters de Cincinnati
Abrahams Šterns	Abraham Stern
Maiks Konvejs	Mike Conway
Romāns Vainšteins	Romāns Vainšteins
Plūstamība	Deformación por fluencia lenta
Šanhajas metro	Metro de Shanghái
Mācība un derības	Doctrina y convenios
Spēka uzbrucējs	Ala-pívot
Marks Makgvairs	Mark McGwire
Antilopju apakšdzimta	Antilopinae
Jelle Vanenderts	Jelle Vanendert
Benjats Inčausti	Beñat Intxausti
Lihtenšteinas firsti	Príncipe de Liechtenstein
Marsels Kitels	Marcel Kittel
Novembra sacelšanās	Levantamiento de Noviembre
Donjanas nacionālais parks	Parque nacional y natural de Doñana
Māja virs ūdenskrituma	Casa de la Cascada
Deivids Lī	David Lee
American Airlines reiss 77	Vuelo 77 de American Airlines
Hanna Heha	Hannah Höch
Mihails Eizenšteins	Mijaíl Eisenstein
Amerikas basketbola asociācija (1967—1976)	American Basketball Association
Palatāls nazāls līdzskanis	Nasal palatal
Valērija Novodvorska	Valeria Novodvórskaya
Velārs nazāls līdzskanis	Nasal velar
Žans Batists Šarko	Jean-Baptiste Charcot
Porsche Boxster	Porsche Boxster
Romāns Šuhevičs	Román Shujévych
Guru Josh	Guru Josh
Džons Liligrīns	Jon Lilygreen
1936. gada Vasaras Olimpisko spēļu medaļu tabula	Anexo:Medallero de los Juegos Olímpicos de Berlín 1936
Greitsmokimauntinsu nacionālais parks	Parque nacional de las Grandes Montañas Humeantes
Ceļojošais bruņinieks (1982. gada seriāls)	Knight Rider
Scissor Sisters	Scissor Sisters
Budisma vēsture	Historia del budismo
1996. gada Vasaras Olimpisko spēļu medaļu tabula	Anexo:Medallero de los Juegos Olímpicos de Atlanta 1996
Feita Hilla	Faith Hill
Džims Kroči	Jim Croce
Demarkuss Kazinss	DeMarcus Cousins
Havjērs Gomess	Francisco Javier Gómez Noya
Dons Adamss	Don Adams
Hesuss Anhels Garsija	Jesús Ángel García Bragado
Dzīru svētki	Eid al-Fitr
Black Flag	Black Flag
Augu veģetatīvā pavairošana	Esqueje
Journey	Journey
Volkswagen Touran	Volkswagen Touran
Endrū Hovs	Andrew Howe
Poopo ezers	Lago Poopó
Izstāde	Exposición
Amerikas hokeja līga	American Hockey League
Yellowcard	Yellowcard
Džeza dziedātājs	The Jazz Singer (1927)
Brodi (Ukraina)	Brody
Varistors	Varistor
Pāls Benko	Pal Benko
Brezno	Brezno
Hantele	Mancuerna
Kelle Marija	Kelle Marie
Pilna māja	Full House
Kaskadieris	Especialista de cine
Anatolijs Berezovojs	Anatoli Beriozovói
Alba Torrensa	Alba Torrens
Elīza Agilara	Elisa Aguilar
Anmary	Anmary
Nacionālā aleja	National Mall
Steppenwolf	Steppenwolf
Pāvels Vinogradovs	Pável Vinográdov
Konvencija par bērna tiesībām	Convención sobre los Derechos del Niño
Lidija Geilera Tehada	Lidia Gueiler Tejada
Hetēra	Hetera
Reebok	Reebok
Amerikāņu pīrāgs piedāvā: Mīlas grāmata	American Pie Presents: The Book of Love
Amerikāņu pīrāgs piedāvā: Beta māja	American Pie Presents: Beta House
Amerikāņu pīrāgs piedāvā: Kailā jūdze	American Pie Presents: The Naked Mile
Jūlija Savičeva	Yúliya Sávicheva
Izlūkpavadonis	Satélite espía
Amerikāņu kāzas	American Wedding
Vālīšu staipeknis	Lycopodium clavatum
Ne-spēlētāja tēls	Personaje no jugador
Pusdievs	Semidiós
Transs	Trance
Opel Calibra	Opel Calibra
The Elder Scrolls	The Elder Scrolls
Hoisalas impērija	Hoysala
Kvarterzirgs	Cuarto de Milla
Nepārspējamais Halks	The Incredible Hulk (película)
Hadra	Hatra
Kima Gevārta	Kim Gevaert
Chyna	Chyna
The Last Command	La última orden
Lolo Džonsa	Lolo Jones
Čīles valsts vadītāji	Presidente de Chile
Secure Digital	Secure Digital
Solomons Mihoelss	Solomon Mikhoels
Īsspārņu dzimta	Staphylinidae
Horuga	Khorugh
Amerikas kauss	Copa América (regata)
Dmitrijs Laptevs	Dmitri Láptev
W.A.S.P.	W.A.S.P.
Apdāvinātība	Superdotación intelectual
Aleksandrs Matrosovs	Aleksandr Matrósov
Mihaels Ankers	Michael Peter Ancher
Mimēze	Mimesis
Okeāna dibens	Relieve oceánico
Pelēkā vāvere	Sciurus carolinensis
Augstās krūmmellenes	Vaccinium corymbosum
Maršs uz Romu	Marcha sobre Roma
Pāsifajas grupa	Grupo de Pasífae
Karmes grupa	Grupo de Carmé
Baltais ozols	Quercus alba
Melhiors Broderlams	Melchior Broederlam
Gērijs Pleiers	Gary Player
Amerikas lizihitons	Lysichiton americanus
Eimerija šelfa ledājs	Barrera de hielo Amery
Mete Mārita	Mette-Marit de Noruega
Pršerova	Přerov
Prostejova	Prostějov
KS Amica Vronki	Amica Wronki
Fernando Martins	Fernando Martín Espina
Revidents (luga)	El inspector general (teatro)
Lāšs Vilks	Lars Vilks
Kliedziens	El grito
Hulio Sesars Čavess	Julio César Chávez
Asklepiāds (dzejnieks)	Asclepíades de Samos
Inge Jaunākais	Inge II de Suecia
Viktors Afanasjevs	Víktor Afanásiev
Herberts Cukurs	Herberts Cukurs
Džons Olivass	John D. Olivas
Tjerī Sabīns	Thierry Sabine
Marko Jaričs	Marko Jarić
Džo Šusters	Joe Shuster
Arsēnijs Jaceņuks	Arseni Yatseniuk
Josefs Lapids	Yosef Lapid
Braiens Erlahers	Brian Urlacher
Sidurs	Sidur
Valstu uzskaitījums pēc alus patēriņa uz vienu iedzīvotāju	Anexo:Países por consumo de cerveza por persona
Stratēģijas datorspēles	Videojuego de estrategia
Iežurnāle	Login
Velička	Wieliczka
Nie Haišens	Nie Haisheng
Vinipegas @@@u0026Jets"	Winnipeg Jets
Ahaltekes zirgs	Akhal-Teke
Brents Berijs	Brent Barry
Baltā mušmire	Amanita virosa
Kaitinošais Apelsīns	The Annoying Orange
Rodžers Klemenss	Roger Clemens
Kubiskā singonija	Sistema cristalino cúbico
Akvatinta	Grabado al aguatinta
Baltkrievijas Futbola federācija	Federación de Fútbol de Bielorrusia
Kipras Futbola asociācija	Asociación de Fútbol de Chipre
Wishmaster	Wishmaster (álbum)
Paramore	Paramore
Distanču slēpošana 2010. gada Ziemas Olimpiskajās spēlēs	Anexo:Esquí de fondo en los Juegos Olímpicos de Vancouver 2010
Janvāra sacelšanās	Levantamiento de Enero
FreeDOS	FreeDOS
Kolumbainas vidusskolas slaktiņš	Masacre de la Escuela Secundaria de Columbine
Garastīšu dzimta	Aegithalidae
Dabas liegums	Área protegida
Tankete	Tanqueta
Poēma	Narrativa poética
Šveices Futbola asociācija	Asociación Suiza de Fútbol
Kuģubūve	Construcción naval
Conficker	Conficker
Final Fantasy IX	Final Fantasy IX
Vjerhņadzvinskas rajons	Raión de Vierhniadzvinsk
Konjugācija	Conjugación
Tčeva	Tczew
Visaju jūra	Mar de Bisayas
Milzu upjucirslis	Potamogale velox
Somijas Futbola asociācija	Federación de Fútbol de Finlandia
Norvēģijas Futbola asociācija	Federación Noruega de Fútbol
Reign in Blood	Reign in Blood
Akciju tirgus	Mercado de valores
Indoeiropieši	Indoeuropeo
Federālais apgabals	Distrito federal
Simple Plan diskogrāfija	Anexo:Discografía de Simple Plan
Klaipēdas apriņķis	Provincia de Klaipėda
Trīs laikmetu sistēma	Tres edades
Taurgovs	Bovino de Heck
Diptihs	Díptico
Jefreitors	Caporal
Modernā pieccīņa 2008. gada Vasaras Olimpiskajās spēlēs	Anexo:Pentatlón moderno en los Juegos Olímpicos de Pekín 2008
Burāšana 2008. gada Vasaras Olimpiskajās spēlēs	Anexo:Vela en los Juegos Olímpicos de Pekín 2008
Spārnskorpēnas	Pterois
Futbola komanda	Club de fútbol
Cilvēka augums	Estatura
Privātais kapitāls	Private equity
Zemesvēzis	Gryllotalpa gryllotalpa
Paramore (albums)	Paramore (álbum)
Nakts muzejā 2	Night at the Museum: Battle of the Smithsonian
Afganistānas Demokrātiskā Republika	República Democrática de Afganistán
Aveljanedas @@@u0026Arsenal de Sarandi"	Arsenal Fútbol Club
Rambutāns	Nephelium lappaceum
Buta algoritms	Algoritmo de Booth
Mauritānijas futbola izlase	Selección de fútbol de Mauritania
2008. gada Bērnu Eirovīzijas dziesmu konkurss	Festival de la Canción de Eurovisión Junior 2008
Aktebe	Aktobe
Madagaskaras futbola izlase	Selección de fútbol de Madagascar
Romiešu cirks	Circo romano
Maurīcijas futbola izlase	Selección de fútbol de Mauricio
Auniņa Šona piedzīvojumi	La oveja Shaun
Luliņas komēta	Cometa Lulin
Amstel Gold Race	Amstel Gold Race
Tesla Motors	Tesla Motors
The Real Thing	The Real Thing
Astana Team	Astana Pro Team
Bedtime Stories	Bedtime Stories
Kuritibas @@@u0026Coritiba"	Coritiba Foot Ball Club
Skotijas Futbola asociācija	Asociación Escocesa de Fútbol
Erotica	Erotica
Rattle and Hum	Rattle and Hum
Rokijs 2	Rocky II
Amsterdama (nozīmju atdalīšana)	Amsterdam (desambiguación)
1987. gada Tour de France	Tour de Francia 1987
Ziemeļu reģions (Brazīlija)	Región Norte de Brasil
Dievs, sargi Caru!	Dios salve al zar
Tanšonņatas starptautiskā lidosta	Aeropuerto Internacional de Tan Son Nhat
Islandes Futbola asociācija	Federación de Fútbol de Islandia
Pasaules universitāšu akadēmiskais reitings	Academic Ranking of World Universities
Dio	Dio
Attēls	Imagen
STS-134	STS-134
Hojnova	Chojnów
Zaļzoda kolibri	Abeillia abeillei
Eiropas Savienības Publikāciju birojs	Oficina de Publicaciones de la Unión Europea
Eiropas Savienības Oficiālais Vēstnesis	Diario Oficial de la Unión Europea
Vācijas izlase 2012. gada Eiropas čempionātā	Alemania en la Eurocopa 2012
Amway	Amway
Eimija Adamsa	Amy Adams
Āfrikas jakāni	Actophilornis
Natalas @@@u0026America"	América Futebol Clube (RN)
Blink-182	Blink-182
Šariats	Sharia
Giresunas ils	Provincia de Giresun
Gimišhanes ils	Provincia de Gümüşhane
Jards	Yarda
Izpletnis	Paracaídas
Siirtas ils	Provincia de Siirt
Kahramanmarašas ils	Provincia de Kahramanmaraş
Braians Adamss	Bryan Adams
Karikatūra	Caricatura
Ferencs Puškāšs	Ferenc Puskás
Azerbaidžāņi	Azeríes
Nani	Nani (futbolista)
Edvīns van der Sārs	Edwin van der Sar
Depeche Mode	Depeche Mode
Karamanas ils	Provincia de Karaman
Autors	Autor
Polijas himna	Himno nacional de Polonia
Mūzikas albums	Álbum
Gladiators	Gladiador
Parīzes @@@u0026Saint-Germain"	París Saint-Germain Football Club
Racionālisms	Racionalismo
Paolo Maldīni	Paolo Maldini
Robinsons Krūzo	Robinson Crusoe
Samsunas ils	Provincia de Samsun
Uzbeki	Uzbeko (etnia)
Eskišehiras ils	Provincia de Eskişehir
Bajburtas ils	Provincia de Bayburt
Ušakas ils	Provincia de Uşak
Jalovas ils	Provincia de Yalova
Elazīgas ils	Provincia de Elazığ
Sivasas ils	Provincia de Sivas
Stadions	Estadio
Bens Afleks	Ben Affleck
Ģeogrāfiskā informācijas sistēma	Sistema de información geográfica
Korejas pussala	Península de Corea
Petrs Čehs	Petr Čech
Luišs Figu	Luís Figo
Maikls Klārks Dankans	Michael Clarke Duncan
Gaziantepas ils	Provincia de Gaziantep
Sirdarja	Río Sir Daria
Starptautiskais Slāvu Kanāls	Canal Eslavo Internacional
Karabikas ils	Provincia de Karabük
Erzindžanas ils	Provincia de Erzincan
Ordu ils	Provincia de Ordu
Kastamonu ils	Provincia de Kastamonu
Tokatas ils	Provincia de Tokat
Terminators	Terminator (desambiguación)
IT	IT
Sting	Sting
KG	KG
Evolūcija (nozīmju atdalīšana)	Evolution
Novrūzs	Nouruz
Laboratorija	Laboratorio
Parādība	Fenómeno
Nāves metāls	Death metal
Atommasas vienība	Unidad de masa atómica
Čuguns	Fundición de hierro
Wikimania	Wikimanía
My Chemical Romance	My Chemical Romance
Boriss Tadičs	Boris Tadić
Leon	León (desambiguación)
Serhio Ramoss	Sergio Ramos
Symbian	Symbian
Elena Didženeresa	Ellen DeGeneres
Īgdira	Iğdır
Sanpaulu metro	Metro de São Paulo
Trešmetāls	Thrash metal
Paradokss	Paradoja
Elektrovilciens	Unidad eléctrica múltiple
Lorīna	Loreen (cantante)
Gvena Stefani	Gwen Stefani
Stīvs Vozņaks	Stephen Wozniak
Žanrs	Género artístico
Žiroskops	Giróscopo
Ramones	Ramones
Nārnijas hronika	Las Crónicas de Narnia
Rio Ferdinands	Rio Ferdinand
Iekštīkls	Intranet
Zeps Blaters	Joseph Blatter
Āzijas spēles	Juegos Asiáticos
Kajseri ils	Provincia de Kayseri
Rizes ils	Provincia de Rize
Mākslinieks	Artista
Kellija Klarksone	Kelly Clarkson
Aisedora Dunkane	Isadora Duncan
Fillaha	Villach
Walmart	Walmart
Sum 41	Sum 41
Baltkrievi	Pueblo bielorruso
Rivaldu	Rivaldo
Alans Šīrers	Alan Shearer
Čehijas himna	Kde domov můj?
Dienvidu federālais apgabals	Distrito federal del Sur
Marko van Bastens	Marco van Basten
Gludeklis	Plancha de ropa
Mākoņskaitļošana	Computación en la nube
Sunnītu islāms	Sunismo
Spektroskopija	Espectroscopia
Pseidozinātne	Pseudociencia
Pola Fernandisa	Paula Fernandes
Foo Fighters	Foo Fighters
Azerbaidžānas manats	Manat azerbaiyano
Stambulas @@@u0026Anadolu Efes"	Anadolu Efes S.K.
Leicīns	Leucina
Valīns	Valina
Jonizācijas potenciāls	Energía de ionización
Elija Vuds	Elijah Wood
Hard Candy	Hard Candy (álbum)
Lūcijs Kornēlijs Sulla	Lucio Cornelio Sila
Spānijas Karaļa kauss	Copa del Rey
Nickelback	Nickelback
The Cranberries	The Cranberries
Šreks	Shrek
Sigur Rós	Sigur Rós
Luka Modričs	Luka Modrić
Gonsalo Igvains	Gonzalo Higuaín
Turcijas futbola izlase	Selección de fútbol de Turquía
Čehijas futbola izlase	Selección de fútbol de la República Checa
Windows 2000	Windows 2000
Nike	Nike
Adaptācija	Adaptación biológica
Satja Sai Baba	Sathya Sai Baba
Šindlera saraksts	La lista de Schindler
PayPal	PayPal
Pentakosti	Pentecostalismo
Sniegavīrs	Muñeco de nieve
Viljams Adolfs Bugro	William-Adolphe Bouguereau
Bezpilota lidaparāts	Vehículo aéreo no tripulado
Misters Bīns	Mr. Bean
UEFA Superkauss	Supercopa de Europa
Fīrers	Führer
Zaļā tēja	Té verde
Lūmens	Lumen
Zaļvārnveidīgie	Coraciiformes
Muhameds Ikbāls	Muhammad Iqbal
Oksidēšanas pakāpe	Estado de oxidación
Čīles himna	Himno nacional de Chile
Folkmetāls	Folk metal
Sērijveida slepkava	Asesino en serie
Krievijas Federācijas federālie apgabali	Distritos federales de Rusia
Mozambikas karogs	Bandera de Mozambique
Alice in Chains	Alice in Chains
Endrū Karnegi	Andrew Carnegie
Līderis	Liderazgo
Deduktīvs slēdziens	Deducción
Čingizs Aitmatovs	Chingiz Aitmátov
Virsma	Superficie (matemática)
Džeimss Hetfīlds	James Hetfield
Progresīvais metāls	Metal progresivo
Fabiu Koentrau	Fábio Coentrão
Kirikales ils	Provincia de Kırıkkale
Kasta	Casta
Apocalyptica	Apocalyptica
The Cure	The Cure
Zirnekļcilvēks (filma)	Spider-Man (película)
Bāmijānas Budas statujas	Budas de Bāmiyān
Turkmēņi	Turcomanos
Kirgīzi	Kirguís (etnia)
Indukcija (izziņas metode)	Razonamiento inductivo
Džēreds Leto	Jared Leto
Gīss Hidinks	Guus Hiddink
Tarja Turunena	Tarja Turunen
Prolīns	Prolina
SETI (programma)	SETI
CAPTCHA	Captcha
Kristīne Lagarda	Christine Lagarde
Ītans Hoks	Ethan Hawke
Lineārs vienādojums	Ecuación de primer grado
Poproks	Pop rock
Ventvorts Millers	Wentworth Miller
Bērkli	Berkeley (California)
Himna	Himno
Karaghandi	Karagandá
Elburss	Montes Elburz
El Clásico	Clásico del fútbol español
Andersons Luišs di Abreu Oliveira	Anderson Luís de Abreu Oliveira
Kurmanbeks Bakijevs	Kurmanbek Bakíev
Placebo	Placebo (banda)
E-komercija	Comercio electrónico
Macklemore	Macklemore
Erasure	Erasure
Klarenss Zēdorfs	Clarence Seedorf
Izoleicīns	Isoleucina
2011.—2012. gada UEFA Čempionu līgas sezona	Liga de Campeones de la UEFA 2011-12
Kolhozs	Koljós
Sergejs Bagapšs	Serguéi Bagapsh
Deftones	Deftones
FIFA 100	FIFA 100
Akmolas apgabals	Provincia de Akmola
Ziemeļkazahstānas apgabals	Provincia de Kazajistán Septentrional
Mayhem	Mayhem
Ziemeļkaukāza federālais apgabals	Distrito federal del Cáucaso Norte
Enārbora	Ann Arbor
Lasana Diarrā	Lass Diarra
Good Charlotte	Good Charlotte
Cannibal Corpse	Cannibal Corpse
Histidīns	Histidina
Leobene	Leoben
Džiliana Andersone	Gillian Anderson
Nīls Patriks Heriss	Neil Patrick Harris
Kizilordas apgabals	Provincia de Kyzylorda
Bērs Grillss	Bear Grylls
Bullet for My Valentine	Bullet for My Valentine
Gotiskais roks	Rock gótico
Skūtgalvji	Skinhead
Karaghandi apgabals	Provincia de Karagandá
Aktebes apgabals	Provincia de Aktobe
Džons Bonems	John Bonham
Šimkenta	Shymkent
Čārlzs Mensons	Charles Manson
Enigma (mūzikas projekts)	Enigma (proyecto musical)
Aleksandrs Dedjuško	Aleksandr Dedyushko
Smarža	Olor
Kostanajas apgabals	Provincia de Kostanay
Handža	Hanja
Pet Shop Boys	Pet Shop Boys
Klientu attiecību pārvaldība	Customer relationship management
Dakterīši	Scrubs
Garbage	Garbage
The Rasmus	The Rasmus
Pepi	Pepe (futbolista)
Sārmi	Álcali
Toponīmija	Toponimia
Blur	Blur
Simple Plan	Simple Plan
Marilyn Manson (grupa)	Marilyn Manson (banda)
Smells Like Teen Spirit	Smells Like Teen Spirit
Itamars Franku	Itamar Franco
2012.—2013. gada UEFA Čempionu līgas sezona	Liga de Campeones de la UEFA 2012-13
Šreks 2	Shrek 2
Rietumkazahstānas apgabals	Provincia de Kazajistán Occidental
Pasaules garākās upes	Anexo:Ríos más largos del mundo
MacBook	MacBook
Anete Olzona	Anette Olzon
Ulugbeks	Ulugh Beg
Lara Flinna Boila	Lara Flynn Boyle
Get Heavy	Get Heavy
Pavlodaras apgabals	Provincia de Pavlodar
GLONASS	GLONASS
Pavlodara	Pavlodar
Islāmfobija	Islamofobia
Pensakola	Pensacola
Menijs Pakjao	Manny Pacquiao
The Arockalypse	The Arockalypse
Simfoniskais metāls	Metal sinfónico
Bādene pie Vīnes	Baden bei Wien
Taraza	Taraz
Šreks Trešais	Shrek tercero
Ātrās kārtošanas algoritms	Quicksort
Turkmenistānas futbola izlase	Selección de fútbol de Turkmenistán
Žambilas apgabals	Provincia de Zhambyl
Galapagu bruņurupucis	Chelonoidis nigra
Mötley Crüe	Mötley Crüe
Boriss Gelfands	Borís Gélfand
Prinča Viljama un Katrīnas Midltones kāzas	Boda real entre Guillermo de Cambridge y Catherine Middleton
Three Days Grace	Three Days Grace
Audioslave	Audioslave
Atirau	Atyrau
Lielais Kaukāzs	Gran Cáucaso
Siltumvadītspēja	Conductividad térmica
Desava	Dessau
Viktors Cojs	Víktor Tsoi
Bezgalīgā pērtiķu teorēma	Teorema del mono infinito
Labākais grims un matu sakārtojums (Amerikas Kinoakadēmijas balva)	Anexo:Óscar al mejor maquillaje
Anastasija Pavļučenkova	Anastasia Pavliuchénkova
Stobrs	Cañón (arma de fuego)
Uzbekistānas futbola izlase	Selección de fútbol de Uzbekistán
Cietvielu disks	Dispositivo de estado sólido
Vārteja	Puerta de enlace
Orala	Oral (Kazajistán)
Cradle of Filth	Cradle of Filth
Tesco	Tesco
Sidnejas universitāte	Universidad de Sídney
Caurspīdīgums (optika)	Transparencia
The Monsterican Dream	The Monsterican Dream
.ni	.ni
Pilsētu mēru pakts	Pacto de los Alcaldes
Parīze—Nica	París-Niza
Bank of America	Bank of America
Poppanks	Pop punk
Svētā Anskara dzīve	Vita Ansgarii
Industriālā mūzika	Música industrial
Kolumbijas pilsētu uzskaitījums	Anexo:Ciudades de Colombia por población
Tour de Romandie	Tour de Romandía
Austin Powers: The Spy Who Shagged Me	Austin Powers: The Spy Who Shagged Me
Tirreno—Adriatico	Tirreno-Adriático
Filozofiskā antropoloģija	Antropología filosófica
Pornoaktieris	Actor pornográfico
Jefferson Airplane	Jefferson Airplane
Petropavla	Petropavl
Tritons (atoma kodols)	Tritón (química)
Anklama	Anklam
Āzijas maksimums	Anticiclón de Siberia
Labākā skaņas montāža (Amerikas Kinoakadēmijas balva)	Anexo:Óscar a la mejor edición de sonido
Labākā oriģinālmūzika (Amerikas Kinoakadēmijas balva)	Anexo:Óscar a la mejor banda sonora
The Verve	The Verve
Deivs Gāns	David Gahan
Tomass Holopainens	Tuomas Holopainen
Rustams Kosimdžonovs	Rustam Kasimdzhanov
Rafaels Varāns	Raphaël Varane
Antonio Adans	Antonio Adán
Harijs Harisons	Harry Harrison
Oberhofa	Oberhof
Gotye	Gotye
Septiņi pasaules brīnumi	Siete maravillas del mundo antiguo
Andalūzijas zirgs	Caballo andaluz
