Afríka	África
Snið:Nihongo	Plantilla:Nihongo
Snið:Imdb name	Plantilla:IMDb nombre
Flokkur:Málverk	Categoría:Cuadros
Flokkur:Frönsk yfirráðasvæði	Categoría:Francia de Ultramar
Snið:BMU	Plantilla:BMU
Flokkur:Rússneskir geimfarar	Categoría:Astronautas de Rusia
Snið:ABW	Plantilla:ABW
Mark	Mark
Flokkur:Túnis	Categoría:Túnez
Snið:Írsk borg	Plantilla:Ficha de localidad de Irlanda
Ingjaldur Helgason	Ingjald Helgasson
Snið:Vgrelease	Plantilla:Lanzamientovj
Snið:JPN	Plantilla:JPN
Snið:Wikifréttir	Plantilla:Wikinoticias
Flokkur:Fólk dáið á 8. öld	Categoría:Fallecidos en el siglo VIII
Snið:SHN	Plantilla:SHN
Snið:PAN	Plantilla:PAN
Snið:SOM	Plantilla:SOM
Snið:VAT	Plantilla:VAT
Flokkur:Kínverskir stjórnmálamenn	Categoría:Políticos de China
Snið:SWZ	Plantilla:SWZ
Snið:PAK	Plantilla:PAK
Snið:Aldur í dögum	Plantilla:Edad en días
Flokkur:Hollenskar fyrirsætur	Categoría:Modelos de los Países Bajos
Flokkur:Japanskar borgir	Categoría:Localidades de Japón
Flokkur:Tölvur	Categoría:Computadoras
Snið:ISL	Plantilla:ISL
Snið:Á móti	Plantilla:En contra
Flokkur:Akstursíþróttir	Categoría:Competiciones de automovilismo
Snið:Spjallskjalasafn	Plantilla:Archivo discusión
Snið:MUS	Plantilla:MUS
Snið:COL	Plantilla:COL
Snið:NCL	Plantilla:NCL
Snið:GNB	Plantilla:GNB
Snið:ERI	Plantilla:ERI
Snið:MRT	Plantilla:MRT
Snið:GAB	Plantilla:GAB
Snið:IRN	Plantilla:IRN
Snið:MLI	Plantilla:MLI
Snið:JOR	Plantilla:JOR
Snið:SDN	Plantilla:SDN
Snið:NIU	Plantilla:NIU
Snið:NPL	Plantilla:NPL
Snið:PYF	Plantilla:PYF
Snið:NAM	Plantilla:NAM
Snið:COK	Plantilla:COK
Snið:PRI	Plantilla:PRI
Snið:NFL lið	Plantilla:Ficha de equipo de fútbol americano
Snið:DOM	Plantilla:DO
Snið:CAF	Plantilla:CAF
Snið:MKD	Plantilla:MKD
Snið:COM	Plantilla:COM
Snið:ZMB	Plantilla:ZMB
Snið:ESH	Plantilla:ESH
Snið:MWI	Plantilla:MWI
Snið:TZA	Plantilla:TZA
Snið:KAZ	Plantilla:KAZ
Snið:OMN	Plantilla:OMN
Snið:NER	Plantilla:NER
Snið:CGO	Plantilla:COG
Snið:SMR	Plantilla:SMR
Snið:PER	Plantilla:PER
Snið:MOZ	Plantilla:MOZ
Snið:SUR	Plantilla:SUR
Snið:TTO	Plantilla:TTO
Snið:GUY	Plantilla:GUY
Snið:ETH	Plantilla:ETH
Snið:HKG	Plantilla:HKG
Snið:NGA	Plantilla:NGA
Snið:PRK	Plantilla:PRK
Snið:FSM	Plantilla:FSM
Snið:SRB	Plantilla:SRB
Snið:KIR	Plantilla:KIR
Snið:NIC	Plantilla:NIC
Snið:PNG	Plantilla:PNG
Snið:LBR	Plantilla:LBR
Snið:TKM	Plantilla:TKM
Snið:NRU	Plantilla:NRU
Snið:SPM	Plantilla:SPM
Snið:SLB	Plantilla:SLB
Snið:GRL	Plantilla:GRL
Snið:LSO	Plantilla:LSO
Snið:BFA	Plantilla:BFA
Snið:TCD	Plantilla:TCD
Snið:PRY	Plantilla:PRY
Snið:ECU	Plantilla:ECU
Snið:BTN	Plantilla:BTN
Snið:MDV	Plantilla:MDV
Snið:SYC	Plantilla:SYC
Snið:TLS	Plantilla:TLS
Snið:LCA	Plantilla:LCA
Snið:SLE	Plantilla:SLE
Snið:VUT	Plantilla:VUT
Snið:LTU	Plantilla:LTU
Snið:SGP	Plantilla:SGP
Snið:IND	Plantilla:IND
Snið:MAC	Plantilla:MAC
Flokkur:Útdauð tungumál	Categoría:Lenguas muertas
Flokkur:Kalda stríðið	Categoría:Guerra Fría
Flokkur:Norður-Karólína	Categoría:Carolina del Norte
Flokkur:Borgir í Albaníu	Categoría:Localidades de Albania
Flokkur:Tvinnfallagreining	Categoría:Análisis complejo
Flokkur:Þýskir fornleifafræðingar	Categoría:Arqueólogos de Alemania
Flokkur:Púertó Ríkó	Categoría:Puerto Rico
Flokkur:Finnsk fyrirtæki	Categoría:Empresas de Finlandia
Upanishad	Upanishad
Flokkur:Notandi ja-M	Categoría:Wikipedia:Wikipedistas con nivel nativo de japonés
Flokkur:Belgískir knattspyrnumenn	Categoría:Futbolistas de Bélgica
Flokkur:Norskar kvikmyndir	Categoría:Películas de Noruega
Flokkur:Efnasambönd	Categoría:Sustancias químicas
Flokkur:Aðall	Categoría:Nobleza
Flokkur:Björgun	Categoría:Rescate
Flokkur:Dulmálsfræði	Categoría:Criptografía
Flokkur:Te	Categoría:Té
Maórar	Maorí
Flokkur:Hjátrú	Categoría:Supersticiones
Flokkur:Borgir í Bandaríkjunum	Categoría:Ciudades de Estados Unidos
Flokkur:Danskar kvikmyndir	Categoría:Películas de Dinamarca
Flokkur:Location map	Categoría:Wikipedia:Plantillas de mapas de localización
Flokkur:Enskar hljómsveitir	Categoría:Grupos de música de Inglaterra
Flokkur:Tónlistarstefnur	Categoría:Géneros musicales
Flokkur:Fólk fætt árið 1903	Categoría:Nacidos en 1903
Flokkur:Heimsveldi	Categoría:Imperios
Flokkur:Fólk fætt árið 1925	Categoría:Nacidos en 1925
Flokkur:Fólk fætt árið 1936	Categoría:Nacidos en 1936
Flokkur:Fólk fætt árið 1916	Categoría:Nacidos en 1916
Flokkur:Fólk fætt árið 1910	Categoría:Nacidos en 1910
Flokkur:Fólk fætt árið 1939	Categoría:Nacidos en 1939
Flokkur:Wikipedia:Myndir	Categoría:Wikipedia:Imágenes
Snið:Polytonic	Plantilla:Polytonic
Flokkur:Fólk fætt árið 1320	Categoría:Nacidos en 1320
Snið:CHE	Plantilla:CHE
Flokkur:Grasaætt	Categoría:Poaceae
Snið:Raða	Plantilla:Orden
Flokkur:Hafnarborgir	Categoría:Localidades portuarias
Snið:Aðgreining	Plantilla:Desambiguación
Snið:Gutenberg author	Plantilla:Gutenberg author
Flokkur:1962	Categoría:1962
Flokkur:Ríkisstofnanir	Categoría:Instituciones gubernamentales
Flokkur:Sýrlendingar	Categoría:Sirios
Flokkur:Myndasöguhöfundar	Categoría:Guionistas de historieta
Flokkur:Svasíland	Categoría:Suazilandia
Flokkur:Upplýsingasnið	Categoría:Wikipedia:Fichas
Flokkur:Ár á Ítalíu	Categoría:Ríos de Italia
Flokkur:Almenningssamgöngur	Categoría:Transporte público
Flokkur:Beinakerfið	Categoría:Aparato locomotor
Flokkur:Hafréttur	Categoría:Derecho del mar
Flokkur:Bílar eftir flokkum	Categoría:Tipos de automóvil
Flokkur:Ljósmyndun	Categoría:Fotografía
Flokkur:Dagblöð	Categoría:Periódicos
Flokkur:Indverskir tónlistarmenn	Categoría:Músicos de India
Flokkur:Japanskeisarar	Categoría:Emperadores de Japón
Flokkur:Fólk dáið árið 2013	Categoría:Fallecidos en 2013
Flokkur:Fólksflutningar	Categoría:Migración
Flokkur:Saga Kóreu	Categoría:Historia de Corea
Flokkur:685	Categoría:685
Flokkur:Japönsk stjórnmál	Categoría:Política de Japón
Snið:Íslenskt mannanafn	Plantilla:Ficha de nombre propio
Flokkur:Fólk fætt árið 1938	Categoría:Nacidos en 1938
Flokkur:Háls- og eyrnalækningar	Categoría:Otorrinolaringología
Snið:ATG	Plantilla:ATG
Snið:LAO	Plantilla:LAO
Flokkur:674	Categoría:674
Flokkur:Borgarhlutar í London	Categoría:Municipios de Londres
Flokkur:Fólk dáið árið 644	Categoría:Fallecidos en 644
Snið:ANT	Plantilla:ANT
Snið:ARE	Plantilla:ARE
Snið:GRC	Plantilla:GRC
Snið:PRT	Plantilla:PRT
Snið:BGD	Plantilla:BGD
Snið:BRB	Plantilla:BRB
Snið:ZWE	Plantilla:ZWE
Snið:BLZ	Plantilla:BLZ
Snið:Lang-grc	Plantilla:Lang-grc
Snið:ASM	Plantilla:ASM
Snið:AUS	Plantilla:AUS
Snið:CZE	Plantilla:CZE
Snið:LVA	Plantilla:LVA
Snið:AZE	Plantilla:AZE
Snið:Kvikmynd	Plantilla:Ficha de película
Snið:DZA	Plantilla:DZA
Þorsteinn Ingólfsson	Þorsteinn Ingólfsson
Flokkur:Suður-Karólína	Categoría:Carolina del Sur
Flokkur:101 f.Kr.	Categoría:101 a. C.
Snið:Næringargildi	Plantilla:Ficha de valor nutricional
Flokkur:Sælgæti	Categoría:Caramelos
Flokkur:Dulfrævingar	Categoría:Magnoliophyta
Flokkur:Stjórnmálafræðingar	Categoría:Politólogos
Flokkur:Borgir í Flórída	Categoría:Ciudades de Florida
Flokkur:Listasöfn	Categoría:Museos de arte
Flokkur:Guðfræði	Categoría:Teología
Snið:KHM	Plantilla:KHM
Flokkur:Lútherstrú	Categoría:Protestantismo
Flokkur:Ásatrú	Categoría:Asatru
Robin Stjernberg	Robin Stjernberg
Snið:MNE	Plantilla:MNE
Snið:NLD	Plantilla:NLD
Snið:GBR	Plantilla:GBR
Snið:FLK	Plantilla:FLK
Snið:KWT	Plantilla:KWT
Snið:TUV	Plantilla:TUV
Flokkur:Fljót í Þýskalandi	Categoría:Ríos de Alemania
Flokkur:1663	Categoría:1663
Flokkur:780-771 f.Kr.	Categoría:Años 770 a. C.
Flokkur:Ísraelsk stjórnmál	Categoría:Política de Israel
Flokkur:Taugavísindi	Categoría:Neurociencia
Snið:Stærð	Plantilla:Tamaño
Flokkur:Trúarheimspeki	Categoría:Filosofía de la religión
Snið:Samhljóðatafla	Anexo:Cuadro de clasificación de las consonantes
Snið:VNM	Plantilla:VNM
Snið:LIE	Plantilla:LIE
Snið:MDA	Plantilla:MDA
Flokkur:Bæir í Panama	Categoría:Localidades de Panamá
Snið:SEN	Plantilla:SEN
Snið:NFK	Plantilla:NFK
Snið:NZL	Plantilla:NZL
Snið:GLP	Plantilla:GLP
Flokkur:Borgir í Serbíu	Categoría:Localidades de Serbia
Flokkur:Byggingarlist	Categoría:Arquitectura
Snið:MMR	Plantilla:MMR
Flokkur:Borgir í Wisconsin	Categoría:Ciudades de Wisconsin
Flokkur:Kvikmyndir eftir tegundum	Categoría:Películas por género
Flokkur:Íslenskir kvikmyndaleikstjórar	Categoría:Directores de cine de Islandia
Flokkur:Enskir skordýrafræðingar	Categoría:Entomólogos de Inglaterra
Flokkur:Notandi gsw-1	Categoría:Wikipedia:Wikipedistas con nivel básico de alemán suizo
Snið:Country data Katar	Plantilla:Geodatos Catar
Flokkur:Bandarískir hagfræðingar	Categoría:Economistas de Estados Unidos
Snið:SVN	Plantilla:SVN
Snið:LBN	Plantilla:LBN
Snið:GUF	Plantilla:GUF
Snið:IMN	Plantilla:IMN
Snið:FRA	Plantilla:FRA
Snið:Aldur	Plantilla:Edad
Snið:JEY	Plantilla:JEY
Flokkur:Æviskeið manna	Categoría:Desarrollo humano
Flokkur:Fólk dáið árið 1627	Categoría:Fallecidos en 1627
Snið:Persóna	Plantilla:Ficha de persona
Flokkur:Vetrarólympíuleikarnir 2010	Categoría:Juegos Olímpicos de Vancouver 2010
Flokkur:Íslenskir jarðfræðingar	Categoría:Geólogos de Islandia
Flokkur:Mongólía	Categoría:Mongolia
Flokkur:Kúbverskir stjórnmálamenn	Categoría:Políticos de Cuba
Flokkur:1953	Categoría:1953
Snið:Nts	Plantilla:Nts
Flokkur:Lestarsamgöngur	Categoría:Ferrocarriles
Snið:Country data Úkraína	Plantilla:Geodatos Ucrania
Snið:Country data Rúmenía	Plantilla:Geodatos Rumania
Flokkur:Háskólar í Minnesota	Categoría:Universidades de Minnesota
Flokkur:Þjóðhöfðingjar Ítalíu	Categoría:Jefes de Estado de Italia
Flokkur:Meltingarkerfið	Categoría:Aparato digestivo
Flokkur:Bandarískir grínþættir	Categoría:Programas de comedia de Estados Unidos
Flokkur:Ítalskir listmálarar	Categoría:Pintores de Italia
Flokkur:Járn	Categoría:Hierro
Flokkur:Arabíuhaf	Categoría:Mar Arábigo
Flokkur:Cíceró	Categoría:Marco Tulio Cicerón
Flokkur:Eldfjallafræði	Categoría:Vulcanología
Flokkur:Borgir í Hollandi	Categoría:Localidades de los Países Bajos
Flokkur:Sveitarfélög Noregs	Categoría:Municipios de Noruega
Flokkur:Útkirtlakerfið	Categoría:Sistema exocrino
Flokkur:Vegir	Categoría:Calles
Flokkur:Fólk fætt árið 490	Categoría:Nacidos en 490
Flokkur:Fólk fætt árið 519 f.Kr.	Categoría:Nacidos en 519 a. C.
Flokkur:Egypskir rithöfundar	Categoría:Novelistas de Egipto
Flokkur:Þýskir efnafræðingar	Categoría:Químicos de Alemania
Flokkur:Spænsk íþróttamannvirki	Categoría:Instalaciones deportivas de España
Flokkur:Bandarísk tónskáld	Categoría:Compositores de Estados Unidos
Flokkur:Ástralskir listamenn	Categoría:Artistas de Australia
Flokkur:Vín	Categoría:Vino
Flokkur:Næring	Categoría:Nutrición
Snið:Hnit	Plantilla:Coord
Flokkur:Kvikmyndir eftir Friðrik Þór Friðriksson	Categoría:Películas dirigidas por Friðrik Þór Friðriksson
Flokkur:Bæir í Lincolnshire	Categoría:Localidades de Lincolnshire
Flokkur:Sýrlenskir myndlistamenn	Categoría:Pintores de Siria
Flokkur:Sundlaugar	Categoría:Piscinas
Flokkur:Líbönsk skáld	Categoría:Poetas del Líbano
Flokkur:Fólk fætt á 20. öld	Categoría:Nacidos en el siglo XX
Flokkur:Fólk fætt á 19. öld	Categoría:Nacidos en el siglo XIX
Flokkur:Fólk fætt á 21. öld	Categoría:Nacidos en el siglo XXI
Flokkur:Fólk fætt á 18. öld	Categoría:Nacidos en el siglo XVIII
Flokkur:Fólk fætt á 17. öld	Categoría:Nacidos en el siglo XVII
Flokkur:Fólk fætt á 16. öld	Categoría:Nacidos en el siglo XVI
Flokkur:Fólk fætt á 15. öld	Categoría:Nacidos en el siglo XV
Flokkur:Bækur eftir Friedrich Nietzsche	Categoría:Obras de Friedrich Nietzsche
Flokkur:Bandarískir raunveruleikaþættir	Categoría:Reality shows de Estados Unidos
Flokkur:Fólk fætt árið 1608	Categoría:Nacidos en 1608
Flokkur:Portúgalskir stjórnmálamenn	Categoría:Políticos de Portugal
Flokkur:Kvikmyndir frumsýndar eftir árum	Categoría:Películas por año
Flokkur:Borgir á Írlandi	Categoría:Localidades de Irlanda
Snið:Dmoz	Plantilla:Dmoz
Flokkur:Hyrningar	Categoría:Polígonos
Flokkur:Borgir í Pakistan	Categoría:Localidades de Pakistán
Flokkur:Grenada	Categoría:Granada (país)
Flokkur:Wyoming	Categoría:Wyoming
Flokkur:Kalabría	Categoría:Calabria
Flokkur:Bandarískar grínmyndir	Categoría:Películas de Estados Unidos de comedia
Flokkur:Byggingar í Berlín	Categoría:Edificios y estructuras de Berlín
Flokkur:234 f.Kr.	Categoría:234 a. C.
Flokkur:Fólk fætt árið 10 f.Kr.	Categoría:Nacidos en 10 a. C.
Flokkur:Grænland	Categoría:Groenlandia
Flokkur:Fólk fætt árið 1058	Categoría:Nacidos en 1058
Flokkur:Fólk fætt árið 1717	Categoría:Nacidos en 1717
Flokkur:Ítölsk tónlist	Categoría:Música de Italia
Flokkur:Fólk fætt árið 1705	Categoría:Nacidos en 1705
Flokkur:Karlungar	Categoría:Dinastía carolingia
Flokkur:Geimsjónaukar	Categoría:Observatorios espaciales
Snið:Gliese 581	Plantilla:Gliese 581
Flokkur:Fólk dáið árið 1622	Categoría:Fallecidos en 1622
Flokkur:Varablómabálkur	Categoría:Lamiales
Flokkur:Fjárhundar	Categoría:Perros de pastoreo
Flokkur:Knattspyrnumenn eftir þjóðerni	Categoría:Futbolistas por país
Flokkur:Lýðveldið Makedónía	Categoría:República de Macedonia
Flokkur:Notandi bjn	Categoría:Wikipedia:Wikipedistas con conocimientos de Banjar
Flokkur:Notandi bew	Categoría:Wikipedia:Wikipedistas con conocimientos de Betawi
Flokkur:Notandi zh-yue	Categoría:Wikipedia:Wikipedistas con conocimientos de Cantonese
Flokkur:Notandi pdc	Categoría:Wikipedia:Wikipedistas con conocimientos de Deitsch
Flokkur:Notandi ext	Categoría:Wikipedia:Wikipedistas con conocimientos de Extremaduran
Flokkur:Notandi hif	Categoría:Wikipedia:Wikipedistas con conocimientos de Fiji Hindi
Flokkur:Notandi mzn	Categoría:Wikipedia:Wikipedistas con conocimientos de Mazanderani
Flokkur:Notandi simple	Categoría:Wikipedia:Wikipedistas con conocimientos de Simple English
Flokkur:Notandi de-at	Categoría:Wikipedia:Wikipedistas con conocimientos de alemán austríaco
Flokkur:Notandi az	Categoría:Wikipedia:Wikipedistas con conocimientos de azerí
Flokkur:Notandi be	Categoría:Wikipedia:Wikipedistas con conocimientos de bielorruso
Flokkur:Notandi nb-M	Categoría:Wikipedia:Wikipedistas con nivel nativo de bokmal noruego
Flokkur:Notandi bs	Categoría:Wikipedia:Wikipedistas con conocimientos de bosnio
Flokkur:Notandi ce	Categoría:Wikipedia:Wikipedistas con conocimientos de checheno
Flokkur:Notandi zh-hans	Categoría:Wikipedia:Wikipedistas con conocimientos de chino simplificado
Flokkur:Notandi hr	Categoría:Wikipedia:Wikipedistas con conocimientos de croata
Flokkur:Notandi sco	Categoría:Wikipedia:Wikipedistas con conocimientos de escocés
Flokkur:Notandi sk	Categoría:Wikipedia:Wikipedistas con conocimientos de eslovaco
Flokkur:Notandi sl	Categoría:Wikipedia:Wikipedistas con conocimientos de esloveno
Flokkur:Notandi eo	Categoría:Wikipedia:Wikipedistas con conocimientos de esperanto
Flokkur:Notandi et	Categoría:Wikipedia:Wikipedistas con conocimientos de estonio
Flokkur:Notandi fr	Categoría:Wikipedia:Wikipedistas con conocimientos de francés
Flokkur:Notandi gl	Categoría:Wikipedia:Wikipedistas con conocimientos de gallego
Flokkur:Notandi cy	Categoría:Wikipedia:Wikipedistas con conocimientos de galés
Flokkur:Notandi gd	Categoría:Wikipedia:Wikipedistas con conocimientos de gaélico escocés
Flokkur:Notandi got	Categoría:Wikipedia:Wikipedistas con conocimientos de gótico
Flokkur:Notandi hu-M	Categoría:Wikipedia:Wikipedistas con nivel nativo de húngaro
Flokkur:Notandi id	Categoría:Wikipedia:Wikipedistas con conocimientos de indonesio
Flokkur:Notandi ang	Categoría:Wikipedia:Wikipedistas con conocimientos de inglés antiguo
Flokkur:Notandi ia	Categoría:Wikipedia:Wikipedistas con conocimientos de interlingua
Flokkur:Notandi ga	Categoría:Wikipedia:Wikipedistas con conocimientos de irlandés
Flokkur:Notandi ja	Categoría:Wikipedia:Wikipedistas con conocimientos de japonés
Flokkur:Notandi rn	Categoría:Wikipedia:Wikipedistas con conocimientos de kiroundi
Flokkur:Notandi la	Categoría:Wikipedia:Wikipedistas con conocimientos de latín
Flokkur:Notandi li	Categoría:Wikipedia:Wikipedistas con conocimientos de limburgués
Flokkur:Notandi lt	Categoría:Wikipedia:Wikipedistas con conocimientos de lituano
Flokkur:Notandi lmo	Categoría:Wikipedia:Wikipedistas con conocimientos de lumbaart
Flokkur:Notandi mk	Categoría:Wikipedia:Wikipedistas con conocimientos de macedonio
Flokkur:Notandi mg	Categoría:Wikipedia:Wikipedistas con conocimientos de malgache
Flokkur:Notandi mwl	Categoría:Wikipedia:Wikipedistas con conocimientos de mirandés
Flokkur:Notandi mn	Categoría:Wikipedia:Wikipedistas con conocimientos de mongol
Flokkur:Notandi nn	Categoría:Wikipedia:Wikipedistas con conocimientos de nynorsk noruego
Flokkur:Notandi oc	Categoría:Wikipedia:Wikipedistas con conocimientos de occitano
Flokkur:Notandi pt	Categoría:Wikipedia:Wikipedistas con conocimientos de portugués
Flokkur:Notandi rm	Categoría:Wikipedia:Wikipedistas con conocimientos de retorrománico
Flokkur:Notandi ro	Categoría:Wikipedia:Wikipedistas con conocimientos de rumano
Flokkur:Notandi sg	Categoría:Wikipedia:Wikipedistas con conocimientos de sango
Flokkur:Notandi sh	Categoría:Wikipedia:Wikipedistas con conocimientos de serbocroata
Flokkur:Notandi scn	Categoría:Wikipedia:Wikipedistas con conocimientos de siciliano
Flokkur:Notandi sv	Categoría:Wikipedia:Wikipedistas con conocimientos de sueco
Flokkur:Notandi sw	Categoría:Wikipedia:Wikipedistas con conocimientos de swahili
Flokkur:Notandi sa	Categoría:Wikipedia:Wikipedistas con conocimientos de sánscrito
Flokkur:Notandi ta	Categoría:Wikipedia:Wikipedistas con conocimientos de tamil
Flokkur:Notandi vo	Categoría:Wikipedia:Wikipedistas con conocimientos de volapük
Flokkur:Notandi vec	Categoría:Wikipedia:Wikipedistas con conocimientos de vèneto
Flokkur:Notandi be-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de bielorruso
Flokkur:Notandi cs-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de checo
Flokkur:Notandi sl-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de esloveno
Flokkur:Notandi et-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de estonio
Flokkur:Notandi fr-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de francés
Flokkur:Notandi gd-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de gaélico escocés
Flokkur:Notandi ang-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de inglés antiguo
Flokkur:Notandi it-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de italiano
Flokkur:Notandi ja-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de japonés
Flokkur:Notandi li-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de limburgués
Flokkur:Notandi lt-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de lituano
Flokkur:Notandi nl-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de neerlandés
Flokkur:Notandi no-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de noruego
Flokkur:Notandi pl-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de polaco
Flokkur:Notandi sa-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de sánscrito
Flokkur:Notandi tr-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de turco
Flokkur:Notandi ar-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de árabe
Flokkur:Notandi bew-1	Categoría:Wikipedia:Wikipedistas con nivel básico de Betawi
Flokkur:Notandi pdc-1	Categoría:Wikipedia:Wikipedistas con nivel básico de Deitsch
Flokkur:Notandi ext-1	Categoría:Wikipedia:Wikipedistas con nivel básico de Extremaduran
Flokkur:Notandi an-1	Categoría:Wikipedia:Wikipedistas con nivel básico de aragonés
Flokkur:Notandi be-1	Categoría:Wikipedia:Wikipedistas con nivel básico de bielorruso
Flokkur:Notandi cs-1	Categoría:Wikipedia:Wikipedistas con nivel básico de checo
Flokkur:Notandi da-1	Categoría:Wikipedia:Wikipedistas con nivel básico de danés
Flokkur:Notandi sco-1	Categoría:Wikipedia:Wikipedistas con nivel básico de escocés
Flokkur:Notandi sl-1	Categoría:Wikipedia:Wikipedistas con nivel básico de esloveno
Flokkur:Notandi et-1	Categoría:Wikipedia:Wikipedistas con nivel básico de estonio
Flokkur:Notandi fi-1	Categoría:Wikipedia:Wikipedistas con nivel básico de finés
Flokkur:Notandi gl-1	Categoría:Wikipedia:Wikipedistas con nivel básico de gallego
