Áfríkà	África
Àdàkọ:Infobox language/family-color	Plantilla:Ficha de idioma/colores
Ẹ̀ka:Jẹ́ọ́gráfì ilẹ̀ Ghánà	Categoría:Geografía de Ghana
Ẹ̀ka:Jẹ́ọ́gráfì ilẹ̀ Nàìjíríà	Categoría:Geografía de Nigeria
Ẹ̀ka:Àwọn odò	Categoría:Ríos
Ẹ̀ka:Awon Odò ilẹ̀ Nàìjíríà	Categoría:Ríos de Nigeria
Ẹ̀ka:Àwọn onímọ̀sáyẹ́nsì gẹ́gẹ́bí orílẹ̀-èdè	Categoría:Científicos por país
Ẹ̀ka:Àwọn òṣeré orí-ìtàgé gẹ́gẹ́bí ọmọorílẹ̀-èdè	Categoría:Actores de teatro por país
Ẹ̀ka:Àwọn aṣàkóso ìjọba gẹ́gẹ́bí orílẹ̀-èdè	Categoría:Ministros y Secretarios de Estado por país
Ẹ̀ka:Àwọn agbá tẹ́nìs gẹ́gẹ́bí ọmọorílẹ̀-èdè	Categoría:Tenistas por país
Ẹ̀ka:Àwọn aláwàdà gẹ́gẹ́bí ọmọorílẹ̀-èdè	Categoría:Humoristas por país
Ẹ̀ka:Sámbíà	Categoría:Zambia
Ẹ̀ka:Sẹ̀nẹ̀gàl	Categoría:Senegal
Ẹ̀ka:Àwọn abẹ́ìpín ilẹ̀ Austrálíà	Categoría:Organización territorial de Australia
Ẹ̀ka:Ìṣèlú ilẹ̀ Guinea-Bissau	Categoría:Política de Guinea-Bisáu
Ẹ̀ka:Ìṣèlú ilẹ̀ Lèsóthò	Categoría:Política de Lesoto
Ẹ̀ka:Ìṣèlú ilẹ̀ Madagáskàr	Categoría:Política de Madagascar
Ẹ̀ka:Ìṣèlú ilẹ̀ Bùrkínà Fasò	Categoría:Política de Burkina Faso
Ẹ̀ka:Ìṣèlú ilẹ̀ Swásílándì	Categoría:Política de Suazilandia
Ẹ̀ka:Ìṣèlú ilẹ̀ Côte d'Ivoire	Categoría:Política de Costa de Marfil
Ẹ̀ka:Ìtàn ilẹ̀ Gàbọ̀n	Categoría:Historia de Gabón
Ẹ̀ka:Ìtàn ilẹ̀ Ẹritrẹ́à	Categoría:Historia de Eritrea
Ẹ̀ka:Ìtàn ilẹ̀ Tùnísíà	Categoría:Historia de Túnez
Ẹ̀ka:Iṣẹ́ Ológun ilẹ̀ Nàìjíríà	Categoría:Fuerzas armadas de Nigeria
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Gúúsù Áfríkà	Categoría:Premios Nobel de Sudáfrica
Ẹ̀ka:Ṣèíhẹ́lẹ́sì	Categoría:Seychelles
Ẹ̀ka:Siẹrra Léònè	Categoría:Sierra Leona
Ẹ̀ka:Sìmbábúè	Categoría:Zimbabue
Ẹ̀ka:Ìṣegbéringbérin	Categoría:Magnetismo
Àdàkọ:Country data Yugoslavia	Plantilla:Geodatos Yugoslavia
Ẹ̀ka:Àwọn tó gba ẹ̀ṣọ́ Òlímpíkì fún Ethiópíà	Categoría:Medallistas olímpicos de Etiopía
Ẹ̀ka:Sòmálíà	Categoría:Somalia
Ẹ̀ka:Gúúsù Sudan	Categoría:Sudán del Sur
Ẹ̀ka:Chad	Categoría:Chad
Ẹ̀ka:Ùgándà	Categoría:Uganda
Ẹ̀ka:Orílẹ̀-èdè Olómìnira Àrin Áfríkà	Categoría:República Centroafricana
Àdàkọ:Mesozoic Footer	Plantilla:Mesozoico horizontal
Ẹ̀ka:Àwọn atòràwọ̀ gẹ́gẹ́bí orílẹ̀-èdè	Categoría:Astrónomos por país
Ẹ̀ka:Àwọn ìpínsábẹ́ ilẹ̀ Nàìjíríà	Categoría:Organización territorial de Nigeria
Ẹ̀ka:Ìṣeékàsí	Categoría:Responsabilidad
Ẹ̀ka:Àwọn ọbalúayé Rómù	Categoría:Emperadores romanos
Ẹ̀ka:Àwọn Gríìkì	Categoría:Griegos
Ẹ̀ka:Àwọn ará Nàìjíríà	Categoría:Nigerianos
Ẹ̀ka:Àwọn ènìyàn ará Nọ́rwèy	Categoría:Noruegos
Ẹ̀ka:Àwọn ará New Zealand	Categoría:Neozelandeses
Ẹ̀ka:Àwọn ará Kòréà Gúúsù	Categoría:Surcoreanos
Ẹ̀ka:Àwọn ará Lẹ́bánọ́nì	Categoría:Libaneses
Ẹ̀ka:Àwọn ènìyàn ará Románíà	Categoría:Rumanos
Ẹ̀ka:100 SK	Categoría:100 a. C.
Ẹ̀ka:Àwọn ará Mòrókò	Categoría:Marroquíes
Ẹ̀ka:Àwọn ará Benin	Categoría:Benineses
Ẹ̀ka:Àwọn ará Bẹ̀lárùs	Categoría:Bielorrusos
Ẹ̀ka:Ẹ̀rúndún 1k SK	Categoría:I milenio a. C.
Ẹ̀ka:Àwọn ará Bòlífíà	Categoría:Bolivianos
Ẹ̀ka:Àwọn ará Bùrkínà Fasò	Categoría:Burkineses
Ẹ̀ka:Àwọn ará Brasil	Categoría:Brasileños
Ẹ̀ka:Àwọn ará Sáúdí Arábíà	Categoría:Saudíes
Ẹ̀ka:Àwọn ará Lùsíà Mímọ́	Categoría:Santalucianos
Ẹ̀ka:Àwọn ènìyàn ará Sùrìnámì	Categoría:Surinameses
Ẹ̀ka:Àwọn ará Swídìn	Categoría:Suecos
Ẹ̀ka:Àwọn ènìyàn ará Slofákíà	Categoría:Eslovacos
Ẹ̀ka:Àwọn ará Ẹ́mírétì Árábù Aparapọ̀	Categoría:Emiratenses
Ẹ̀ka:Àwọn ará Argẹntínà	Categoría:Argentinos
Ẹ̀ka:Àwọn ará Àlgéríà	Categoría:Argelinos
Ẹ̀ka:Àwọn ará Ántígúà àti Bàrbúdà	Categoría:Antiguanos
Ẹ̀ka:Àwọn ará Estóníà	Categoría:Estonios
Ẹ̀ka:Àwọn ará Ethiópíà	Categoría:Etíopes
Ẹ̀ka:Ìjọba ilẹ̀ Síríà	Categoría:Gobierno de Siria
Ẹ̀ka:Àwọn ará Ùsbẹ̀kìstán	Categoría:Uzbekos
Ẹ̀ka:Àwọn ènìyàn ará Ìrák	Categoría:Iraquíes
Ẹ̀ka:Àwọn ará Índíà	Categoría:Indios
Ẹ̀ka:Àwọn ará Japan	Categoría:Japoneses
Ẹ̀ka:Àwọn ará Guinea Alágedeméjì	Categoría:Ecuatoguineanos
Ẹ̀ka:Àwọn ará Orílẹ̀-èdè Olómìnira Àrin Áfríkà	Categoría:Centroafricanos
Ẹ̀ka:Àwọn ará Chad	Categoría:Chadianos
Ẹ̀ka:Àwọn ará Cape Verde	Categoría:Caboverdianos
Ẹ̀ka:Àwọn ará Kánádà	Categoría:Canadienses
Ẹ̀ka:Àwọn ará Kẹ́nyà	Categoría:Kenianos
Ẹ̀ka:Àwọn ará Côte d'Ivoire	Categoría:Marfileños
Ẹ̀ka:Àwọn ará Orílẹ̀-èdè Olómìnira ilẹ̀ Kóngò	Categoría:Congoleños de la República del Congo
Ẹ̀ka:Àwọn ará Tànsáníà	Categoría:Tanzanos
Ẹ̀ka:Àwọn ará Tógò	Categoría:Togoleses
Ẹ̀ka:356 SK	Categoría:356 a. C.
Ẹ̀ka:384 SK	Categoría:384 a. C.
Ẹ̀ka:Tíátà	Categoría:Teatro
Ẹ̀ka:44 SK	Categoría:44 a. C.
Àdàkọ:Country data Kosovo	Plantilla:Geodatos Kosovo
Ẹ̀ka:Àwọn ará Fínlándì	Categoría:Finlandeses
Ẹ̀ka:Àwọn akọrin gẹ́gẹ́bí ìjẹ́ọmọorílẹ̀-èdè	Categoría:Cantantes por país
Ẹ̀ka:Àwọn oníṣòwò	Categoría:Empresarios
Ẹ̀ka:63 SK	Categoría:63 a. C.
Ẹ̀ka:69 SK	Categoría:69 a. C.
Ẹ̀ka:Àwọn aláwàdà	Categoría:Comediantes
Ẹ̀ka:Àwọn Alákòóso Àgbà ilẹ̀ Brítánì	Categoría:Primeros ministros del Reino Unido
Ẹ̀ka:Àwọn agbábọ́ọ̀lù-ẹlẹ́sẹ̀ ará Brasil	Categoría:Futbolistas de Brasil
Ẹ̀ka:MPEG	Categoría:MPEG
Ẹ̀ka:Filipínì	Categoría:Filipinas
Àdàkọ:Country data Mauritania	Plantilla:Geodatos Mauritania
Ẹ̀ka:Àwọn ibi oníṣeọ̀rọ̀ayéijọ́un ní Ẹ́gíptì	Categoría:Yacimientos arqueológicos de Egipto
Àdàkọ:Country data American Samoa	Plantilla:Geodatos Samoa Americana
Ẹ̀ka:Àwọn akọrin ará Brítánì	Categoría:Cantantes del Reino Unido
Ẹ̀ka:Àwọn akọrin ará Indonésíà	Categoría:Cantantes de Indonesia
Àdàkọ:Country data Cook Islands	Plantilla:Geodatos Islas Cook
Ẹ̀ka:User nl	Categoría:Wikipedia:Wikipedistas con conocimientos de neerlandés
Àdàkọ:Country data Sudan	Plantilla:Geodatos Sudán
Ẹ̀ka:Oníṣe no	Categoría:Wikipedia:Wikipedistas con conocimientos de noruego
Ẹ̀ka:Àwọn Ọba ilẹ̀ Bẹ́ljíọ̀m	Categoría:Monarcas de Bélgica
Ẹ̀ka:Àwọn Ọba ilẹ̀ Swídìn	Categoría:Reyes de Suecia
Ẹ̀ka:Àwọn ọba ilẹ̀ Tháílàndì	Categoría:Reyes de Tailandia
Ẹ̀ka:Òfin àdáni ìmọ̀	Categoría:Propiedad intelectual
Ẹ̀ka:Àwọn kọ̀nkọ̀	Categoría:Anura
Ẹ̀ka:Arméníà	Categoría:Armenia
Ẹ̀ka:Àwọn agbábọ́ọ̀lù alápẹ̀rẹ̀ ará Amẹ́ríkà	Categoría:Baloncestistas de Estados Unidos
Ẹ̀ka:Bhùtán	Categoría:Bután
Ẹ̀ka:Àwọn tẹ́lískópù	Categoría:Telescopios
Ẹ̀ka:Àwọn akọewì ará Ilẹ̀gẹ̀ẹ́sì	Categoría:Poetas de Inglaterra
Ẹ̀ka:Àwọn ìbáṣepọ̀ káríayé	Categoría:Relaciones internacionales
Àdàkọ:Country data Antigua and Barbuda	Plantilla:Geodatos Antigua y Barbuda
Ẹ̀ka:Àwọn òṣeré tẹlifísàn gẹ́gẹ́bí ọmọorílẹ̀-èdè	Categoría:Actores de televisión por país
Ẹ̀ka:Àwọn òṣeré ará Brítánì	Categoría:Actores de Reino Unido
Ẹ̀ka:Àwọn orílẹ̀-èdè tẹ́lẹ̀ ní Áfríkà	Categoría:Estados desaparecidos de África
Ẹ̀ka:Ìnáwó	Categoría:Finanzas
Ẹ̀ka:Àwọn Ààrẹ ilẹ̀ Írẹ́lándì	Categoría:Presidentes de Irlanda
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Japan	Categoría:Premios Nobel de Japón
Ẹ̀ka:Súlfúrù	Categoría:Azufre
Ẹ̀ka:Ibùdó Òfurufú Akáríayé	Categoría:Estación Espacial Internacional
Ẹ̀ka:Àwọn Ààrẹ ilẹ̀ Sùrìnámì	Categoría:Presidentes de Surinam
Ẹ̀ka:Tẹlifísàn	Categoría:Televisión
Ẹ̀ka:Àwọn Fáráò	Categoría:Faraones
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Brítánì	Categoría:Premios Nobel de Reino Unido
Ẹ̀ka:Síríà	Categoría:Siria
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1945	Categoría:Fallecidos en 1945
Ẹ̀ka:Ẹ̀wádún 100	Categoría:Años 100
Ẹ̀ka:Ẹ̀wádún 10	Categoría:Años 10
Ẹ̀ka:Bọ́ọ̀lù-alápẹ̀rẹ̀	Categoría:Baloncesto
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Kánádà	Categoría:Premios Nobel de Canadá
Ẹ̀ka:Ẹ̀wádún 110	Categoría:Años 110
Ẹ̀ka:Ẹ̀wádún 1060	Categoría:Años 1060
Ẹ̀ka:Ẹ̀wádún 1140	Categoría:Años 1140
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1963	Categoría:Fallecidos en 1963
Ẹ̀ka:Ẹ̀wádún 120	Categoría:Años 120
Ẹ̀ka:Mir	Categoría:Programa de la Mir
Ẹ̀ka:Ẹ̀wádún 1320	Categoría:Años 1320
Ẹ̀ka:Ẹ̀wádún 1370	Categoría:Años 1370
Ẹ̀ka:Ẹ̀wádún 130	Categoría:Años 130
Ẹ̀ka:1833	Categoría:1833
Ẹ̀ka:Àwọn ará Bẹ́ljíọ̀m	Categoría:Belgas
Ẹ̀ka:Ẹ̀wádún 1380	Categoría:Años 1380
Ẹ̀ka:Ẹ̀wádún 1390	Categoría:Años 1390
Ẹ̀ka:Ẹ̀wádún 140	Categoría:Años 140
Ẹ̀ka:Ẹ̀wádún 1430	Categoría:Años 1430
Ẹ̀ka:Ẹ̀wádún 1550	Categoría:Años 1550
Ẹ̀ka:1832	Categoría:1832
Ẹ̀ka:Ẹ̀wádún 160	Categoría:Años 160
Ẹ̀ka:Ẹ̀wádún 1660	Categoría:Años 1660
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Índíà	Categoría:Premios Nobel de India
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1930	Categoría:Fallecidos en 1930
Ẹ̀ka:Ẹ̀wádún 1740	Categoría:Años 1740
Ẹ̀ka:Ẹ̀wádún 190	Categoría:Años 190
Ẹ̀ka:Ẹ̀wádún 1840	Categoría:Años 1840
Ẹ̀ka:Ẹ̀wádún 200	Categoría:Años 200
Ẹ̀ka:Ẹ̀wádún 20	Categoría:Años 20
Ẹ̀ka:Ẹ̀wádún 260	Categoría:Años 260
Ẹ̀ka:Ẹ̀wádún 220	Categoría:Años 220
Ẹ̀ka:Ẹ̀wádún 230	Categoría:Años 230
Ẹ̀ka:Ẹ̀wádún 340	Categoría:Años 340
Ẹ̀ka:Ẹ̀wádún 320	Categoría:Años 320
Ẹ̀ka:Ẹ̀wádún 30	Categoría:Años 30
Ẹ̀ka:Ẹ̀wádún 490	Categoría:Años 490
Ẹ̀ka:Ẹ̀wádún 500	Categoría:Años 500
Ẹ̀ka:Ẹ̀wádún 50	Categoría:Años 50
Ẹ̀ka:Ẹ̀wádún 60	Categoría:Años 60
Ẹ̀ka:Ẹ̀wádún 580	Categoría:Años 580
Ẹ̀ka:Ẹ̀wádún 540	Categoría:Años 540
Ẹ̀ka:1822	Categoría:1822
Ẹ̀ka:Ẹ̀wádún 70	Categoría:Años 70
Ẹ̀ka:Ẹ̀wádún 690	Categoría:Años 690
Ẹ̀ka:Ẹ̀wádún 670	Categoría:Años 670
Ẹ̀ka:Ẹ̀wádún 90	Categoría:Años 90
Ẹ̀ka:Ẹ̀wádún 850	Categoría:Años 850
Ẹ̀ka:Ẹ̀wádún 810	Categoría:Años 810
Ẹ̀ka:Ẹ̀wádún 840	Categoría:Años 840
Ẹ̀ka:Ẹ̀wádún 940	Categoría:Años 940
Ẹ̀ka:Ẹ̀wádún 950	Categoría:Años 950
Ẹ̀ka:Ẹ̀wádún 990	Categoría:Años 990
Ẹ̀ka:Kérésìmesì	Categoría:Navidad
Ẹ̀ka:Ọ̀rúndún 1k	Categoría:Siglo I
Ẹ̀ka:Ọ̀rúndún 14k	Categoría:Siglo XIV
Ẹ̀ka:Àwọn ọ̀rúndún	Categoría:Siglos
Ẹ̀ka:Ọ̀rúndún 13k	Categoría:Siglo XIII
Ẹ̀ka:Ọ̀rúndún 16k	Categoría:Siglo XVI
Ẹ̀ka:Ọ̀rúndún 12k	Categoría:Siglo XII
Ẹ̀ka:Ọ̀rúndún 2k	Categoría:Siglo II
Ẹ̀ka:Ọ̀rúndún 4k	Categoría:Siglo IV
Ẹ̀ka:Ọ̀rúndún 5k	Categoría:Siglo V
Ẹ̀ka:Ọ̀rúndún 18k	Categoría:Siglo XVIII
Ẹ̀ka:Ọ̀rúndún 6k	Categoría:Siglo VI
Ẹ̀ka:Ọ̀rúndún 8k	Categoría:Siglo VIII
Ẹ̀ka:Creative Commons	Categoría:Creative Commons
Ẹ̀ka:Ẹ̀rúndún 2k	Categoría:II milenio
Ẹ̀ka:Ẹ̀rúndún 1k	Categoría:I milenio
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 43 SK	Categoría:Fallecidos en 43 a. C.
Ẹ̀ka:Àwọn ìladò	Categoría:Canales
Ẹ̀ka:Ọ̀rúndún 4k SK	Categoría:Siglo IV a. C.
Ẹ̀ka:Jàgídíjàgan	Categoría:Violencia
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel nínú Ìwòsàn	Categoría:Premio Nobel de Fisiología o Medicina
Ẹ̀ka:Àwọn òṣeré orí-ìtàgé ará Amẹ́ríkà	Categoría:Actores de teatro de Estados Unidos
Ẹ̀ka:Àwọn ènìyàn ará Vietnam	Categoría:Vietnamitas
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Rọ́síà	Categoría:Premios Nobel de Rusia
Ẹ̀ka:Àwọn arìnlófurufú ará Amẹ́ríkà	Categoría:Astronautas de Estados Unidos
Ẹ̀ka:Àwọn ọ̀ni	Categoría:Crocodilia
Ẹ̀ka:Àwọn eléré orí pápá ará Amẹ́ríkà	Categoría:Atletas de Estados Unidos
Ẹ̀ka:1829	Categoría:1829
Ẹ̀ka:Àwọn olùkọ̀wé ará Nàìjíríà	Categoría:Escritores de Nigeria
Ẹ̀ka:Àwọn nọ́mbà odidi	Categoría:Números enteros
Ẹ̀ka:Àwọn olóṣèlú ará Nàìjíríà	Categoría:Políticos de Nigeria
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Austríà	Categoría:Premios Nobel de Austria
Ẹ̀ka:Àwọn olóṣèlú ará Amẹ́ríkà	Categoría:Políticos de Estados Unidos
Ẹ̀ka:Àwọn ará Kàmbódíà	Categoría:Camboyanos
Ẹ̀ka:Àwọn ará Jamáíkà	Categoría:Jamaiquinos
Ẹ̀ka:Àwọn ará Tóngà	Categoría:Tonganos
Ẹ̀ka:Àwọn ará Nikarágúà	Categoría:Nicaragüenses
Ẹ̀ka:Àwọn ará Pakístàn	Categoría:Pakistaníes
Ẹ̀ka:Àwọn Filipínò	Categoría:Filipinos
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1988	Categoría:Fallecidos en 1988
Ẹ̀ka:Àwọn olóṣèlú ará Ẹ̀kùàdọ̀r	Categoría:Políticos de Ecuador
Ẹ̀ka:Àwọn ará Rọ́síà	Categoría:Rusos
Ẹ̀ka:Àwọn ará Skọ́tlándì	Categoría:Escoceses
Ẹ̀ka:Àwọn olóṣèlú ará Itálíà	Categoría:Políticos de Italia
Ẹ̀ka:Àwọn ará Arméníà	Categoría:Armenios
Ẹ̀ka:Àwọn ènìyàn ará Indonésíà	Categoría:Indonesios
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Dẹ́nmárkì	Categoría:Premios Nobel de Dinamarca
Ẹ̀ka:Àwọn ènìyàn ará Amẹ́ríkà gẹ́gẹ́bí ìdawọ́bò	Categoría:Estadounidenses por actividad
Ẹ̀ka:Àwọn eléré-ìdárayá ará Amẹ́ríkà	Categoría:Deportistas de Estados Unidos
Ẹ̀ka:Àwọn ará Kòréà	Categoría:Coreanos
Ẹ̀ka:Àwọn aṣesáyẹ́nsì olóṣèlú ará Amẹ́ríkà	Categoría:Politólogos de Estados Unidos
Ẹ̀ka:Àwọn Tsẹ́kì	Categoría:Checos
Ẹ̀ka:Àwọn ènìyàn ará Perú	Categoría:Peruanos
Ẹ̀ka:Àwọn ará Mẹ́ksíkò	Categoría:Mexicanos
Ẹ̀ka:Àwọn ará Kàríbẹ́ánì	Categoría:Caribeños
Ẹ̀ka:Àwọn ará Kroatíà	Categoría:Croatas
Ẹ̀ka:Àwọn ará Tháílàndì	Categoría:Tailandeses
Ẹ̀ka:Àwọn ẹgbẹ́ kọ́múnístì	Categoría:Partidos comunistas
Ẹ̀ka:Àwọn ará Làìbéríà	Categoría:Liberianos
Ẹ̀ka:Àwọn ará Túrkì	Categoría:Turcos
Ẹ̀ka:Àwọn ènìyàn ará Írẹ́lándì	Categoría:Irlandeses
Ẹ̀ka:Àwọn amòye ará Jẹ́mánì	Categoría:Filósofos de Alemania
Ẹ̀ka:Àwọn amòye ará Itálíà	Categoría:Filósofos de Italia
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1823	Categoría:Fallecidos en 1823
Ẹ̀ka:Àwọn agbábọ́ọ̀lù-ẹlẹ́sẹ̀ ará Nàìjíríà	Categoría:Futbolistas de Nigeria
Ẹ̀ka:Àwọn agbábọ́ọ̀lù-ẹlẹ́sẹ̀ ará Mòrókò	Categoría:Futbolistas de Marruecos
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Fránsì	Categoría:Premios Nobel de Francia
Ẹ̀ka:Júpítérì	Categoría:Júpiter
Ẹ̀ka:Àwọn ọjọ́ìbí ní 384 SK	Categoría:Nacidos en 384 a. C.
Ẹ̀ka:Àwọn ástẹ́rọ́ìdì	Categoría:Asteroides
Ẹ̀ka:Trigonomẹ́trì	Categoría:Trigonometría
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Jẹ́mánì	Categoría:Premios Nobel de Alemania
Ẹ̀ka:Ẹ̀wádún 200 SK	Categoría:Años 200 a. C.
Ẹ̀ka:Ẹ̀wádún 190 SK	Categoría:Años 190 a. C.
Ẹ̀ka:Ẹ̀wádún 300 SK	Categoría:Años 300 a. C.
Ẹ̀ka:Ẹ̀wádún 390 SK	Categoría:Años 390 a. C.
Ẹ̀ka:Ẹ̀wádún 360 SK	Categoría:Años 360 a. C.
Ẹ̀ka:Ẹ̀wádún 40 SK	Categoría:Años 40 a. C.
Ẹ̀ka:Ẹ̀wádún 460 SK	Categoría:Años 460 a. C.
Ẹ̀ka:Ẹ̀wádún 60 SK	Categoría:Años 60 a. C.
Ẹ̀ka:Ẹ̀wádún 90 SK	Categoría:Años 90 a. C.
Ẹ̀ka:Àwọn aláwàdà ará Amẹ́ríkà	Categoría:Humoristas de Estados Unidos
Ẹ̀ka:1701	Categoría:1701
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1809	Categoría:Fallecidos en 1809
Ẹ̀ka:1821	Categoría:1821
Ẹ̀ka:1825	Categoría:1825
Ẹ̀ka:Àwọn àsìá oníbínibí	Categoría:Banderas nacionales
Ẹ̀ka:1828	Categoría:1828
Ẹ̀ka:1837	Categoría:1837
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1838	Categoría:Nacidos en 1838
Ẹ̀ka:1841	Categoría:1841
Ẹ̀ka:1850	Categoría:1850
Ẹ̀ka:Ìṣeọ̀rọ̀oríilẹ̀ onítàn	Categoría:Geología histórica
Ẹ̀ka:Òṣùnwọ̀n àsìkò ìṣeọ̀rọ̀oríilẹ̀	Categoría:Escala de tiempos geológicos
Ẹ̀ka:1867	Categoría:1867
Ẹ̀ka:1873	Categoría:1873
Ẹ̀ka:1878	Categoría:1878
Ẹ̀ka:1896	Categoría:1896
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1924	Categoría:Fallecidos en 1924
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1960	Categoría:Fallecidos en 1960
Ẹ̀ka:1963	Categoría:1963
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1981	Categoría:Fallecidos en 1981
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1999	Categoría:Fallecidos en 1999
Ẹ̀ka:2012	Categoría:2012
Ẹ̀ka:5 SK	Categoría:5 a. C.
Ẹ̀ka:Àwọn apilẹ̀sẹ̀ kẹ́míkà	Categoría:Elementos químicos
Ẹ̀ka:Àwọn olóṣèlú ará Ghánà	Categoría:Políticos de Ghana
Ẹ̀ka:Àwọn ọjọ́ìbí ní 100 SK	Categoría:Nacidos en 100 a. C.
Ẹ̀ka:Àwọn oníṣòwò ará Amẹ́ríkà	Categoría:Empresarios de Estados Unidos
Ẹ̀ka:Àwọn amòye ará Ilẹ̀gẹ̀ẹ́sì	Categoría:Filósofos de Inglaterra
Ẹ̀ka:Àwọn amòye ará Rọ́síà	Categoría:Filósofos de Rusia
Ẹ̀ka:Àwọn amòye ará Fránsì	Categoría:Filósofos de Francia
Ẹ̀ka:Àwọn amòye ará Amẹ́ríkà	Categoría:Filósofos de Estados Unidos
Ẹ̀ka:Àwọn olóṣèlú ilẹ̀ Perú	Categoría:Políticos de Perú
Ẹ̀ka:200 SK	Categoría:200 a. C.
Ẹ̀ka:Àwọn onímọ̀sáyẹ́nsì	Categoría:Científicos
Ẹ̀ka:Àwọn ẹlẹ́bùn Akádẹ́mì Obìnrin Òṣeré Dídárajùlọ 1k	Categoría:Ganadoras del premio Óscar a la mejor actriz
Ẹ̀ka:Àwọn ẹlẹ́bùn Akádẹ́mì Okùnrin Òṣeré Dídárajùlọ 1k	Categoría:Ganadores del premio Óscar al mejor actor
Ẹ̀ka:Àwọn òṣeré fílmù gẹ́gẹ́bí ọmọorílẹ̀-èdè	Categoría:Actores de cine por país
Ẹ̀ka:Àwọn òṣeré fílmù ará Fránsì	Categoría:Actores de cine de Francia
Ẹ̀ka:495 SK	Categoría:495 a. C.
Ẹ̀ka:Àwọn ẹlẹ́bùn Akádẹ́mì Obìnrin Òṣeré Dídárajùlọ 2k	Categoría:Ganadoras del premio Óscar a la mejor actriz de reparto
Ẹ̀ka:Ìfòyemọ̀	Categoría:Abstracción
Ẹ̀ka:New Delhi	Categoría:Nueva Delhi
Ẹ̀ka:Àwọn àyọkà dáradára	Categoría:Wikipedia:Artículos buenos
Ẹ̀ka:309 SK	Categoría:309 a. C.
Ẹ̀ka:469 SK	Categoría:469 a. C.
Ẹ̀ka:460 SK	Categoría:460 a. C.
Ẹ̀ka:Ẹ̀bùn Nobel	Categoría:Premio Nobel
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel gẹ́gẹ́bí ọmọ orílẹ̀-èdè	Categoría:Premios Nobel por país
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel ará Amẹ́ríkà	Categoría:Premios Nobel de Estados Unidos
Ẹ̀ka:367 SK	Categoría:367 a. C.
Ẹ̀ka:Àwọn ọjọ́ìbí ní ọ̀rúndún 2k SK	Categoría:Nacidos en el siglo II a. C.
Ẹ̀ka:Ọ̀rúndún 5k SK	Categoría:Siglo V a. C.
Ẹ̀ka:Ọ̀rúndún 15k	Categoría:Siglo XV
Ẹ̀ka:Àwọn ọjọ́ìbí ní ọ̀rúndún 16k SK	Categoría:Nacidos en el siglo XVI a. C.
Ẹ̀ka:Àwọn ọjọ́aláìsí ní ọ̀rúndún 17k	Categoría:Fallecidos en el siglo XVII
Ẹ̀ka:Àwọn ọjọ́aláìsí ní ọ̀rúndún 20k	Categoría:Fallecidos en el siglo XX
Ẹ̀ka:Ìṣèlú ilẹ̀ Sámbíà	Categoría:Política de Zambia
Ẹ̀ka:Ìtàn ilẹ̀ Guinea	Categoría:Historia de Guinea
Ẹ̀ka:Ìtàn ilẹ̀ Làìbéríà	Categoría:Historia de Liberia
Ẹ̀ka:Ìtàn ilẹ̀ Mọ́rísì	Categoría:Historia de Mauricio
Ẹ̀ka:Ìtàn ilẹ̀ Chad	Categoría:Historia de Chad
Ẹ̀ka:Kòréà Àríwá	Categoría:Corea del Norte
Ẹ̀ka:Georgia	Categoría:Georgia
Ẹ̀ka:Kàmbódíà	Categoría:Camboya
Ẹ̀ka:Àwọn ará Gùyánà	Categoría:Guyaneses
Ẹ̀ka:Àwọn ará Guinea	Categoría:Guineanos de Guinea
Ẹ̀ka:Àwọn ará Gúúsù Áfríkà	Categoría:Sudafricanos
Ẹ̀ka:Àwọn ará Líbyà	Categoría:Libios
Ẹ̀ka:Àwọn ará Erékùṣù Marshall	Categoría:Marshaleses
Ẹ̀ka:Àwọn ará Bárbádọ̀s	Categoría:Barbadenses
Ẹ̀ka:Àwọn ará Bhùtán	Categoría:Butaneses
