Aprika	África
Padron:Country data Wallis and Futuna	Plantilla:Geodatos Wallis y Futuna
Padron:Country data Pitcairn Islands	Plantilla:Geodatos Islas Pitcairn
Padron:Country data American Samoa	Plantilla:Geodatos Samoa Americana
Kategorya:Mga mang-aawit mula sa Suwesya	Categoría:Cantantes de Suecia
Kategorya:Mga mang-aawit mula sa Arhentina	Categoría:Cantantes de Argentina
Kategorya:Mga bayan at lungsod sa Newfoundland at Labrador	Categoría:Localidades de Terranova y Labrador
Kategorya:Mga mang-aawit mula sa Britanya	Categoría:Cantantes del Reino Unido
Kategorya:Mga mang-aawit mula sa Tsile	Categoría:Cantantes de Chile
Kategorya:Mga mang-aawit mula sa Kolombiya	Categoría:Cantantes de Colombia
Kategorya:Mga mang-aawit mula sa Pransiya	Categoría:Cantantes de Francia
Kategorya:Mga mang-aawit mula sa Pilipinas	Categoría:Cantantes de Filipinas
Kategorya:Mga lahi ng asong galing sa Asya	Categoría:Razas de perro de Asia
Kategorya:User nl	Categoría:Wikipedia:Wikipedistas con conocimientos de neerlandés
Kategorya:User nn-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de nynorsk noruego
Kategorya:User no	Categoría:Wikipedia:Wikipedistas con conocimientos de noruego
Kategorya:Mga lahi ng asong galing sa Belgium	Categoría:Razas de perro de Bélgica
Kategorya:Mga siyentipiko mula sa Russia	Categoría:Científicos de Rusia
Kategorya:Mga siyentipiko mula sa Estados Unidos	Categoría:Científicos de Estados Unidos
Kategorya:Mga siyentipiko mula sa Eskosya	Categoría:Científicos de Escocia
Kategorya:Mga asong Europeo	Categoría:Razas de perro de Europa
Kategorya:Mga siyentipiko mula sa Italya	Categoría:Científicos de Italia
Kategorya:User zh-1	Categoría:Wikipedia:Wikipedistas con nivel básico de chino
Kategorya:Bubuyog	Categoría:Anthophila
Kategorya:Mga eskolar at akademiko	Categoría:Estudiosos y académicos
Kategorya:Mga batas ng konserbasyon	Categoría:Leyes de conservación
Kategorya:Mga Hari ng Taylandiya	Categoría:Reyes de Tailandia
Kategorya:Batas internasyonal	Categoría:Derecho internacional
Kategorya:Batas ng Republikang Popular ng Tsina	Categoría:Derecho de China
Kategorya:Batas pangkrimen	Categoría:Derecho penal
Kategorya:Batas sa Roma	Categoría:Derecho romano
Kategorya:Palaka	Categoría:Anura
Kategorya:Mga mandudula mula sa Rusya	Categoría:Dramaturgos de Rusia
Kategorya:Leporidae	Categoría:Leporidae
Kategorya:Araling Europeo	Categoría:Estudios europeos
Kategorya:Araling pangkasarian	Categoría:Estudios de género
Kategorya:Araling pampook	Categoría:Estudios de área
Kategorya:Araling pang-agham at panteknolohiya	Categoría:Ciencia, tecnología y sociedad
Kategorya:Araling pagkamakabansa	Categoría:Estudios sobre el nacionalismo
Kategorya:Tambol	Categoría:Tambores
Kategorya:Japanese television dramas	Categoría:Doramas
Kategorya:Mga uri ng lila	Categoría:Violeta
Kategorya:Mga pangkat etniko sa Asya	Categoría:Etnias de Asia
Kategorya:Mga banda mula sa Estados Unidos	Categoría:Grupos de música de Estados Unidos
Kategorya:Mga Alemang manggagamot	Categoría:Médicos de Alemania
Kategorya:Armenya	Categoría:Armenia
Kategorya:Bahrain	Categoría:Baréin
Kategorya:Mga basketbolistang Amerikano	Categoría:Baloncestistas de Estados Unidos
Kategorya:Bhutan	Categoría:Bután
Kategorya:Mga makata mula sa Estados Unidos	Categoría:Poetas de Estados Unidos
Kategorya:Mga pisikong Aleman	Categoría:Físicos de Alemania
Kategorya:Anatomiya ng tao	Categoría:Anatomía humana
Kategorya:Terorismo	Categoría:Terrorismo
Kategorya:Panganganak	Categoría:Parto
Kategorya:Mga imbentor mula sa Rusya	Categoría:Inventores de Rusia
Kategorya:Mga siyentipiko mula sa India	Categoría:Científicos de la India
Kategorya:Bagong Taon	Categoría:Celebraciones de Año Nuevo
Kategorya:Mga biyologong Indiano	Categoría:Biólogos de la India
Padron:Country data French Polynesia	Plantilla:Geodatos Polinesia Francesa
Kategorya:Mga matematikong Indiano	Categoría:Matemáticos de India
Kategorya:Ugnayang internasyonal	Categoría:Relaciones internacionales
Padron:Country data Antigua and Barbuda	Plantilla:Geodatos Antigua y Barbuda
Padron:Country data Gambia	Plantilla:Geodatos Gambia
Kategorya:Mga artista mula sa Rusya	Categoría:Actores de Rusia
Kategorya:Mga artista mula sa Mehiko	Categoría:Actores de México
Kategorya:Patimpalak ng kagandahan ayon sa bansa	Categoría:Concursos de belleza por país
Kategorya:Mga imbensiyon	Categoría:Inventos
Kategorya:Pagtatasa	Categoría:Evaluación
Kategorya:Narsing	Categoría:Enfermería
Kategorya:Ergonomiks	Categoría:Ergonomía
Padron:Country data Antarctica	Plantilla:Geodatos Antártida
Kategorya:Persepsiyon	Categoría:Percepción
Kategorya:Pagsusuri	Categoría:Análisis
Kategorya:Mga artista mula sa Pilipinas	Categoría:Actores de Filipinas
Kategorya:Mga dating bansa sa Aprika	Categoría:Estados desaparecidos de África
Kategorya:Demonolohiya	Categoría:Demonología
Kategorya:Agham at teknolohiya sa Hapon	Categoría:Ciencia y tecnología de Japón
Kategorya:Reproduksiyon	Categoría:Reproducción
Kategorya:Mga guro	Categoría:Educadores
Kategorya:Pagkalipol	Categoría:Extinción
Kategorya:Ehersisyo	Categoría:Ejercicio físico
Kategorya:Pagsulat	Categoría:Escritura
Kategorya:Aktibismo	Categoría:Activismo
Kategorya:Pagbabagong panlipunan	Categoría:Desarrollo social
Kategorya:Relihiyon ng Sinaunang Ehipto	Categoría:Religión del Antiguo Egipto
Kategorya:Paghuhubog ng katawan	Categoría:Culturismo
Kategorya:Politika ng Europa	Categoría:Política de Europa
Kategorya:Pag-iwan sa relihiyon	Categoría:Abandono de la religión
Kategorya:Mga biyologong Ruso	Categoría:Biólogos de Rusia
Kategorya:Diskriminasyon	Categoría:Discriminación
Kategorya:Mga biyologo mula sa Pransiya	Categoría:Biólogos de Francia
Kategorya:Hukuman	Categoría:Tribunales
Kategorya:Mga pangulo ng Sudan	Categoría:Presidentes de Sudán
Kategorya:Seinen manga	Categoría:Seinen
Kategorya:Shōjo manga	Categoría:Shōjo
Kategorya:Puwang at oras	Categoría:Espacio-tiempo
Kategorya:Mga kimikong Hapones	Categoría:Químicos de Japón
Kategorya:Gitara	Categoría:Guitarras
Kategorya:Programang pangkalawakan ng Hapon	Categoría:Programa espacial de Japón
Kategorya:Mga kaganapan sa Palarong Olimpiko sa Tag-init 2012	Categoría:Deportes en los Juegos Olímpicos de Londres 2012
Kategorya:Mga pangulo ng Croatia	Categoría:Presidentes de Croacia
Kategorya:Mga matematikong Amerikano	Categoría:Matemáticos de Estados Unidos
Kategorya:Telebisyon	Categoría:Televisión
Kategorya:Mga sahing	Categoría:Resinas
Kategorya:Luglog	Categoría:Fideos
Kategorya:Super Sentai	Categoría:Super Sentai Series
Kategorya:Mga taong itinuturing na deidad	Categoría:Personas deificadas
Kategorya:Palay	Categoría:Arroz
Kategorya:Programang Luna	Categoría:Programa Luna
Kategorya:Syria	Categoría:Siria
Kategorya:Oligarkiya	Categoría:Oligarquía
Kategorya:Namatay noong 1945	Categoría:Fallecidos en 1945
Kategorya:Nilalapat na matematika	Categoría:Matemáticas aplicadas
Kategorya:Basketbol	Categoría:Baloncesto
Kategorya:Mga botaniko mula sa Italya	Categoría:Botánicos de Italia
Kategorya:Namatay noong 1963	Categoría:Fallecidos en 1963
Kategorya:Mga Belhiko	Categoría:Belgas
Kategorya:Dekada 1550	Categoría:Años 1550
Kategorya:1832	Categoría:1832
Kategorya:Dekada 1660	Categoría:Años 1660
Kategorya:Namatay noong 1930	Categoría:Fallecidos en 1930
Kategorya:Dekada 1840	Categoría:Años 1840
Kategorya:1822	Categoría:1822
Kategorya:Mga politiko ng Rusya	Categoría:Políticos de Rusia
Kategorya:Pasko	Categoría:Navidad
Kategorya:Ika-14 siglo	Categoría:Siglo XIV
Kategorya:Siglo	Categoría:Siglos
Kategorya:Ika-13 siglo	Categoría:Siglo XIII
Kategorya:Ika-16 siglo	Categoría:Siglo XVI
Kategorya:Ika-5 siglo	Categoría:Siglo V
Kategorya:Ika-18 siglo	Categoría:Siglo XVIII
Kategorya:Ika-6 siglo	Categoría:Siglo VI
Kategorya:Ika-8 siglo	Categoría:Siglo VIII
Kategorya:Nasyonalismo	Categoría:Nacionalismo
Kategorya:Ikalawang Milenyo	Categoría:II milenio
Kategorya:Rasismo	Categoría:Racismo
Kategorya:Kaligtasan	Categoría:Seguridad y salud en el trabajo
Kategorya:Kamatayan	Categoría:Muerte
Kategorya:Kapansanan	Categoría:Discapacidad
Kategorya:Karahasan	Categoría:Violencia
Kategorya:Mga nobelista mula sa Rusya	Categoría:Novelistas de Rusia
Kategorya:Embriyolohiya	Categoría:Embriología
Kategorya:Mga relihoyosong kasulatan	Categoría:Literatura religiosa
Kategorya:Politika ng Espanya	Categoría:Política de España
Kategorya:Arabya	Categoría:Arabia
Kategorya:Mga tangway	Categoría:Penínsulas
Kategorya:Mga politiko ng Espanya	Categoría:Políticos de España
Kategorya:Mga kompositor mula sa Austria	Categoría:Compositores de Austria
Kategorya:Mga pisiko mula sa Dinamarka	Categoría:Físicos de Dinamarca
Kategorya:Mga mang-aawit mula sa Espanya	Categoría:Cantantes de España
Kategorya:Mga Iraning manunulat	Categoría:Escritores de Irán
Kategorya:Imperyong Britanya	Categoría:Imperio británico
Padron:Country data North Vietnam	Plantilla:Geodatos Vietnam del Norte
Kategorya:Mga musiko mula sa Greece	Categoría:Músicos de Grecia
Kategorya:Mga musiko mula sa Norway	Categoría:Músicos de Noruega
Kategorya:Mga musiko mula sa Denmark	Categoría:Músicos de Dinamarca
Kategorya:Mga Italyanong Katoliko	Categoría:Católicos de Italia
Kategorya:Mga musiko mula sa Russia	Categoría:Músicos de Rusia
Kategorya:Mga musiko mula sa Mexico	Categoría:Músicos de México
Kategorya:Mga musiko mula sa Sweden	Categoría:Músicos de Suecia
Kategorya:Agham at teknolohiya sa Pilipinas	Categoría:Ciencia y tecnología de Filipinas
Kategorya:Mga imbentor at siyentipiko ng Pilipinas	Categoría:Científicos de Filipinas
Kategorya:Batangas	Categoría:Provincia de Batangas
Kategorya:Mga musiko mula sa Argentina	Categoría:Músicos de Argentina
Kategorya:Pangasinan	Categoría:Pangasinán
Kategorya:Pampanga	Categoría:Pampanga
Kategorya:Mga musiko mula sa Ireland	Categoría:Músicos de Irlanda
Kategorya:Mga musiko mula sa United Kingdom	Categoría:Músicos del Reino Unido
Kategorya:Mga musiko mula sa Italya	Categoría:Músicos de Italia
Kategorya:Mga musiko mula sa Chile	Categoría:Músicos de Chile
Kategorya:Mga musiko mula sa Canada	Categoría:Músicos de Canadá
Kategorya:Masbate	Categoría:Provincia de Masbate
Kategorya:Oriental Mindoro	Categoría:Mindoro Oriental
Kategorya:Mga musiko mula sa France	Categoría:Músicos de Francia
Kategorya:Laguna	Categoría:La Laguna
Kategorya:1829	Categoría:1829
Kategorya:Iloilo	Categoría:Provincia de Iloílo
Kategorya:Quezon	Categoría:Provincia de Quezon
Kategorya:Cebu	Categoría:Provincia de Cebú
Kategorya:Leyte	Categoría:Provincia de Leyte
Kategorya:Mga Ehipsiyong manunulat	Categoría:Escritores de Egipto
Kategorya:Bohol	Categoría:Bohol
Kategorya:Frankfurt	Categoría:Fráncfort del Meno
Kategorya:Mga manunulat sa Pilipinas	Categoría:Escritores de Filipinas
Kategorya:Mga dating lalawigan ng Pransiya	Categoría:Antiguas provincias de Francia
Kategorya:Hinekolohiya	Categoría:Ginecología
Kategorya:Mga lalawigan ng Pilipinas	Categoría:Provincias de Filipinas
Kategorya:Mga lalawigan ng Thailand	Categoría:Provincias de Tailandia
Kategorya:Rizal	Categoría:Provincia de Rizal
Kategorya:Viverridae	Categoría:Viverridae
Kategorya:Sikolohiyang pang-edukasyon	Categoría:Psicología educacional
Kategorya:Sikiyatriya	Categoría:Psiquiatría
Kategorya:G8	Categoría:G8
Kategorya:Mikroskopiya	Categoría:Microscopía
Kategorya:Mga politiko ng Timog Aprika	Categoría:Políticos de Sudáfrica
Kategorya:Mga taong pagala-gala	Categoría:Nomadismo
Kategorya:Mga politiko ng Alemanya	Categoría:Políticos de Alemania
Kategorya:Mga politiko ng Estados Unidos	Categoría:Políticos de Estados Unidos
Kategorya:Mga dalampasigan	Categoría:Playas
Kategorya:Mga astronomo mula sa Belhika	Categoría:Astrónomos de Bélgica
Kategorya:Mga Pilipino	Categoría:Filipinos
Kategorya:Mga pisiko mula sa Belhika	Categoría:Físicos de Bélgica
Kategorya:Mga politiko ng Algeria	Categoría:Políticos de Argelia
Kategorya:Namatay noong 1988	Categoría:Fallecidos en 1988
Kategorya:Mga Ruso	Categoría:Rusos
Kategorya:Mga politiko ng Australia	Categoría:Políticos de Australia
Kategorya:Mga politiko ng Israel	Categoría:Políticos de Israel
Kategorya:Mga politiko ng Italya	Categoría:Políticos de Italia
Kategorya:Mga tao mula sa Imperyong Akeminda	Categoría:Personas del imperio aqueménida
Kategorya:Mga Indones	Categoría:Indonesios
Kategorya:Mga Israeli	Categoría:Israelíes
Kategorya:Mga Amerikanong liping-Griyego	Categoría:Greco-estadounidenses
Kategorya:Mga Amerikanong liping-Pilipino	Categoría:Estadounidenses de ascendencia filipina
Kategorya:Mga Amerikanong liping-Irish	Categoría:Hiberno-estadounidenses
Kategorya:Mga politiko ng Pransiya	Categoría:Políticos de Francia
Kategorya:Mga Tseko	Categoría:Checos
Kategorya:Mga Peruano	Categoría:Peruanos
Kategorya:Cyperaceae	Categoría:Cyperaceae
Kategorya:Mga lungsod ng Irak	Categoría:Localidades de Irak
Kategorya:Tauhan (panitikan)	Categoría:Personajes ficticios
Kategorya:Mga Turko	Categoría:Turcos
Kategorya:Mga astronomong Italyano	Categoría:Astrónomos de Italia
Kategorya:Mga naturalistang Pranses	Categoría:Naturalistas de Francia
Kategorya:Biyoestadistika	Categoría:Bioestadística
Kategorya:Kipot	Categoría:Estrechos
Kategorya:Mga Italyanong pilosopo	Categoría:Filósofos de Italia
Kategorya:Mga imbentor mula sa Pransiya	Categoría:Inventores de Francia
Kategorya:Mga aktor mula sa Inglatera	Categoría:Actores de Inglaterra
Kategorya:System software	Categoría:Software de sistema
Kategorya:Sauropodomorpha	Categoría:Sauropodomorpha
Kategorya:Posil	Categoría:Fósiles
Kategorya:Bavaria	Categoría:Baviera
Kategorya:Namatay noong 1823	Categoría:Fallecidos en 1823
Kategorya:Musika ng Hapon	Categoría:Música de Japón
Kategorya:Musika ng Estados Unidos	Categoría:Música de Estados Unidos
Kategorya:Asteroyd	Categoría:Asteroides
Kategorya:Mga astronomo mula sa Alemanya	Categoría:Astrónomos de Alemania
Kategorya:DC Comics	Categoría:DC Comics
Kategorya:Coleoptera	Categoría:Coleoptera
Kategorya:Siluriformes	Categoría:Siluriformes
Kategorya:Mga wikang Indo-Europeo	Categoría:Lenguas indoeuropeas
Kategorya:Mga serye ng manga	Categoría:Series de manga
Kategorya:Trigonometriya	Categoría:Trigonometría
Kategorya:Mga eksplorador mula sa Irlanda	Categoría:Exploradores de Irlanda
Kategorya:Pananaw sa pagkatuto	Categoría:Psicología conductista
Kategorya:Apodiformes	Categoría:Apodiformes
Kategorya:Mga tauhan ng Naruto	Categoría:Personajes de Naruto
Kategorya:Hindi alam ang taon ng kamatayan	Categoría:Fallecidos en año desconocido
Kategorya:Hindi alam ang taon ng kapanganakan	Categoría:Nacidos en año desconocido
Kategorya:Pagkabulag	Categoría:Ceguera
Kategorya:Mga biologong Aleman	Categoría:Biólogos de Alemania
Kategorya:Mga teoriyang etikal	Categoría:Teorías éticas
Kategorya:Teoriya ng mga sistema	Categoría:Teoría de sistemas
Kategorya:Mga teoriyang pang-agham	Categoría:Teorías científicas
Kategorya:Mga pintor mula sa Britanya	Categoría:Pintores del Reino Unido
Kategorya:Mga kimiko mula sa Eskosya	Categoría:Químicos de Escocia
Kategorya:Mga taon sa Hayti	Categoría:Años en Haití
Kategorya:Mga ilang sa Asya	Categoría:Desiertos de Asia
Kategorya:Arkitektura ng Sinaunang Gresya	Categoría:Arquitectura de la Antigua Grecia
Kategorya:Mga gusali at estruktura ng Sinaunang Gresya	Categoría:Edificios y estructuras desaparecidos de Grecia
Kategorya:Mga dentista	Categoría:Odontólogos
Kategorya:Dentistriya	Categoría:Odontología
Kategorya:1701	Categoría:1701
Kategorya:1734	Categoría:1734
Kategorya:1745	Categoría:1745
Kategorya:Mga daluyan ng natural na gas	Categoría:Gasoductos
Kategorya:1789	Categoría:1789
Kategorya:Namatay noong 1809	Categoría:Fallecidos en 1809
Kategorya:1828	Categoría:1828
Kategorya:1837	Categoría:1837
Kategorya:1841	Categoría:1841
Kategorya:1850	Categoría:1850
Kategorya:Heolohiyang historikal	Categoría:Geología histórica
Kategorya:Heopisika	Categoría:Geofísica
Kategorya:1867	Categoría:1867
Kategorya:1873	Categoría:1873
Kategorya:1878	Categoría:1878
Kategorya:1896	Categoría:1896
Kategorya:Namatay noong 1924	Categoría:Fallecidos en 1924
Kategorya:Namatay noong 1960	Categoría:Fallecidos en 1960
Kategorya:1963	Categoría:1963
Kategorya:Namatay noong 1981	Categoría:Fallecidos en 1981
Kategorya:Namatay noong 1999	Categoría:Fallecidos en 1999
Kategorya:2012	Categoría:2012
Kategorya:Mga elementong kimikal	Categoría:Elementos químicos
Kategorya:Dicaeidae	Categoría:Dicaeidae
Kategorya:Hirundinidae	Categoría:Hirundinidae
Kategorya:Passeriformes	Categoría:Passeriformes
Kategorya:Politika ng Amerika	Categoría:Política de América
Kategorya:Mga anatomista	Categoría:Anatomistas
Kategorya:Mga biyologo mula sa Italya	Categoría:Biólogos de Italia
Kategorya:Mga politiko ng Hapon	Categoría:Políticos de Japón
Kategorya:Mga politiko ng Pilipinas	Categoría:Políticos de Filipinas
Kategorya:Mga politiko ng Timog Korea	Categoría:Políticos de Corea del Sur
Kategorya:Namatay noong 70 BK	Categoría:Fallecidos en 70 a. C.
Kategorya:Mga musiko mula sa Australia	Categoría:Músicos de Australia
Kategorya:Mga siyentipiko mula sa Netherlands	Categoría:Científicos de los Países Bajos
Kategorya:Ipinanganak noong 120 BCE	Categoría:Nacidos en 120 a. C.
Kategorya:Mga okupasyong panrelihiyon	Categoría:Ocupaciones religiosas
Kategorya:Mga pilosopong Amerikano	Categoría:Filósofos de Estados Unidos
Kategorya:Mga henetista	Categoría:Genetistas
Kategorya:Mga pisiko mula sa Estados Unidos	Categoría:Físicos de Estados Unidos
Padron:Country data Lithuanian SSR	Plantilla:Geodatos RSS de Lituania
Padron:Country data Latvian SSR	Plantilla:Geodatos RSS de Letonia
Kategorya:Autobiograpiya	Categoría:Autobiografías
Kategorya:Mga mang-aawit mula sa Australia	Categoría:Cantantes de Australia
Kategorya:Mga batang Amerikanong mang-aawit	Categoría:Cantantes infantiles de Estados Unidos
Kategorya:Mga mang-aawit mula sa Timog Korea	Categoría:Cantantes de Corea del Sur
Kategorya:Mga mang-aawit mula sa Portoriko	Categoría:Cantantes de Puerto Rico
Kategorya:215 BK	Categoría:215 a. C.
Kategorya:Mga siyentipiko mula sa Inglatera	Categoría:Científicos de Inglaterra
Kategorya:Mga siyentipiko	Categoría:Científicos
Kategorya:Mga eksplorador	Categoría:Exploradores
Kategorya:Mga manlalaro ng ahedres	Categoría:Ajedrecistas
Kategorya:Nyctaginaceae	Categoría:Nyctaginaceae
Kategorya:Mga alkimista	Categoría:Alquimistas
Kategorya:Mga artista mula sa Hapon	Categoría:Actores de Japón
Kategorya:Mga batang Amerikanong aktor	Categoría:Actores infantiles de Estados Unidos
Kategorya:Mga bilanggo	Categoría:Prisioneros
Kategorya:Mga artista mula sa Taiwan	Categoría:Actores de Taiwán
