Африк	África
2007 оны жүдогийн дэлхийн аварга шалгаруулах тэмцээн	Campeonato Mundial de Judo de 2007
Диваажингийн тоть	Psephotus pulcherrimus
Хархорин сум	Jarjorin
Камчаткын хүрэн баавгай	Ursus arctos beringianus
Як-52	Yakovlev Yak-52
Доржшүгдэн	Dorje Shugden
УТ-2	Yakovlev UT-2
Хүрэвтэр тагтаа	Columba eversmanni
2012 оны Зуны Олимпийн наадмын Жүдогийн төрөл – Эрэгтэйчүүдийн 66 кг	Judo en los Juegos Olímpicos de Londres 2012 – Menos de 66 kg masculino
Паул Верхаг	Paul Verhaegh
Александар Игнёвски	Aleksandar Ignjovski
Даниеле Конти	Daniele Conti
Өнчин хараалж	Gallinago solitaria
Австралийн их хөх уулсын бүс	Región de las Montañas Azules
Арпи	Lago Arpi
Жейсон Максиелл	Jason Maxiell
Брэндон Найт	Brandon Knight
Портос	Porthos
Итали боршувуу	Passer italiae
2008 оны бөхийн төрлүүдийн дэлхийн аварга шалгаруулах тэмцээн	Campeonato Mundial de Lucha de 2008
Кан	Río Kan
Лазарос Христодулопулос	Lazaros Christodoulopoulos
2004-2005 оны НБА-гийн улирал	Temporada 2004-05 de la NBA
Иманоль Агиррече	Imanol Agirretxe
Шайлогийн тулалдаан	Batalla de Shiloh
Сайншанд	Sainshand
Орчин үеийн философи	Filosofía contemporánea
Пе-2	Petliakov Pe-2
Тамгали	Tamgaly
Хитч	Hitch
Падаунг	Padaung
По-2	Polikarpov Po-2
Улиастай	Uliastay
Александр Третьяков	Alexandr Tretiakov
Кундун	Kundun
Хималайн хүрэн баавгай	Ursus arctos isabellinus
Булган (хот)	Bulgan (ciudad)
Сири хулан	Equus hemionus hemippus
Жон Хейтинга	John Heitinga
Түмэн	Tumen
2001 оны бөхийн ДАШТ	Campeonato Mundial de Lucha de 2001
Терренс Росс	Terrence Ross
Монгол улс Сараевогийн олимпод	Mongolia en los Juegos Olímpicos de Sarajevo 1984
HEPA шүүлтүүрийн стандарт	HEPA
Лука Кальдирола	Luca Caldirola
Нэйсбигийн тулалдаан	Batalla de Naseby
Марко Пароло	Marco Parolo
Полиморфик	Polimorfismo (virus informáticos)
Патрик Миллс	Patrick Mills
Стив Новак	Steve Novak
Хүүгийн амьдрал (кино)	This Boy's Life
Гэгээн Стефаносын хийд	Catedral de San Stepanous
ИЛ-10	Ilyushin Il-10
Эзэн Хаан Коонин	Emperador Kōnin
Нейт Термонд	Nate Thurmond
Сагсан бөмбөгийн өврийн дэвтэр	Diario de un rebelde
Патрик Паттерсон	Patrick Patterson
Даррелл Артур	Darrell Arthur
Роберт Сакре	Robert Sacre
Норрис Коул	Norris Cole
Экпе Удох	Ekpe Udoh
Гандантэгчэнлин хийд	Monasterio de Gandantegchinlin
Лазар Маркович	Lazar Marković
Майк Данливи, бага	Mike Dunleavy Jr.
Санваартан (2011 оны кино)	Priest (película de 2011)
Ачит нуур	Achit Nuur
Кейлор Навас	Keylor Navas
Майкл Эссьен	Michael Essien
Харри Кейн	Harry Kane
Өрнийн толбот өмхий хүрэн	Spilogale gracilis
1967 оны жүдогийн дэлхийн аварга шалгаруулах тэмцээн	Campeonato Mundial de Judo de 1967
Леонардо Ульоа	Leonardo Ulloa
Ракүтэн	Rakuten
Пол Жорж	Paul George
Тристан Томпсон	Tristan Thompson
The Big O	The Big O
Кайл Лоури	Kyle Lowry
Дельвин Н'Динга	Delvin Ndinga
Лос Анжелес Клипперс	Los Angeles Clippers
Үүрэг нуур	Lago Üüreg
Хөдөлгөөнт утасны улсын код	MCC/MNC
Стив Миссилье	Steve Missillier
Тинтиний адал явдал (кино)	Las aventuras de Tintín: el secreto del Unicornio
Ричмонд Боакье	Richmond Boakye
Вакасо Мубарак	Wakaso Mubarak
Тодд Хэйз	Todd Hays
Хосе Антонио Эскуредо	José Antonio Escuredo
Натаниэль Картмелл	Nate Cartmell
Мохаммед Аман	Mohammed Aman
Харри Керр	Harry Kerr
Сэнгийн Эрдэнэ	Sengiin Erdene
Винни Дел Негро	Vinny Del Negro
Инамори Казүо	Kazuo Inamori
Жейсон Эуэл	Jason Euell
Дэвид Жаффе	David Jaffe
Уилл Байнам	Will Bynum
Хайдун хот	Haidong
Агуу ихийн дон	Megalomanía
Экзем	Eccema
Хотан тойрог	Prefectura de Jotán
Хамил тойрог	Kumul
Чанжи тойрог	Prefectura autónoma hui de Changji
Музейн хулгай	The Maiden Heist
Евгений Плюшенко	Yevgueni Pliúshchenko
2024 оны зуны олимп	Juegos Olímpicos de Verano de 2024
2006-2007 оны НБА-гийн улирал	Temporada 2006-07 de la NBA
Үлээдэг бохины хямрал Токио 2040	Bubblegum Crisis Tokyo 2040
Дорнын өрөвтас	Ciconia boyciana
Хар хүзүүт аракари	Pteroglossus aracari
Афины философи	Filosofía griega
Мандалговь	Mandalgobi
Эрээн хот	Eren Hot
Линьшя тойрог	Prefectura autónoma hui de Linxia
Габрово аймаг	Provincia de Gabrovo
Шилийн хот	Xilinhot
Баяннамарын Бүрэнбаяр	Buren Bayaer
Хайнань тойрог	Prefectura autónoma tibetana de Hainan
Ганьнань тойрог	Prefectura autónoma tibetana de Gannan
Сэлэнгэ балгас	Selenginsk
Маданапалле	Madanapalle
Бага гариг	Planetoide
Жаргалтхаан сум	Yargaltján
2015 оны хөнгөн атлетикийн дэлхийн аварга шалгаруулах тэмцээн	Campeonato Mundial de Atletismo de 2015
Икэтани Юкио	Yukio Iketani
Готланд	Isla de Gotland
Гейда Фофана	Gueïda Fofana
Зураач	Pintor
Зүүнхараа	Züüncharaa
Хэлли Берри	Halle Berry
Ларри Сандерс	Larry Sanders
Хималайн хайруулдай	Prunella himalayana
Том Чаплин	Tom Chaplin
Тим Райс-Оксли	Tim Rice-Oxley
Алтан сан	Reserva de oro
Ахмет Байтурсынов	Ajmet Baitursynov
Хармагнай халуу	Halcyon pileata
Жорж Бойд	George Boyd
Gears of War 3	Gears of War 3
Бэлэн гоймон	Fideos instantáneos
Их Засаг	Yassa
Хүний нөөцийн менежмент	Recursos humanos
Цахар муж	Chahar (provincia)
Эрдэнэ Зуу хийд	Monasterio de Erdene Zuu
Саво арал	Isla de Savo
Орчон	Oroqen
22 нанометр	22 nanómetros
Боржигин	Borjigin
Чандлер Парсонс	Chandler Parsons
Хар нуур (Завхан)	Lago Khar (Zavkhan)
Хөлбөмбөгийн ДАШТ-2010 Үзүүлэлтүүд	Anexo:Estadísticas de la Copa Mundial de Fútbol de 2010
Табризын газар хөдлөлт	Terremotos de Irán de 2012
Бага оврын усан цахилгаан станц	Central minihidráulica
Монгол улс Альбервиллийн олимпод	Mongolia en los Juegos Olímpicos de Albertville 1992
Энэтхэг цоохор бүргэд	Aquila hastata
Ногоон аракари	Pteroglossus viridis
Р-5 онгоц	Polikarpov R-5
Шичигосан	Shichi-Go-San
Бараан толбот мэлхий	Pelophylax nigromaculatus
Хөх толбо	Melanocitosis dérmica congénita
Аян замын тэмдэглэл	Literatura de viajes
Камчаткын урсгал	Corriente de Kamchatka
One Ok Rock	One Ok Rock
Хилго	Río Jilok
Карбонатууд	Minerales carbonatos y nitratos
Хул дунхай	Lanius sphenocercus
Шархөмсөг хөмрөг	Emberiza cioides
Түшиц хана	Muro de contención
Бернуллийн туршилт	Ensayo de Bernoulli
Яамэний тулалдаан	Batalla de Yamen
Сун Хе-гю	Song Hye Kyo
Кристоф Крамер	Christoph Kramer
Нийтлэлч	Columnista
Мадина Садвакасова	Mädina Sadwakasova
Хуушуур	Khuushuur
Хүйтэн оргил	Pico Juiten
Шахзода	Shahzoda
Монгол улс 1964 оны Инсбрукийн олимпод	Mongolia en los Juegos Olímpicos de Innsbruck 1964
Котомицүки Кэйжи	Kotomitsuki Keiji
Хүмүүнлэгийн Ухааны Их Сургууль	Universidad de las Humanidades
Кыржали аймаг	Provincia de Kardzhali
Цэцэрлэг	Jardín
Киевийн Русь	Rus de Kiev
Куин Латифа	Queen Latifah
Ааруул	Kashk
Хэрэйд	Keraitas
Агент Нажика	Najica Blitz Tactics
2007-2008 оны НБА-гийн улирал	Temporada 2007-08 de la NBA
Хяргас нуур	Lago Khyargas
Нарнаа зүдрэгсэд (кино)	Quemado por el sol
Ранс гол	Rance
Монгол Ардын Нам	Partido del Pueblo de Mongolia
Сплаш	Splash
Хөгжлийн эдийн засаг	Economía del desarrollo
Alice Nine	Alice Nine
Морин хуур	Morin juur
Казахстаны түүх	Historia de Kazajistán
Killzone	Killzone
2009-2010 оны НБА-гийн улирал	Temporada 2009-10 de la NBA
2008-2009 оны НБА-гийн улирал	Temporada 2008-09 de la NBA
Усны инженерчлэл	Ingeniería hidráulica
Нээлттэй ба чөлөөт эхийн програм хангамж	Software de código abierto
Ливерпүүл (хөлбөмбөгийн клуб)	Liverpool Football Club
Лондоны олимп	Juegos Olímpicos de Londres
1999-2000 оны НБА-гийн улирал	Temporada 1999-00 de la NBA
2003-2004 оны НБА-гийн улирал	Temporada 2003-04 de la NBA
2000-2001 оны НБА-гийн улирал	Temporada 2000-01 de la NBA
Горынь	Río Horyn
Андройд рүүт	Android rooting
Наракоорте	Parque nacional Cuevas de Naracoorte
Артхаус	Cine arte
Квийнслэндийн халуун орны чийглэг ой	Trópicos húmedos de Queensland
Франкенштайн (1910 оны кино)	Frankenstein (1910)
Цэгэн зураг	Pixel art
2002-2003 оны НБА-гийн улирал	Temporada 2002-03 de la NBA
Хоолойн шуудан	Tubo neumático
Своп	Swap (finanzas)
Скотт бааз	Base Scott
Даман	Zhenbao
Жэсс Күин	Jesse Quin
Горан Юрич	Goran Jurić
Дөрвөн тивийн аварга шалгаруулах уран гулгалтын тэмцээн	Campeonato de los Cuatro Continentes de Patinaje Artístico sobre Hielo
Гиллиганы арал	La isla de Gilligan
2005-2006 оны НБА-гийн улирал	Temporada 2005-06 de la NBA
Soft power	Poder blando
2010-11 оны НБА-гийн улирал	Temporada 2010-11 de la NBA
Илья Муромец	Ilya Muromets
Эрчимжсэн фермийн аж ахуй	Agricultura intensiva
Фишт	Estadio Olímpico de Sochi
Тамын хүү	Hellboy
Суйюань муж	Suiyuan
2009 оны Монгол улсын ерөнхийлөгчийн сонгууль	Elecciones presidenciales en Mongolia de 2009
Лос-Анжелесын олимп	Juegos Olímpicos de Los Ángeles
Ромен Алессандрини	Romain Alessandrini
Матео Мусаккио	Mateo Musacchio
Органик синтез	Síntesis orgánica
2013 оны өвлийн Универсиад	Universiada de invierno 2013
Монгол хоол	Gastronomía de Mongolia
ISO/IEC 12207	ISO/IEC 12207
Жорди Амат	Jordi Amat
Дани Абало	Dani Abalo
1992-1993 оны НБА-гийн улирал	Temporada 1992-93 de la NBA
1994-1995 оны НБА-гийн улирал	Temporada 1994-95 de la NBA
1993-1994 оны НБА-гийн улирал	Temporada 1993-94 de la NBA
Гэвш	Geshe
Дашийн Бямбасүрэн	Dashiin Byambasüren
Дагуур зараа	Mesechinus dauuricus
Хар нуур	Khar Nuur
Монгол улс Греноблийн олимпод	Mongolia en los Juegos Olímpicos de Grenoble 1968
Монгол улс 1980 оны Лэйк-Плэсидийн олимпод	Mongolia en los Juegos Olímpicos de Lake Placid 1980
Парисын олимп	Juegos Olímpicos de París
Дээл	Deel (vestimenta)
Монголын Ардчилсан Нам	Partido Democrático (Mongolia)
Деннис Прат	Dennis Praet
Хэн ч дутах ёсгүй	Ni uno menos
Reckitt Benckiser	Reckitt Benckiser
Алан Андерсон	Alan Anderson
Моголистан	Mogolistán
Нил Тейлор	Neil Taylor
Любэ	Liubé
Мушкет бууны дайн	Guerras de los Mosquetes
Тавт хөмрөг	Emberiza elegans
2001 оны өвлийн Универсиад	Universiada de Invierno 2001
Page table	Tabla de paginación
Вэб инженерчлэл	Ingeniería web
Эрдэнийн эрхи	Erdeniin Tobchi
Тодмөнх	Tuda Mengu
АНУ-ын Цөмийн довтолгооноос хамгаалах систем	Ballistic Missile Early Warning System
Жэйкоби Эллсбери	Jacoby Ellsbury
Доминик Скотт	Dominic Scott
Диафра Сако	Diafra Sakho
Рационал тоо	Número racional
Жеральд Хендерсон, бага	Gerald Henderson, Jr.
Нисэх онгоцны буудал	Aeropuerto
Русе аймаг	Provincia de Ruse
Ра	Ra (mitología)
Самюэль Это'о	Samuel Eto'o
2011-2012 оны НБА-гийн улирал	Temporada 2011-12 de la NBA
Төмөр хааны бунхан	Gur-e Amir
Эргүүлэлтийн матриц	Matriz de rotación
