ఆఫ్రికా	África
నారాయణ పండితుడు	Naraian Pandit (matemático)
క్షీరసాగర మథనం	Batido del océano de leche
ఆగుంబె	Agumbe
వస్త్ర పరిశ్రమ	Industria textil
మెట్‌లైఫ్	MetLife
సుడిగుండం	Remolino
అనిష్ప సంఖ్య	Número irracional
కర్నాల్	Distrito de Karnal
తిరువళ్ళూరు	Tiruvallur
గచ్చ	Caesalpinia
తల్లివేరు	Raíz primaria
వెలుపలి చెవి	Oído externo
పశ్చిమ సిక్కిం	Distrito de Sikkim occidental
నిజాం	Nizam
కైతాల్	Distrito de Kaithal
సూటు	Traje
చండాలుడు	Chandala
ఇంటర్నెట్ విజ్ఞాన సర్వస్వము	Enciclopedia en línea
జనమేజయుడు	Yanameyaiá
ఆప్టోమెట్రీ	Optometría
జాతీయ వైద్య గ్రంథాలయం	Biblioteca médica nacional de la India
మిండానౌ లోరికీట్	Trichoglossus johnstoniae
భారత జాతీయ గ్రంథాలయం	Biblioteca Nacional de la India
షెయోపూర్	Distrito de Sheopur
ప్రతిపక్ష నాయకుడు	Líder de la oposición
ఉమరియ	Distrito de Umaria
మొబైల్ యాప్స్	Aplicación móvil
గ్లైసీన్	Glicina
హోషంగాబాద్	Distrito de Hoshangabad
ఆస్తికవాదం	Teísmo
అపుర్ సంసార్	Apur Sansar
పెప్పర్ స్ప్రే	Aerosol de pimienta
హృదయ సూత్రం	Sutra del Corazón
నియాన్ దీపం	Lámpara de neón
ట్వీటీ	Piolín
ఆన్‌లైన్ వాణిజ్య ప్రకటన	Publicidad en Internet
చేతి పంపు	Bomba manual
కుండలిని	Kundalini
సైబర్ సెక్స్	Cibersexo
కకా	Nestor meridionalis
సబ్స్టిట్యూషన్ సైఫర్	Cifrado por sustitución
దీవెన	Bendición
దక్షిణ గంగోత్రి	Base Dakshin Gangotri
అవశేషావయవము	Órgano vestigial
ది టైం మెషీన్	La máquina del tiempo
ఆహార సంస్కరణ	Procesado de los alimentos
కార్టూన్	Dibujo humorístico
రాక్షస్తల్	Lago La'nga Co
శ్రామిక చట్టం	Derecho laboral
కాఫిర్	Kafir
నాణేల సేకరణ శాస్త్రం	Numismática
గులాబి ముఖం లవ్ బర్డ్	Agapornis roseicollis
భారత పురాతత్వ శాఖ	Servicio Arqueológico de la India
కందులు	Cajanus cajan
ఫైలు సిస్టముల చిట్టా	Anexo:Sistemas de archivos
కొబ్బరినీరు	Agua de coco
దీమాపూర్	Distrito de Dimapur
పతనమ్ తిట్ట	Distrito de Pathanamthitta
హోమినిడే	Hominidae
ప్రపంచ పర్యాటక దినోత్సవం	Día Mundial del Turismo
అరాచిస్	Arachis
సైకిల్ పంపు	Bomba de bicicleta
పాడి పరిశ్రమ	Industria láctea
బాంబే స్టాక్ ఎక్స్ఛేంజ్	Bolsa de Valores de Bombay
గొడ్డా	Distrito de Godda
కారైక్కాల్	Distrito de Karaikal
అష్ట దిక్కులు	Rosa de los vientos
ఉమ్రాహ్	Umrah
టోటల్ స్టేషన్	Estación total
పరిరక్షణ జీవశాస్త్రం	Biología de la conservación
దంత విన్యాసం	Dentición
హెపాటిక్ ఎన్‌సెఫలోపతి	Encefalopatía hepática
జాతీయ రహదారి 1 (భారతదేశం)	Autopista Nacional 1 (India)
రోవర్ (అంతరిక్ష అన్వేషణ)	Astromóvil
వాస్కులైటిస్	Vasculitis
సూపర్‌నోవా 2006జివై	SN 2006gy
కార్పోరేషన్ పన్ను	Impuesto sobre sociedades
ఎలిఫెంటా గుహలు	Grutas de Elefanta
పారాథైరాయిడ్ గ్రంధి	Glándula paratiroides
అన్‌బ్రేకబుల్ (చలనచిత్రం)	El protegido
ఇజ్మా	Ijma
బిఫోర్‌ సన్‌సెట్‌	Antes del atardecer
బూడిద గుమ్మడి	Benincasa hispida
దేశాల జాబితా – ఎత్తైన స్థలం క్రమంలో	Anexo:Países por punto más alto
భారత్ పాకిస్తాన్ యుద్ధం 1947	Guerra indo-pakistaní de 1947
కాథెటర్	Catéter
భారతదేశ రాష్ట్రాల విస్తీర్ణం	Anexo:Datos estadísticos de los estados y territorios de la India
డెనిమ్	Mezclilla
డైఫ్రాక్షన్ గ్రేటింగ్	Red de difracción
స్పిరోమెట్రీ	Espirometría
రే-బాన్	Ray-Ban
శ్రీరంగపట్టణం	Srirangapatna
లోటస్ 1-2-3	Lotus 1-2-3
పిస్టియా	Pistia stratiotes
పుట్టగొడుగుల పెంపకం	Seta comestible
సిర్మౌర్	Distrito de Sirmaur
సజ్జలు	Pennisetum glaucum
బాబ్రీ మసీదు	Babri Masjid
ఇస్లామీయ లిపీ కళాకృతులు	Caligrafía árabe
గాంధీ జయంతి	Gandhi Jayanti
నపుంసకుడు	Hijra
లోమోగ్రఫీ	Lomografía
ఖుర్దా	Distrito de Khordha
ధూమపానం	Fumar
మహిషాసురుడు	Majishá
భూ లఘు కక్ష్య	Órbita baja terrestre
కార్డినల్ లోరీ	Chalcopsitta cardinalis
ధర్మచక్రము	Rueda del dharma
లక్స్ (సబ్బు)	Lux (jabón)
గర్భాశయ గ్రీవము	Cuello uterino
దేశాల జాబితా – జాతీయ ప్రతిపత్తి ఏర్పడిన తేదీలు	Fundación nacional
జాతక కథలు	Jataka
తపిజిల్లా	Distrito de Tapi
బుంది జిల్లా	Distrito de Bundi
ICD-10 అధ్యాయము 11: జీర్ణవ్యవస్థకు చెందిన వ్యాధులు	Anexo:CIE-10 Capítulo XI: Enfermedades del aparato digestivo
అర్జున అవార్డు	Premios Arjuna
శ్రీకాకుళం	Srikakulam
ఐజాక్	Isaac
జోగ్ జలపాతం	Cataratas Jog
విలియం డి.కూలిడ్జ్	William Coolidge
గంధపు నూనె	Aceite de madera de sándalo
దేశాల జాబితా – తీరరేఖ పొడవు క్రమంలో	Anexo:Países por longitud de costa
మాచు పిచ్చు	Machu Picchu
విపాసన	Vipassana
తెలంగాణ	Telangana
లుంగీ	Lungui
రాష్ట్రపతి భవనం	Rashtrapati Bhavan
పసుపుచారల లోరీ	Chalcopsitta sintillata
స్క్వామస్ సెల్ కార్సినోమా	Carcinoma espinocelular
వోఖా	Distrito de Wokha
నీలం చెవుల లోరీ	Eos semilarvata
మహాభాగవతం	Bhagavata-purana
నీలం చారల లోరీ	Eos reticulata
బలురక్కసి	Argemone mexicana
మహేంద్రగఢ్	Distrito de Mahendragarh
వాస్తవ ఆస్తి	Inmueble
హెయిర్ ట్రాన్స్‌ప్లాంటేషన్‌	Trasplante de cabello
పిప్పలి	Piper longum
వ్రిందావన్	Vrindavan
మ్యాగీ	Maggi
ఒలింపస్ కార్పొరేషన్	Olympus
ఒరైజా	Oryza
భరద్వాజ మహర్షి	Bharadvaya
వాసెక్టమీ	Vasectomía
రింగ్‌టోన్	Ringtone
కాంతి మాపకము	Fotómetro
ఎలక్ట్రానిక్ డేటా సిస్టమ్స్	Electronic Data Systems
స్వర్గలోకపు పక్షి	Lophorina superba
అయస్కాంత ససెప్టబిలిటీ	Susceptibilidad magnética
రాహత్ ఫతే అలీ ఖాన్	Rahat Fateh Ali Khan
నాందేడ్ జిల్లా	Distrito de Nanded
మయోపతీ	Miopatía
ఎ క్లాక్ వర్క్ ఆరంజ్	La naranja mecánica
విజ్ఞానశాస్త్ర ప్రదర్శన	Feria de ciencias
అంతర్జాతీయ వృక్ష నామీకరణ నియమావళి	Código Internacional de Nomenclatura Botánica
ఉత్తర ఢిల్లీ	Distrito de Delhi norte
దర్భ గడ్డి	Imperata cylindrica
డబ్బు	Dinero en efectivo
తాత్కాలిక హక్కు	Garantía
మౌంట్ అబూ	Monte Ābū
కోసీ నది	Río Kosi
వామనావతారము	Vámana
వైకుంఠపాళీ	Serpientes y escaleras
రెండవ హరిహర రాయలు	Harihara II
విరాళం	Contrato de donación
వృక్క ధమని	Arteria renal
కల్యంపూడి రాధాకృష్ణ రావు	Calyampudi Radhakrishna Rao
దేశాల జాబితా – జనసంఖ్య క్రమంలో	Anexo:Países por población
అధివృక్క గ్రంధి	Glándula suprarrenal
శోషరస వ్యవస్థ	Sistema linfático
ప్రపంచంలోని కొత్త ఏడు అద్భుతాలు	Nuevas siete maravillas del mundo moderno
క్రిస్ మార్టిన్	Chris Martin
శ్రోణి మేఖల	Pelvis
చార్లెస్ బార్బియర్	Charles Barbier de la Serre
చెంగల్వ	Crinum asiaticum
టెయిడ్ నేషనల్ పార్క్	Parque nacional del Teide
వాల్మీకి	Valmiki
ఆర్యసమాజ్	Arya Samaj
బొంబాక్స్	Bombax
గాసిపియమ్	Gossypium
డైనమో	Dinamo (generador eléctrico)
సిఎన్‌జి గ్యాసు	Gas natural comprimido
స్ప్రింగ్ ఫ్రేమ్‌వర్క్	Spring Framework
హిస్సాప్	Hyssopus
మంచిర్యాల	Mancherial
ఉమ్మడి కుటుంబం	Familia extensa
డిల్బర్ట్	Dilbert
అశ్వమేధ యాగం	Ashwa medhá
అశ్వినీ దేవతలు	Ashuin
కోలారు	Kolar (ciudad)
కాంగ్రా	Distrito de Kangra
ఋగ్వేదం	Rig-veda
భాగస్వామ్యం	Sociedad de negocios
గాయత్రీ మంత్రము	Gayatri
నికాన్ డి3200	Nikon D3200
ఆస్ట్రేలియన్ సింగిల్స్ టెన్నిస్ చాంపియన్‌షిప్ మహిళల విజేతల పట్టిక	Anexo:Campeones del Abierto de Australia (single femenino)
గంగూబాయి హనగల్	Gangubai Hangal
జార్జి బెంథామ్	George Bentham
చీర్స్	Cheers
కేంద్రీయ ప్రవృత్తి మాపనాలు	Medidas de tendencia central
బ్రంచ్	Brunch
ఉఖ్రుల్	Distrito de Ukhrul
మాంసకృత్తుల ఆకృతి	Estructura de las proteínas
శుక్రవాహిక	Conducto deferente
ద్విపత్ర కవాట భ్రంశం	Prolapso mitral
ఉరవకొండ	Uravakonda
వింబుల్డన్, లండన్	Wimbledon (Londres)
కింగ్‌డమ్‌ టవర్	Kingdom Tower
సుల్తాన్ బత్తెరి	Sultan Bathery
నీటి తేలు	Nepidae
హౌరా వంతెన	Puente de Howrah
హుగ్లీ నది	Río Hugli
ప్రపంచ ఎడమచేతి వాటం ప్రజల దినోత్సవం	Día Internacional de la Zurdera
కేదార్‌నాథ్	Kedarnath
